CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;LATITUDINE;LONGITUDINE;LOCALIZE
14901;0;Via Roma, 327;BARGALLO SAS DEL DOTT. ANTONIO RACITI;5225340875;95019;87055;ZAFFERANA ETNEA;-;87;CT;CATANIA;190;SICILIA;42064;42369;Ordinaria;1;37,69073713;15,10565862;1
14901;0;Via Roma, 327;BARGALLO SAS DELLA DOTT.SSA FEDERICA BARBAGALLO;5225340875;95019;87055;ZAFFERANA ETNEA;-;87;CT;CATANIA;190;SICILIA;42370;42916;Ordinaria;1;37,69073713;15,10565862;1
14901;0;Via Roma, 327;Farmacia Barbagallo S.r.l.;5225340875;95019;87055;ZAFFERANA ETNEA;-;87;CT;CATANIA;190;SICILIA;44805;-;Ordinaria;1;37,69073713;15,10565862;1
14901;0;Via Roma, 327;RACITI ANTONIO;4008500870;95019;87055;ZAFFERANA ETNEA;-;87;CT;CATANIA;190;SICILIA;38353;42063;Ordinaria;1;37,69073713;15,10565862;1
14902;0;Via Giuseppe Garibaldi, 328;Plebiscito Snc;3949230878;95122;87015;CATANIA;-;87;CT;CATANIA;190;SICILIA;43466;-;Ordinaria;1;37,5002024;15,0763926;1
14902;0;Via Giuseppe Garibaldi, 328;PLEBISCITO SNC;3949230878;95122;87015;CATANIA;-;87;CT;CATANIA;190;SICILIA;41334;43465;Ordinaria;1;37,5002024;15,0763926;1
14902;0;Via Giuseppe Garibaldi, 328;PLEBISCITO DEI DR.I F. & S. NICOLOSI SNC;3949230878;95122;87015;CATANIA;-;87;CT;CATANIA;190;SICILIA;38353;41333;Ordinaria;1;37,5002024;15,0763926;1
14903;0;Via Vittorio Emanuele, 396;PALADINO ALFREDO;4013210879;95033;87008;BIANCAVILLA;-;87;CT;CATANIA;190;SICILIA;39448;43465;Ordinaria;1;37,66702897;14,8369544;1
14903;0;Via Vittorio Emanuele, 396;PALADINO ALFREDO;-;95033;87008;BIANCAVILLA;-;87;CT;CATANIA;190;SICILIA;38353;39447;Ordinaria;1;37,66702897;14,8369544;1
14903;0;Via Vittorio Emanuele, 396;Paladino Alfredo;4013210879;95033;87008;BIANCAVILLA;-;87;CT;CATANIA;190;SICILIA;43466;-;Ordinaria;1;37,66702897;14,8369544;1
14904;0;Piazza F. Fedele, 20;CASTRO DOMENICO;3196980878;94011;86001;AGIRA;-;86;EN;ENNA;190;SICILIA;40452;43465;Ordinaria;1;37,6021502;14,54684898;1
14904;0;Piazza F. Fedele, 20;CASTRO DOMENICO;48760862;94011;86001;AGIRA;-;86;EN;ENNA;190;SICILIA;38353;40451;Ordinaria;1;37,6021502;14,54684898;1
14904;0;Piazza F. Fedele, 20;Castro Domenico;3196980878;94011;86001;AGIRA;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,6021502;14,54684898;1
14905;0;Via Vitt. Emanuele, 144;Buttafuoco Campagna;605540863;94011;86001;AGIRA;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,6021502;14,54684898;1
14905;0;Via Vitt. Emanuele, 144;BUTTAFUOCO CAMPAGNA;605540863;94011;86001;AGIRA;-;86;EN;ENNA;190;SICILIA;41334;43465;Ordinaria;1;37,6021502;14,54684898;1
14905;0;Via Diodorea, 75;BUTTAFUOCO CAMPAGNA;41110867;94011;86001;AGIRA;-;86;EN;ENNA;190;SICILIA;38353;40451;Ordinaria;1;37,6021502;14,54684898;1
14905;0;Via Diodorea, 75;BUTTAFUOCO CAMPAGNA;605540863;94011;86001;AGIRA;-;86;EN;ENNA;190;SICILIA;40452;41333;Ordinaria;1;37,6021502;14,54684898;1
14906;0;Via Diodorea, 2;VACCARO MARIA TERESA;49470867;94011;86001;AGIRA;-;86;EN;ENNA;190;SICILIA;38353;39447;Ordinaria;1;37,6021502;14,54684898;1
14906;0;Via Diodorea, 2;Vaccaro Maria Teresa;338130867;94011;86001;AGIRA;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,6021502;14,54684898;1
14906;0;Via Diodorea, 2;VACCARO MARIA TERESA;338130867;94011;86001;AGIRA;-;86;EN;ENNA;190;SICILIA;39448;43465;Ordinaria;1;37,6021502;14,54684898;1
14907;0;Via Giuseppe Garibaldi, 78;DRAGO ROSALIA;521610865;94010;86002;AIDONE;-;86;EN;ENNA;190;SICILIA;39173;43465;Ordinaria;1;37,42104024;14,49749551;1
14907;0;Via Giuseppe Garibaldi, 78;DRAGO ROSALIA;-;94010;86002;AIDONE;-;86;EN;ENNA;190;SICILIA;38353;39172;Ordinaria;1;37,42104024;14,49749551;1
14907;0;Via Giuseppe Garibaldi, 78;Drago Rosalia;521610865;94010;86002;AIDONE;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,42104024;14,49749551;1
14908;0;Piazza F. Cordova, 30;MESSANA LIBORIA;30010862;94010;86002;AIDONE;-;86;EN;ENNA;190;SICILIA;38353;43465;Ordinaria;1;37,42104024;14,49749551;1
14908;0;Piazza F. Cordova, 30;Messana Liboria;30010862;94010;86002;AIDONE;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,42104024;14,49749551;1
14909;0;Via Crisa, 309;Farmacia Pesco Del Dott. Ernesto Pesco & C. Snc;1174330868;94010;86003;ASSORO;-;86;EN;ENNA;190;SICILIA;43831;-;Ordinaria;1;37,6290153;14,4240061;1
14909;0;Via Crisa, 309;Pesco Del Dott. Ernesto Pesco & C. Snc;355250861;94010;86003;ASSORO;-;86;EN;ENNA;190;SICILIA;43466;43830;Ordinaria;1;37,6290153;14,4240061;1
14909;0;Via Crisa, 309;PESCO DEL DOTT. ERNESTO PESCO & C. SNC;355250861;94010;86003;ASSORO;-;86;EN;ENNA;190;SICILIA;41334;43465;Ordinaria;1;37,6290153;14,4240061;1
14909;0;Via Crisa, 309;PESCO ERNESTO;355250861;94010;86003;ASSORO;-;86;EN;ENNA;190;SICILIA;38353;41333;Ordinaria;1;37,6290153;14,4240061;1
14910;0;Via Umberto 46;CANNADA RENATO;-;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;39264;40421;Ordinaria;1;37,372813;14,202118;1
14910;0;Via Umberto 46;CANNADA RENATO;49470867;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;40422;40451;Ordinaria;1;37,372813;14,202118;1
14910;0;Corso UMBERTO I, 36;FARMACIA CANNADA SRL;1297660860;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;44652;-;Ordinaria;1;37,372813;14,202118;1
14910;0;Via Umberto, 46;CANNADA RENATO;49470867;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;40452;43465;Ordinaria;1;37,372813;14,202118;1
14910;0;Via Umberto 46;CANNADA RENATO;284360849;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;38353;39263;Ordinaria;1;37,372813;14,202118;1
14910;0;Via Umberto, 46;Cannada Renato;49470867;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;43466;44651;Ordinaria;1;37,372813;14,202118;1
14911;0;C.so Garibaldi, 179;AGOZZINO ROSA;282920826;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;38353;39447;Ordinaria;1;37,37731576;14,20209153;1
14911;0;C.so Garibaldi, 179;AGOZZINO ROSA;425660867;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;39448;40451;Ordinaria;1;37,37731576;14,20209153;1
14911;0;Corso Garibaldi, 179;Agozzino Rosa;425660867;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;43466;44347;Ordinaria;1;37,37731576;14,20209153;1
14911;0;Corso Garibaldi, 179;AGOZZINO ROSA;425660867;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;40452;43465;Ordinaria;1;37,37731576;14,20209153;1
14911;0;Corso Corso Garibaldi, 443;FARMACIA AGOZZINO S.R.L.;1291380861;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;44348;-;Ordinaria;1;37,37731576;14,20209153;1
14912;0;Via Vittorio Emanuele, 276;MATTINA STEFANO;48760862;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;40422;43465;Ordinaria;1;37,379144;14,201071;1
14912;0;Via Vittorio Emanuele, 276;MATTINA STEFANO;-;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;39264;40421;Ordinaria;1;37,379144;14,201071;1
14912;0;Via Vittorio Emanuele, 276;Mattina Stefano;48760862;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;43466;44286;Ordinaria;1;37,379144;14,201071;1
14912;0;Via Vittorio Emanuele, 276;Farmacia Mattina Stefano s.r.l.;1275190864;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;44409;-;Ordinaria;1;37,379144;14,201071;1
14912;0;Via Vittorio Emanuele, 276;Eredi Farmacia Mattina Stefano;1275190864;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;44287;44408;Ordinaria;1;37,379144;14,201071;1
14912;0;Via Vittorio Emanuele, 276;MATTINA STEFANO;307080523;94012;86004;BARRAFRANCA;-;86;EN;ENNA;190;SICILIA;38353;39263;Ordinaria;1;37,379144;14,201071;1
14913;0;Via Conte Ruggero, 5;Fontanazza;1065780866;94010;86005;CALASCIBETTA;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,5900155;14,272728;1
14913;0;Via Conte Ruggero, 5;FONTANAZZA;1065780866;94010;86005;CALASCIBETTA;-;86;EN;ENNA;190;SICILIA;38353;43465;Ordinaria;1;37,5900155;14,272728;1
14914;0;Via Vittorio Emanuele, 111;RIZZO SIGISMONDO;582310868;94010;86006;CATENANUOVA;-;86;EN;ENNA;190;SICILIA;38353;43220;Ordinaria;1;37,57113315;14,69406363;1
14914;0;Via Vittorio Emanuele, 111;Farmacia Centrale S.r.l.;1237680861;94010;86006;CATENANUOVA;-;86;EN;ENNA;190;SICILIA;43221;-;Ordinaria;1;37,57113315;14,69406363;1
14915;0;Via Giuseppe Garibaldi, 24;CACIA MARIA GAETANA;370460867;94010;86007;CENTURIPE;-;86;EN;ENNA;190;SICILIA;39173;42247;Ordinaria;1;37,60381843;14,75627043;1
14915;0;Via Giuseppe Garibaldi, 24;CACIA DEL DOTT. PROSPERO NICOTRA;370460867;94010;86007;CENTURIPE;-;86;EN;ENNA;190;SICILIA;42614;43465;Ordinaria;1;37,60381843;14,75627043;1
14915;0;Via Giuseppe Garibaldi, 24;Cacia Del Dott. Prospero Nicotra;370460867;94010;86007;CENTURIPE;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,60381843;14,75627043;1
14915;0;Via Giuseppe Garibaldi, 24;CACIA DELL'EREDE DOTT. PROSPERO NICOTRA;370460867;94010;86007;CENTURIPE;-;86;EN;ENNA;190;SICILIA;42248;42613;Ordinaria;1;37,60381843;14,75627043;1
14915;0;Via Giuseppe Garibaldi, 24;CACIA MARIA GAETANA;-;94010;86007;CENTURIPE;-;86;EN;ENNA;190;SICILIA;38353;39172;Ordinaria;1;37,60381843;14,75627043;1
14916;0;Via Umberto, 109;Greco Snc;603130865;94010;86007;CENTURIPE;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,60381843;14,75627043;1
14916;0;Via Umberto, 109;GRECO SNC;603130865;94010;86007;CENTURIPE;-;86;EN;ENNA;190;SICILIA;38353;43465;Ordinaria;1;37,60381843;14,75627043;1
14917;0;Piazza Duomo, 47;DEL DUOMO - ZINNA GIUSEPPE;475490868;94010;86007;CENTURIPE;-;86;EN;ENNA;190;SICILIA;39173;43465;Ordinaria;1;37,6235972;14,7398366;1
14917;0;Piazza Duomo, 47;Del Duomo - Zinna Giuseppe;475490868;94010;86007;CENTURIPE;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,6235972;14,7398366;1
14917;0;Piazza Duomo, 47;DEL DUOMO - ZINNA GIUSEPPE;-;94010;86007;CENTURIPE;-;86;EN;ENNA;190;SICILIA;38353;39172;Ordinaria;1;37,6235972;14,7398366;1
14918;0;Corso Roma, 43;Occhipinti Antonio;548640861;94010;86008;CERAMI;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,810654;14,507273;1
14918;0;Corso Roma, 43;OCCHIPINTI ANTONIO;548640861;94010;86008;CERAMI;-;86;EN;ENNA;190;SICILIA;38353;43465;Ordinaria;1;37,810654;14,507273;1
14919;0;Via IV Novembre, 3;GRIPPAUDO - SPAGNOLO GIUSEPPE;40630865;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;39448;41333;Ordinaria;1;37,48584659;14,32473163;1
14919;0;Via Libert, 57;FARMACIA GRIPPAUDO DI G. E P. SPAGNOLO S.N.C.;1238730863;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;42887;42916;Ordinaria;1;37,48584659;14,32473163;1
14919;0;Via Libert, 57;GRIPPAUDO - SPAGNOLO GIUSEPPE;40630865;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;41334;42886;Ordinaria;1;37,48584659;14,32473163;1
14919;0;Via Libertà, 57;Farmacia Grippaudo Di G. E P. Spagnolo S.n.c.;1238730863;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;42979;-;Ordinaria;1;37,48584659;14,32473163;1
14919;0;Via Libertà , 57;Farmacia Grippaudo Di G. E P. Spagnolo S.n.c.;1238730863;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;42917;42947;Ordinaria;1;37,48584659;14,32473163;1
14919;0;Via Liberta , 57;Farmacia Grippaudo Di G. E P. Spagnolo S.n.c.;1238730863;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;42948;42978;Ordinaria;1;37,48584659;14,32473163;1
14919;0;Via IV Novembre, 3;GRIPPAUDO - SPAGNOLO GIUSEPPE;5386590821;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;38353;39447;Ordinaria;1;37,48584659;14,32473163;1
14920;0;Piazza Vittorio Emanuele, 20;LIBRIZZI - RAFFAELE ELISA;-;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;38353;39172;Ordinaria;1;37,48584659;14,32473163;1
14920;0;Piazza Vittorio Emanuele, 20;Librizzi Gestione Affittuaria Dott. Rinaldi Lucio Gerlando;1980040559;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;43466;43646;Ordinaria;1;37,48584659;14,32473163;1
14920;0;Piazza Vittorio Emanuele, 17;Farmacia Rinaldi Dott. Lucio Gerlando;1980040859;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;43647;-;Ordinaria;1;37,48584659;14,32473163;1
14920;0;Piazza Vittorio Emanuele, 20;LIBRIZZI GESTIONE AFFITTUARIA DOTT. RINALDI LUCIO GERLANDO;1980040559;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;42675;43465;Ordinaria;1;37,48584659;14,32473163;1
14920;0;Piazza Vittorio Emanuele, 20;LIBRIZZI - RAFFAELE ELISA;95410866;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;39173;42674;Ordinaria;1;37,48584659;14,32473163;1
14921;0;Via Roma, 386;SAPORITO CORRADO;-;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;38353;39172;Ordinaria;1;45,74078248;11,26026595;1
14921;0;Via Roma, 386;Saporito Corrado;105980866;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;45,74078248;11,26026595;1
14921;0;Via Roma, 386;SAPORITO CORRADO;105980866;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;39173;43465;Ordinaria;1;45,74078248;11,26026595;1
14922;0;Via Roma, 269;TANTERI - SCARLATA CONCETTA;5343300488;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;38353;39263;Ordinaria;1;45,74078248;11,26026595;1
14922;0;Via Roma, 298;TANTERI di Tanteri Giuseppe;617610860;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;42248;42277;Ordinaria;1;45,74078248;11,26026595;1
14922;0;Via Roma, 269;TANTERI - SCARLATA CONCETTA;-;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;39264;39447;Ordinaria;1;45,74078248;11,26026595;1
14922;0;Via Roma, 269;Tanteri Di Tanteri Giuseppe;617610860;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;45,74078248;11,26026595;1
14922;0;Via Roma, 269;TANTERI - SCARLATA CONCETTA;42810861;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;39448;42216;Ordinaria;1;45,74078248;11,26026595;1
14922;0;Via Roma, 269;TANTERI di Tanteri Giuseppe;617610860;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;42217;43465;Ordinaria;1;45,74078248;11,26026595;1
14923;0;Via Roma, 315;Del Centro - Ingrasciotta Salvatore;661110866;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;43466;43524;Ordinaria;1;45,74078248;11,26026595;1
14923;0;Via TRANCHIDA, 10;Del Centro - Ingrasciotta Salvatore;661110866;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;43525;-;Ordinaria;1;45,74078248;11,26026595;1
14923;0;Via Roma, 315;DEL CENTRO - INGRASCIOTTA SALVATORE;5068950822;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;38353;39447;Ordinaria;1;45,74078248;11,26026595;1
14923;0;Via Roma, 315;DEL CENTRO - INGRASCIOTTA SALVATORE;661110866;94100;86009;ENNA;-;86;EN;ENNA;190;SICILIA;39448;43465;Ordinaria;1;45,74078248;11,26026595;1
14924;0;Via Roma, 350;Furia Concetta;1072830860;94010;86010;GAGLIANO CASTELFERRATO;-;86;EN;ENNA;190;SICILIA;43466;44926;Ordinaria;1;37,711952;14,536774;1
14924;0;Via ROMA, 338;FARMACIA FURIA S.R.L. UNIPERSONALE;1306120864;94010;86010;GAGLIANO CASTELFERRATO;-;86;EN;ENNA;190;SICILIA;44927;-;Ordinaria;1;37,711952;14,536774;1
14924;0;Via Roma, 350;FURIA CONCETTA;1072830860;94010;86010;GAGLIANO CASTELFERRATO;-;86;EN;ENNA;190;SICILIA;38353;43465;Ordinaria;1;37,711952;14,536774;1
14925;0;Corso Umberto, 239;Giunta Snc;1051660866;94013;86011;LEONFORTE;-;86;EN;ENNA;190;SICILIA;43466;44561;Ordinaria;1;37,64475594;14,36552629;1
14925;0;Corso Umberto, 239;:FARMACIA GIUNTA CLAUDIO PRIMO;1051660866;94013;86011;LEONFORTE;-;86;EN;ENNA;190;SICILIA;44562;-;Ordinaria;1;37,64475594;14,36552629;1
14925;0;Corso Umberto, 239;GIUNTA SNC;1051660866;94013;86011;LEONFORTE;-;86;EN;ENNA;190;SICILIA;38353;43465;Ordinaria;1;37,64475594;14,36552629;1
14926;0;Corso Umberto, 24;Eredi Pistone;646050864;94013;86011;LEONFORTE;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,64475594;14,36552629;1
14926;0;Corso Umberto, 24;EREDI PISTONE;646050864;94013;86011;LEONFORTE;-;86;EN;ENNA;190;SICILIA;38353;43465;Ordinaria;1;37,64475594;14,36552629;1
14927;0;Corso Umberto, 238;Runfola Giuseppe;358000867;94013;86011;LEONFORTE;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,64475594;14,36552629;1
14927;0;Corso Umberto, 238;RUNFOLA GIUSEPPE;358000867;94013;86011;LEONFORTE;-;86;EN;ENNA;190;SICILIA;38353;43465;Ordinaria;1;37,64475594;14,36552629;1
14928;0;Corso Umberto, 105;CASTROGIOVANNI SNC;-;94013;86011;LEONFORTE;-;86;EN;ENNA;190;SICILIA;38353;39172;Ordinaria;1;37,637014;14,390361;1
14928;0;Corso Umberto, 105;Castrogiovanni Della Dr.ssa Castrogiovanni Mustica Grazia;1048920860;94013;86011;LEONFORTE;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,637014;14,390361;1
14928;0;Corso Umberto, 105;CASTROGIOVANNI SNC;1048920860;94013;86011;LEONFORTE;-;86;EN;ENNA;190;SICILIA;39448;42247;Ordinaria;1;37,637014;14,390361;1
14928;0;Corso Umberto, 105;CASTROGIOVANNI DELLA DR.SSA CASTROGIOVANNI MUSTICA GRAZIA;1048920860;94013;86011;LEONFORTE;-;86;EN;ENNA;190;SICILIA;42248;43465;Ordinaria;1;37,637014;14,390361;1
14928;0;Corso Umberto, 105;CASTROGIOVANNI SNC;271390874;94013;86011;LEONFORTE;-;86;EN;ENNA;190;SICILIA;39173;39447;Ordinaria;1;37,637014;14,390361;1
14929;0;Via Fratelli Testa, 50;Battiato Valerio;45230869;94014;86012;NICOSIA;-;86;EN;ENNA;190;SICILIA;43466;44347;Ordinaria;1;37,75966862;14,36717728;1
14929;0;Via Fratelli Testa, 50;Farmacia San Felice del Dott. Santi Nasello e C. s.a.s.;1289170860;94014;86012;NICOSIA;-;86;EN;ENNA;190;SICILIA;44348;-;Ordinaria;1;37,75966862;14,36717728;1
14929;0;Via Fratelli Testa, 50;BATTIATO VALERIO;45230869;94014;86012;NICOSIA;-;86;EN;ENNA;190;SICILIA;38353;43465;Ordinaria;1;37,75966862;14,36717728;1
14930;0;Piazza Garibaldi, 32;Eremita Laura;1056950866;94014;86012;NICOSIA;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,7477137;14,3979388;1
14930;0;Piazza Garibaldi, 32;EREMITA LAURA;1056950866;94014;86012;NICOSIA;-;86;EN;ENNA;190;SICILIA;38353;43465;Ordinaria;1;37,7477137;14,3979388;1
14931;0;Via Fratelli Testa, 90;Tripi Lucia;371030867;94014;86012;NICOSIA;-;86;EN;ENNA;190;SICILIA;43466;43616;Ordinaria;1;37,75966862;14,36717728;1
14931;0;Via FRATELLI TESTA, 90;TRIPI SRL UNIPERSONALE;1261600868;94014;86012;NICOSIA;-;86;EN;ENNA;190;SICILIA;43617;-;-;1;37,75966862;14,36717728;1
14931;0;Via Fratelli Testa, 90;TRIPI LUCIA;371030867;94014;86012;NICOSIA;-;86;EN;ENNA;190;SICILIA;38353;43465;Ordinaria;1;37,75966862;14,36717728;1
14932;0;Via Vittorio Emanuele, 255;GHIRLANDA ALESSIA;1045370861;94010;86013;NISSORIA;-;86;EN;ENNA;190;SICILIA;39448;43465;Ordinaria;1;37,69524649;14,44985408;1
14932;0;Via Vittorio Emanuele, 255;Ghirlanda Alessia;1045370861;94010;86013;NISSORIA;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,69524649;14,44985408;1
14932;0;Via Vittorio Emanuele, 255;GHIRLANDA ALESSIA;-;94010;86013;NISSORIA;-;86;EN;ENNA;190;SICILIA;38353;39172;Ordinaria;1;37,69524649;14,44985408;1
14932;0;Via Vittorio Emanuele, 255;GHIRLANDA ALESSIA;627450869;94010;86013;NISSORIA;-;86;EN;ENNA;190;SICILIA;39173;39447;Ordinaria;1;37,69524649;14,44985408;1
14933;0;Piazza Giuseppe Garibaldi, 31;QUATTRINO IDA;-;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;38353;39172;Ordinaria;1;37,48584659;14,32473163;1
14933;0;Piazza GIUSEPPE  GARIBALDI, 34;FARMACIA QUATTRINO SRL;1306990860;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;45017;-;Ordinaria;1;37,48584659;14,32473163;1
14933;0;Piazza Giuseppe Garibaldi, 31;Quattrino Ida;45300860;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;43466;45016;Ordinaria;1;37,48584659;14,32473163;1
14933;0;Piazza Giuseppe Garibaldi, 31;QUATTRINO IDA;45300860;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;39173;43465;Ordinaria;1;37,48584659;14,32473163;1
14934;0;Via Chiarand, 67;DOTTORI LO RE ED OBERTO SNC;643220866;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;42248;42916;Ordinaria;1;37,3878278;14,3695291;1
14934;0;Via Chiarandà, 67;Dottori Lo Re Ed Oberto Snc;643220866;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;42917;-;Ordinaria;1;37,3878278;14,3695291;1
14934;0;Via Chiaranda, 24;LO RE ANTONIO E OBERTO PIERGIOVANNI SNC;124940867;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;38353;40421;Ordinaria;1;37,3878278;14,3695291;1
14934;0;Via Chiaranda, 24;LO RE ANTONIO E OBERTO PIERGIOVANNI SNC;643220866;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;40422;42247;Ordinaria;1;37,3878278;14,3695291;1
14935;0;Via A. Manzoni;Giusto Lucrezia;1032960864;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,48584659;14,32473163;1
14935;0;Via A. Manzoni;GIUSTO LUCREZIA;1032960864;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;40452;43465;Ordinaria;1;37,48584659;14,32473163;1
14935;0;Via A. Manzoni;GIUSTO LUCREZIA;643220866;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;38353;40451;Ordinaria;1;37,48584659;14,32473163;1
14936;0;Via Vittorio Emanuele, 16;GURRERI ANNA;1032960864;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;38353;39447;Ordinaria;1;37,48584659;14,32473163;1
14936;0;Via Vittorio Emanuele, 16;Gurreri Anna;124940867;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;43466;-;Ordinaria;1;37,48584659;14,32473163;1
14936;0;Via Vittorio Emanuele, 16;GURRERI ANNA;124940867;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;39448;43465;Ordinaria;1;37,48584659;14,32473163;1
14937;0;Via Guglielmo Marconi, 31-35;L'Antica Farmacia Del Dott. Bonfante Massimo;5473890878;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;43160;-;Ordinaria;1;37,48584659;14,32473163;1
14937;0;Via Guglielmo Marconi, 31;SALEMI ROSARIO;49450869;94015;86014;PIAZZA ARMERINA;-;86;EN;ENNA;190;SICILIA;38353;43159;Ordinaria;1;37,48584659;14,32473163;1
14938;0;Via B. Tortorici, 36;Morgana Franco;615800869;94016;86015;PIETRAPERZIA;-;86;EN;ENNA;190;SICILIA;43466;45046;Ordinaria;1;37,420645;14,1338331;1
14938;0;Via Barone Tortorici, 36;Farmacia Eredi Morgana s.n.c.;1285130868;94016;86015;PIETRAPERZIA;-;86;EN;ENNA;190;SICILIA;45047;-;Ordinaria;1;37,420645;14,1338331;1
14938;0;Via B. Tortorici, 36;MORGANA FRANCO;-;94016;86015;PIETRAPERZIA;-;86;EN;ENNA;190;SICILIA;38353;39172;Ordinaria;1;37,420645;14,1338331;1
14938;0;Via B. Tortorici, 36;MORGANA FRANCO;615800869;94016;86015;PIETRAPERZIA;-;86;EN;ENNA;190;SICILIA;39173;43465;Ordinaria;1;37,420645;14,1338331;1
