SIGLAPROVINCIA,DESCRIZIONEPROVINCIA,DESCRIZIONECOMUNE,CAP,INDIRIZZO,DESCRIZIONEFARMACIA,LATITUDINE,LONGITUDINE,PARTITAIVA
CL,CALTANISSETTA,MUSSOMELI,93014,"Via Salvatore Quasimodo, 9",CIPOLLA VALTER,37.5824555,13.7521037,370560856
CL,CALTANISSETTA,GELA,93012,"Corso Aldisio, 372",SALERNO GAETANO,37.0699581,14.2427681,206020851
CL,CALTANISSETTA,SAN CATALDO,93017,"Corso Sicilia, 120",GUADAGNINO SANTO,37.4911489,13.9935419,399150853
CL,CALTANISSETTA,RESUTTANO,93010,"Via Castelnuovo, 83",Cucchiara Calogera,37.68062464,14.05073313,1110230859
CL,CALTANISSETTA,GELA,93012,"Via Cascino, 1/b",Aliotta Anna Maria,37.0699581,14.2427681,1436980856
CL,CALTANISSETTA,GELA,93012,"Via Venezia, 412",FARMACIA DEL POPOLO DEL DOTT. MANFRE' MASSIMO,37.079437,14.235115,1795280856
CL,CALTANISSETTA,GELA,93012,"Corso Vittorio Emanuele, 224",BORDONARO DR. LEONARDO,37.0699581,14.2427681,1381080850
CL,CALTANISSETTA,GELA,93012,"Corso S. Aldisio, 279",CALAMITA DELLA DR.SSA GRISAFI Giuseppina,37.0699581,14.2427681,850859
CL,CALTANISSETTA,RIESI,93016,"Via Vittorio Veneto, 172",DOTT. VERSO FARMACIE della Dr.ssa Viviana Verso & C. S.n.c.,37.2936315,14.08962796,1806120851
CL,CALTANISSETTA,ACQUAVIVA PLATANI,93010,"Via Cesare Battisti, 14",Dispensario Farmaceutico Dr. Cipolla Valter,37.571744,13.701558,370560856
CL,CALTANISSETTA,MARIANOPOLI,93010,"Via Cantiere, 34",VULLO ROSARIO,37.60063593,13.89635739,1476620859
CL,CALTANISSETTA,GELA,93012,"Corso Vittorio Emanuele, 323",DI BARTOLO ANGELA SIMONETTA LAURA,37.0659983,14.2508114,1322650852
CL,CALTANISSETTA,SAN CATALDO,93017,"Piazza F. Crispi, 1",GALLO ANTONIO,37.49947519,13.92700114,1350000855
CL,CALTANISSETTA,CALTANISSETTA,93100,"Viale della Regione, 86",CROCE VERDE DELLA DOTT.SSA A. VALENZA & C. SNC,37.49347948,14.04420224,1468900855
CT,CATANIA,CATANIA,95127,"Via Giacomo Leopardi, 25/27",Salus Della Dott.ssa Conti Elena Maria & C.,37.6905726,15.11042574,5170670870
CT,CATANIA,CATANIA,95131,"Via Vittorio Emanuele II, 114",DE GAETANI MARILENA,37.60159501,14.98344537,131180879
CT,CATANIA,PALAGONIA,95046,"Via Umberto, 22",MODERNA,37.35045849,14.76768833,187990874
CT,CATANIA,ACIREALE,95024,"Corso Vittorio Emanuele, 24/26",Sanna F. & C. Snc,37.63441983,15.16067303,205600877
CT,CATANIA,ACI SANT'ANTONIO,95025,"Piazza Cantarella, 13",FERRERI SNC,37.62426309,15.11751958,330878
CT,CATANIA,PATERNO',95047,"Via Vittorio Emanuele, 160",Galluzzo Giacoma di Cuscani Claudia,37.56706098,14.89962227,5430700871
CT,CATANIA,BIANCAVILLA,95033,"Via Lazio, 1",MAZZONE MICHELINA,37.67054648,14.90057908,203360870
CT,CATANIA,BIANCAVILLA,95033,"Via Vittorio Emanuele, 568",Bucolo Barberina,37.66702897,14.8369544,4622910877
CT,CATANIA,MILITELLO IN VAL DI CATANIA,95043,"Via Carrera, 2",Alessi E Palacino S.n.c.,37.27402837,14.79293298,187860879
CT,CATANIA,PATERNO',95047,"Piazza Indipendenza, 30",DELL'INDIPENDENZA  SNC,37.53277515,14.85595885,4304620877
CT,CATANIA,ACIREALE,95020,"Via Nazionale, 196",Gallo Orazio,37.5809585,15.1688002,181780875
CT,CATANIA,SANTA VENERINA,95010,"Via Stabilimenti, 2",PATANE' GIUSEPPE,37.69293628,15.15261343,205220874
CT,CATANIA,MIRABELLA IMBACCARI,95040,"Via Giuseppe Garibaldi, 13",Cosentino Gaspare,37.31935111,14.46155846,222640872
CT,CATANIA,CATANIA,95124,"Lago di Nicito, 85",SORBELLO SNC,37.44220831,15.03582932,138090873
CT,CATANIA,MINEO,95044,"Via Trinacria, 3",COSTA VINCENZO PIETRO,37.30474656,14.64170113,266200871
CT,CATANIA,CATANIA,95121,"Via Della Concordia, 211",Della Concordia Della Dr.ssa Santangeli Clara,37.4939027,15.0771857,160800876
CT,CATANIA,BELPASSO,95032,"Via Roma, 187",SANTA LUCIA SAS,37.61451837,15.0269852,187880877
CT,CATANIA,CATANIA,95131,"Via Carlo Felice Gambino, 52",Del Corso Del Dott. Lo Menzo Francesco,37.50703086,15.08796849,188080873
CT,CATANIA,ADRANO,95031,"Via Cappuccini, 97",CATANIA & MUSUMECI SNC DEL DR. SALVATORE MUSUMECI,37.6610287,14.83703965,4121800876
CT,CATANIA,SANT'AGATA LI BATTIATI,95030,"Via Umberto, 9",Eredi Dott. De Geronimo Carmelo,37.55386175,15.08132036,202420873
CT,CATANIA,CATANIA,95121,"Via Cristoforo Colombo, 25",Coffa Antonia,37.6088651,15.01991475,108170879
CT,CATANIA,CATANIA,95121,"Via Plaia, 97",Zinno,37.49071759,15.08473421,4486150875
CT,CATANIA,CATANIA,95128,"Via Etnea, 387",MINERVA DELLA DR.SSA MARIKA ARTIMAGNELLA,37.61329663,15.02667227,5041450874
CT,CATANIA,CATANIA,95131,"Via Vittorio Emanuele II, 54",CUTELLI,37.60159501,14.98344537,135810877
CT,CATANIA,SAN PIETRO CLARENZA,95030,"Via Umberto, 113",MONTI DOMENICA,37.570542,15.0193129,154090872
CT,CATANIA,SCORDIA,95048,"Via Statuto, 255",Tropea Migliore Della Dott.ssa Gabriella Tropea & C. Snc,37.298047,14.840785,222850877
CT,CATANIA,TREMESTIERI ETNEO,95030,"Via Pietro Mascagni, 2",AURORA SNC,37.5750085,15.07425655,4379370879
CT,CATANIA,CATANIA,95128,"Piazza Cavour, 39",SAN GIORGIO,37.82758784,14.86782745,4170230876
CT,CATANIA,PATERNO',95047,"Via Vittorio Emanuele, 234",Lavore Della Dott.ssa D'Angelo Giuseppa Agata,37.56706098,14.89962227,5243400875
CT,CATANIA,CATANIA,95126,"Via Duca Degli Abruzzi, 215",Del Transito,37.87869772,14.94500526,187890876
CT,CATANIA,CATANIA,95124,"Via Del Plebiscito, 534",Ai Cappuccini Buccheri Giuseppe,37.5111928,14.96878527,4173720873
CT,CATANIA,ADRANO,95031,"Piazza S. Agostino, 8",Giada E Giorgia Bua Snc,37.66350537,14.83461032,5189510877
CT,CATANIA,MINEO,95044,"Piazza Buglio, 32",CUSCUNA' CARMELA,37.2647019,14.690744,139710875
CT,CATANIA,CATANIA,95121,"Via del Plebiscito, 224",FISICHELLA DR. PAOLO,37.5111928,14.96878527,4462710874
CT,CATANIA,CALTAGIRONE,95041,"Viale Mario Milazzo, 161",EREDI DR. CUSUMANO GIACOMA,37.22326484,14.52385776,206460875
CT,CATANIA,ACIREALE,95124,"Corso Italia, 4/b",Farmacia Galermo Del Dott. Giuffrida Mario & C. S.a.s.,37.62127527,15.16259875,5339350877
CT,CATANIA,ACIREALE,95024,"Piazza L. Vigo, 11",AVITABILEDI AVITABILE GABRIELLA & CERESIA E. SNC,37.63441983,15.16067303,4424440875
CT,CATANIA,GRAVINA DI CATANIA,95030,"Viale Guglielmo Marconi, 3/5",Farmacia Del Centro Del Dott. Maccarrone Davide Ezio Srl,37.55482101,15.062748,4550660874
CT,CATANIA,CATANIA,95128,"Via G. D'Annunzio, 9/11",MONSERRATO,37.517187,15.0877783,112060876
CT,CATANIA,CALTAGIRONE,95041,"Via Principe Amedeo, 7",ALI' SALVATORE,37.19096831,14.51189636,14520878
CT,CATANIA,NICOLOSI,95030,"Largo dei Vespri, 3",BONACCORSO SNC,37.61421278,15.02632734,5167590875
CT,CATANIA,CATANIA,95123,"Via Cesare Beccaria, 79",Crocebianca Del Dr. Pantano & Figli Snc,37.5158113,15.078149,131650871
CT,CATANIA,ZAFFERANA ETNEA,95019,"Via Roma, 311",Russo Venera Daniela,37.69073713,15.10565862,5400890876
CT,CATANIA,CATANIA,95126,"Via Gustavo Vagliasindi, 25",LEONE G. & C. SNC,37.52447768,15.09492588,157910878
CT,CATANIA,CATANIA,95127,"Via Vincenzo Giuffrida, 141",Internazionale,37.51842722,15.09161359,176610871
CT,CATANIA,CATANIA,95121,"Via San Giovanni Battista, 8",Finocchiaro Giuseppa,37.54723099,15.05254879,503616900
CT,CATANIA,CATANIA,95125,"Via Pietra dell'Ova, 123",TUCCARI ANTONINA,37.52988315,15.08426022,171730872
CT,CATANIA,RIPOSTO,95018,"Via Antonio Gramsci, 143",LIZZIO SALVATORE,37.70288067,15.19824678,222200875
CT,CATANIA,CATANIA,95124,"Viale Mario Rapisardi, 320",Bellomo G. & S.  Snc,37.56234256,15.07200301,4132000870
CT,CATANIA,PALAGONIA,95046,"Via Indipendenza, 18",GRAVINA SNC,37.35045849,14.76768833,4194770873
CT,CATANIA,CATANIA,95131,"Via Belice, 2",LINCOLN SNC DEL DOTTOR GIUSEPPE SCRAVAGLIERI & C.,37.44220831,15.03582932,130780877
CT,CATANIA,ACI CATENA,95022,"Piazza Umberto, 33",FERLITO SNC,37.58549408,15.1424978,4546360878
CT,CATANIA,CATANIA,95124,"Viale Mario Rapisardi, 61",TOTARO & PALERMO SNC,37.56234256,15.07200301,136540879
CT,CATANIA,CATANIA,95128,"Via Etnea, 400",Farmacia Cerciello Del Dott. Cerciello Fabrizio,37.61329663,15.02667227,8942781215
CT,CATANIA,GIARRE,95014,"Corso Italia, 188",GRASSO & LE MURA SNC,37.72947937,15.19487363,4584240875
CT,CATANIA,ACIREALE,95023,"Via Dei Platani, 99",Cantarerodei D.ri Cantarero Lorenzo E Paola & C. Snc,37.60568222,15.15302614,4546930878
CT,CATANIA,RIPOSTO,95018,"Via Roma, 55/A",BUSCEMI SALVATORE,37.73211002,15.19743332,229850870
CT,CATANIA,CATANIA,95121,Villaggio Sant'Agata Zona B1,Baglio M. Luisa,37.44220831,15.03582932,256520875
CT,CATANIA,CATANIA,95128,"Via VITALIANO BRANCATI, 55",FARMACIA PITTARI SRL,37.5263289,15.08771923,5124840876
CT,CATANIA,GRAMMICHELE,95042,"Via Vittorio Emanuele, 196",Frazzetto Maria Stella,37.22552943,14.61234334,235040870
CT,CATANIA,ACIREALE,95024,"Piazza Mazzini, 3",PARLATO SALVATORE,37.63441983,15.16067303,4283010876
CT,CATANIA,CATANIA,95129,"Viale Jonio, 62",PELUSO ANTONINO,37.44220831,15.03582932,239120876
CT,CATANIA,GRAMMICHELE,95042,"Piazza Dante, 13",SCACCIANOCE SNC,37.212078,14.638127,4482290873
CT,CATANIA,MILO,95010,"Via Etnea, 11",Nicosia Rosa,37.73513713,15.10294015,215110875
CT,CATANIA,FIUMEFREDDO DI SICILIA,95013,"Via UMBERTO, 54",FARMACIA  CANIGLIA S.R.L.,37.78860984,15.20698513,5093970878
CT,CATANIA,CATANIA,95131,"Via Francesco Crispi, 195",Battiati Marilena,37.50665099,15.09501746,188070874
CT,CATANIA,CATANIA,95121,"Viale Librino, 15",BORGH SALVATORE,37.482053,15.056187,1584440893
CT,CATANIA,CATANIA,95123,"Piazza BONADIES, 20",CIBALI DR. SAPUPPO SEBASTIANO,37.51821112,15.06884651,5326470878
CT,CATANIA,CASTEL DI IUDICA,95040,"Via Montenero, 4",Gavini Alessio Rosario,37.50876938,14.67994134,406300871
CT,CATANIA,CATANIA,95123,"Viale Mario Rapisarda, 349",Panebianco Giustina,37.44220831,15.03582932,4113950879
CT,CATANIA,CATANIA,95122,"Corso Indipendenza, 64",PARENTI FILIPPO,37.50141548,15.06607454,389460874
CT,CATANIA,CATANIA,95129,"Corso Italia, 270",Aquileia Longo Giuseppe Snc,37.62380835,15.07920155,4123090872
CT,CATANIA,CATANIA,95122,"Via Enrico Besana, 7",SCALIA P. & C. SNC,37.49764099,15.06774944,301020871
CT,CATANIA,CATANIA,95122,"Viale felice fontana, 1",Vittoria della Dott.ssa Bice Cicirata,37.5125344,15.0384748,5159960870
CT,CATANIA,CATANIA,95125,"Via Pietro Novelli, 104",LA CORTE ROSSELLA,37.53634874,15.08253555,308300870
CT,CATANIA,BELPASSO,95032,"Via Roma, 260",LOMBARDO GIUSEPPE,37.61451837,15.0269852,402210876
CT,CATANIA,CATANIA,95123,"Via Sebastiano Catania, 198",Marino Sergio,37.51864259,15.05994491,4383250877
CT,CATANIA,ACIREALE,95024,"Via Ing. Antonino Scalia, 44/48",FARMACIA GUARNACCIA DELLA DOTT.SSA DANIELA PULVIRENTI & C. SAS,37.62330102,15.16057687,5392270871
CT,CATANIA,CATANIA,95121,"Stradale San Giorgio, 113",Parlato Ivo,37.49517375,15.0591812,4272150873
CT,CATANIA,CAMPOROTONDO ETNEO,95040,"Via Via Umberto, 63",Musumeci,37.55230844,15.0034093,4436560876
CT,CATANIA,ADRANO,95031,"Via Catena, 1",SPITALERI GIUSEPPE,37.66693672,14.83075077,534530878
CT,CATANIA,CALTAGIRONE,95041,"Via Arcoleo, 91",Eredi Dott. Vittorio Traversa,37.230293,14.52335,487770877
CT,CATANIA,MISTERBIANCO,95045,"Via Giacomo Matteotti, 100",CONDORELLI GIUSEPPINA,37.51854855,15.00706424,509680872
CT,CATANIA,RIPOSTO,95010,"Via Lungomare, 30",RUSSO MARIA BIANCA,37.70288067,15.19824678,491030870
CT,CATANIA,SCORDIA,95048,"Via Garibaldi, 33",GIACOPPO CATERINA,37.298047,14.840785,3716660877
CT,CATANIA,CATANIA,95123,"Via Calvario, 7",CAFFO & C. SNC,37.55269423,15.0503852,576190870
CT,CATANIA,ACI CASTELLO,95026,"Via Pantolla, 1",Di Acitrezza Dr. Marletta Carmela,37.5626098,15.16071715,576100879
CT,CATANIA,MASCALUCIA,95030,"Corso San Vito, 120",PAPPALARDO FILIPPO,37.57470269,15.05724706,583330873
CT,CATANIA,MISTERBIANCO,95045,"Via Lenin, 93/F",CONDORELLI PASQUALE,37.5222224,15.0399906,591830872
CT,CATANIA,SAN GREGORIO DI CATANIA,95027,"Via XX Settembre, 87",BARBERA SALVATORE,37.55795784,15.10894062,601170871
CT,CATANIA,GIARRE,95014,"Via Callipoli, 240",Rapisarda Dei D.ri Maria Antonio E Carmelo Rapisarda Snc,37.7263946,15.18436,4608800878
CT,CATANIA,SAN GIOVANNI LA PUNTA,95037,"Piazza Rosario Bonaccorso, 5",URBANO FRANCESCO & F. SNC,37.57712192,15.09267251,4542110871
CT,CATANIA,GRAVINA DI CATANIA,95030,"Via San D. Savio, 25",San Paolo Snc,37.55482101,15.062748,600690879
CT,CATANIA,CATANIA,95124,"Via Giuseppe Garibaldi, 24",Antica Farmacia,37.87589709,14.94407962,599250875
CT,CATANIA,MISTERBIANCO,95045,"Via Giuseppe Garibaldi, 380",Condorelli Antonino Fausto,37.47575611,14.97389962,598870871
CT,CATANIA,ADRANO,95031,"Via San Pietro, 145",FORESTA DEI DR.I VITO E DARIO SNC,37.66437286,14.83237605,607970878
CT,CATANIA,CATANIA,95127,"Via Duca Degli Abruzzi, 7",DELLA GUARDIA,37.87869772,14.94500526,633630876
CT,CATANIA,CATANIA,95131,"Via Etnea, 274",CROCE ROSSA SNC,37.61329663,15.02667227,4782730875
CT,CATANIA,VIZZINI,95049,"Via Vittorio Emanuele, 16",Ferma Giovanni,37.16167407,14.75145203,702710872
CT,CATANIA,MIRABELLA IMBACCARI,95040,"Via Profeta, 2",Polizzi Luigia,37.31935111,14.46155846,750630873
CT,CATANIA,CATANIA,95122,"Via Giuseppe Garibaldi, 376",BARRESI LAURA,37.4998675,15.0746216,1163260878
CT,CATANIA,CATANIA,95129,"Via Umberto, 125",Lucina Della Dott.ssa Scrofani Stefania,37.82532156,14.86691909,3787950876
CT,CATANIA,CATANIA,95125,"Via Antonino Zacco, 230",ZACCO,37.5336477,15.0786371,848290870
CT,CATANIA,VIZZINI,95049,"Piazza Umberto, 8",GIARRUSSO MARIO,37.18104449,14.77520081,859730871
CT,CATANIA,BRONTE,95034,"Via Umberto, 146",CIRALDO GUIDO,37.82532156,14.86691909,1238920878
CT,CATANIA,CATANIA,95129,"Corso Italia, 111",EUROPA,37.62380835,15.07920155,1288440876
CT,CATANIA,BELPASSO,95032,"Via Vittorio Emanuele, 185",AIELLO PIETRO SAS DEL DOTT. GIUSEPPE AIELLO,37.528824,14.93726404,4792660872
CT,CATANIA,PATERNO',95047,"Via Petrarca, 11",Fresta Giuliana,37.53277515,14.85595885,5375340873
CT,CATANIA,PATERNO',95047,"Via G.b. Nicolosi, 189",Condorelli M. Sas,37.53277515,14.85595885,1308750874
CT,CATANIA,CATANIA,95122,"Corso Indipendenza, 255",FARANDA,37.50141548,15.06607454,4345370870
CT,CATANIA,CATANIA,95125,"Via Passo Gravina, 127",La Cittadella,37.52164115,15.08217405,1805500871
CT,CATANIA,RADDUSA,95040,"Via Giuseppe Mazzini, 7",Aiello Alfio,37.49371948,14.53394414,1822430870
CT,CATANIA,SAN GIOVANNI LA PUNTA,95037,"Piazza Regina Elena, 13/A",CARDILLO LUCIA ROSA,37.57712192,15.09267251,1826740878
CT,CATANIA,CATANIA,95122,"Corso Indipendenza, 99",DELL'INDIEPENDENZA DEL DR. PALERMO ANTONINO & C. SNC,37.50141548,15.06607454,1836200871
CT,CATANIA,CALATABIANO,95011,"Via Umberto, 24",FRANCO GIORGIO,37.82136331,15.21254054,1842670877
CT,CATANIA,PEDARA,95030,"Corso Ara di Giove, 70",MARTINICO GIUSEPPE,37.61743028,15.05935385,1842850875
CT,CATANIA,ACI CASTELLO,95020,"Via Tripoli, 164",STUTO SALVATORE & C. SNC,37.55617715,15.13931247,5362010877
CT,CATANIA,CALTAGIRONE,95041,"Via Luigi Sturzo, 34",Mazza Antonino,37.238888,14.513193,1959870872
CT,CATANIA,GIARRE,95010,"Via Emanuele Filiberto, 98",TROPEA MARIA,37.71840612,15.16560418,2040390870
CT,CATANIA,CATANIA,95121,"Via Plebiscito, 116",RIZZO NERVO MARIA,37.50183933,15.08000976,2044010870
CT,CATANIA,MASCALI,95016,"Via Siculo  Orientale, 210",Grasso Elvira,37.757841,15.196655,2058570876
CT,CATANIA,CATANIA,95125,"Via del Bosco, 401",DUE OBELISCHI DI VERGARI DANIELA & LEONARDI FULVIAROSA SNC,37.60770041,15.03202133,4040590871
CT,CATANIA,CATANIA,95124,"Via Salvatore Citelli, 39",DI MARCO SNC DEI FRATELLI IGNAZIO E PATRIZIA BUCCHERI,37.5080895,15.0725332,4179830874
CT,CATANIA,CATANIA,95126,"Via Medea, 11/B",LA SCOGLIERA OGNINA SNC DEL DR. FARO EMILIO & C.,37.53398686,15.1169268,601550874
CT,CATANIA,RIPOSTO,95010,"Via Enrico Toti, 24",SAVOCA CESARINA,37.70288067,15.19824678,2080180876
CT,CATANIA,CATANIA,95124,"Viale Medaglie d'Oro, 11",FRANCAVIGLIA SNC,37.44220831,15.03582932,4426090876
CT,CATANIA,CATANIA,95123,"Via Susanna, 2",BELLIA LUCIANO & C. SNC,37.15923986,14.74272443,4543970877
CT,CATANIA,MANIACE,95030,"Contrada Fondaco, 41",CASTIGLIONE LUCIA,37.8854586,14.7976586,2100570874
CT,CATANIA,ACI CASTELLO,95020,"Via Firenze, 13/c",STUTO LUCIA,37.54401998,15.12574036,2114360874
CT,CATANIA,CATANIA,95131,"Piazza Stesicoro, 36",CALTABIANO MAURO,37.50743551,15.08596328,156160871
CT,CATANIA,RIPOSTO,95018,"Corso Italia, 96",PULVIRENTI FRANCESCO,37.72947937,15.19487363,2224940870
CT,CATANIA,CATANIA,95124,"Piazza del Duomo, 16",VIENI DONATA,37.61299074,15.16570014,2237740879
CT,CATANIA,CATANIA,95121,"Via San Giuseppe alla Rena, 98/H",DELLA PLAJA,37.45852883,15.07379653,2281090874
CT,CATANIA,CATANIA,95121,"Viale Bummacaro, 6",LIBRINO DI SAMPOGNARO G. & SAPIENZA M. SNC,37.48098917,15.04938548,4489130874
CT,CATANIA,GRAVINA DI CATANIA,95030,"Via Via Antonio Gramsci, N. 71",FARMACIA  SANT'ANTONIO S.R.L.,37.5651402,15.06425402,5632870878
CT,CATANIA,SANT'AGATA LI BATTIATI,95030,"Via Bellini, 51",ANNOLINO G. & C. Snc,37.5592498,15.0761856,2340730874
CT,CATANIA,ADRANO,95031,"Via Vittorio Emanuele, 308",BERTINO EMANUELE,37.66702897,14.8369544,2335110876
CT,CATANIA,MISTERBIANCO,95045,"Via Giuseppe Garibaldi, 682",DI LUCA GIOVANNI,37.47575611,14.97389962,1951390879
CT,CATANIA,RANDAZZO,95036,"Via Umberto, 63",CATALANO SILVANA,37.84826756,14.90120708,2383810872
CT,CATANIA,VALVERDE,95028,"Via Vittorio Emanuele, 188",BELLINI DEL DOTT. GIOVANNI TORRISI,37.578512,15.122705,1504620871
CT,CATANIA,CALTAGIRONE,95041,"Via Roma, 115",RODOMONTE - SCOLLO SNC,37.23389257,14.51575706,5220340870
CT,CATANIA,LINGUAGLOSSA,95015,"Via Roma, 376",NUCIFORO SALVATORE,37.83922872,15.1434939,2360880872
CT,CATANIA,MALETTO,95035,"Via Umberto, 142",TRONCONI,37.82532156,14.86691909,2436740878
CT,CATANIA,CATANIA,95131,"Via Etnea, 238",CENTRALE,37.61329663,15.02667227,1505990877
CT,CATANIA,SAN GREGORIO DI CATANIA,95027,"Via Roma, 15",TRAVERSA MARCELLO,37.56712264,15.10723835,2114380872
CT,CATANIA,CATANIA,95128,"Via Gabriele D'Annunzio, 45",CROCEVERDE,37.39249265,14.37221802,2606790877
CT,CATANIA,ACIREALE,95024,"Via Giovanni Verga, 47",Impellizzeri Sebastiano,37.61473634,15.16126946,1869350874
CT,CATANIA,VIAGRANDE,95029,"Via Giuseppe Garibaldi, 82",FELICE SNC,37.59597815,15.1252091,2651130870
CT,CATANIA,GIARRE,95014,"Via Luigi Pirandello, 11",SARACENO Riccardo & C. s.a.s.,37.74026803,15.14596868,2668960871
CT,CATANIA,GRAMMICHELE,95042,"Via Vittorio Emanuele, 146",Vanella Marco,37.2136927,14.6374849,2693090876
CT,CATANIA,CALTAGIRONE,95041,"Via Tenente Cataldo, 16",FELICE ANTONIO,37.19096831,14.51189636,1507640876
CT,CATANIA,ACIREALE,95024,"Corso Umberto, 136",CIPRIANI ALFIO,37.63441983,15.16067303,2216820874
CT,CATANIA,CATANIA,95124,"Piazza San Domenico, 31",Chines,37.50779581,15.08336814,2750440873
CT,CATANIA,GIARRE,95014,"Via Callipoli, 171",Buda Salvatore,37.7187389,15.16778049,2771290877
CT,CATANIA,ADRANO,95031,"Via Aurelio Spampinato, 35",MANDRAGONA DANIELA,37.66135927,14.83309026,2810840872
CT,CATANIA,ADRANO,95031,"Via San Filippo, 180",Murabito,37.66530321,14.83306038,2826220879
CT,CATANIA,BRONTE,95034,"Piazza del Rosario, 5",SCALISI,37.785085,14.831908,2831250879
CT,CATANIA,CALATABIANO,95011,"Via XX Settembre, 18",COCUZZA M. & C. SNC,37.82136331,15.21254054,2735890879
CT,CATANIA,CATANIA,95121,"Via Garibaldi, 74",FARMACIA MONCIINO DEL DOTT.MONCIINO S. & C. S.N.C.,37.6026372,14.98578021,5417810875
CT,CATANIA,CATANIA,95131,"Via San Gaetano Alle Grotte, 40",Giuffrida Michele,37.44220831,15.03582932,2877890877
CT,CATANIA,FIUMEFREDDO DI SICILIA,95013,"Via Roma, 13/a",PATTI MARIA,37.78860984,15.20698513,2868710878
CT,CATANIA,LICODIA EUBEA,95040,"Corso Umberto, 175",FARMACIA EREDI Dr. Leonardo Filippo,37.13857761,14.67756553,2927800876
CT,CATANIA,BRONTE,95034,"Via Umberto, 271",Rizzo Vincenzo,37.8270065,14.8670241,2970180879
CT,CATANIA,CATANIA,95126,"Via Pidatella, 132",Molina Snc,37.5257024,15.1007613,2952460877
CT,CATANIA,CATANIA,95122,"Via del Plebiscito, 391",GIUNTA GUIDO,37.5111928,14.96878527,3002390874
CT,CATANIA,CATANIA,95123,"Viale Mario Rapisardi, 229",Zappala',37.56234256,15.07200301,2992240875
CT,CATANIA,CALATABIANO,95011,Piazza Sac. Dominici,GEROLA,37.82136331,15.21254054,2997370875
CT,CATANIA,ACIREALE,95024,"Corso Vittorio Emanuele, 179",SESTO FIORENZA,37.63441983,15.16067303,3021290873
CT,CATANIA,CATANIA,95121,"Vill. Sant'Agata Zona A, 26",SANT'AGATA,37.44220831,15.03582932,3023290871
CT,CATANIA,BRONTE,95034,"Via Umberto, 262",BIONDI SNC FLORESTA - MAZZUCA,37.82532156,14.86691909,2985730874
CT,CATANIA,MILITELLO IN VAL DI CATANIA,95043,"Via Umberto, 41",Ragusa Vincenzo,37.27402837,14.79293298,3039780873
CT,CATANIA,SAN CONO,95040,"Piazza Umberto I, 8",Famacia Ballaro' Srl,37.29119895,14.36552639,5962410873
CT,CATANIA,CATANIA,95123,"Via Cibele, 57",ZAPPALA' DI CARLO ZAPPALA' & C. SNC,37.51759446,15.0652949,2998420877
CT,CATANIA,CATANIA,95129,"Via Umberto, 254",Guarnaccia C. & C. Snc,37.82532156,14.86691909,3030770873
CT,CATANIA,CATANIA,95124,"Via Etnea, 79",Motta D. & G. Snc,37.61329663,15.02667227,3015710878
CT,CATANIA,BIANCAVILLA,95033,"Via Vittorio Emanuele, 395",SCALISI SNC,37.66702897,14.8369544,3083080873
CT,CATANIA,CALTAGIRONE,95041,"Piazza Umberto I, 7",FARMACIA CARDIEL S.R.L.,37.236952,14.513075,5738390870
CT,CATANIA,CATANIA,95125,"Via del Bosco, 282",BARRIERA DI SPAMPINATO FRANCESCO & C. SNC,37.60770041,15.03202133,3032600870
CT,CATANIA,PATERNO',95047,"Via Emanuele Bellia, 94",CASTRO MARIO,37.5706513,14.8982886,2808530873
CT,CATANIA,ACI CASTELLO,95021,"Via Vittorio Veneto, 48",COSTA DELLA DOTT. SSA COSTA MARIA CHIARA,37.55617715,15.13931247,4915030870
CT,CATANIA,CATANIA,95126,"Piazza Nettuno, 34",Lo Castro G. & A. Snc,37.52438576,15.11551217,3035560873
CT,CATANIA,CATANIA,95121,"Via Plebiscito, 329",Farmacia San Cristoforo Dr.ssa Tedesco Patrizia,37.50183933,15.08000976,4409760875
CT,CATANIA,CATANIA,95131,"Corso Martiri della Liberta', 16",ROMA,37.50748405,15.09569634,5041620872
CT,CATANIA,SAN MICHELE DI GANZARIA,95040,"Via Roma, 6",Saporito R. & A. Snc,37.2811155,14.4280042,3038050872
CT,CATANIA,PATERNO',95047,"Via Canonico Renna, 114",DE IACO,37.53277515,14.85595885,3100600877
CT,CATANIA,CATANIA,95100,"Via G. Ulisse, 28",CIRCONVALLAZIONE,37.5275236,15.1125449,3111360875
CT,CATANIA,GIARRE,95014,"Viale Liberta', 66",CARBONARO LUISA MARIA,37.72542059,15.19019274,4758860870
CT,CATANIA,RAGALNA,95030,"Via Patern, 2/c",FIORINI,37.66006516,14.95248782,3140950878
CT,CATANIA,SCORDIA,95048,"Via Giuseppe Garibaldi, 151",BENTIVEGNA PIETRO,37.298047,14.840785,3166740872
CT,CATANIA,LINGUAGLOSSA,95015,"Via Umberto, 22",NICOLOSI G. E F. SNC,37.81231976,15.09239431,2659510875
CT,CATANIA,CALTAGIRONE,95041,"Via Fisicara, 21/C",FARMACIA TARANTO DELLA D.SSA TARANTO ROSALIA & C. S.N.C.,37.2164438,14.52379935,5381600872
CT,CATANIA,CATANIA,95122,"Via L. Vigo, 43",MONTE PO' SNC,37.44220831,15.03582932,3160730879
CT,CATANIA,MISTERBIANCO,95045,"Via Cairoli, 77",LONGO SNC,37.47575611,14.97389962,3195820877
CT,CATANIA,MASCALUCIA,95030,"Via Etnea, 212",Pappalardo Claudio,37.57285481,15.05261918,3225970874
