,LATITUDINE,LONGITUDINE,CAP,ASP,Provincia,Citta',Indirizzo,Denominazione,Attivita',Tipo sede
439,36.9142042,15.1436032,96011,PA,Palermo,Palermo,P.ZZA CASTELNUOVO 26,SOCIETA DI ODONTOIATRIA DELLA DOTTORESSA MARINA MOTISI & C SAS,Odontoiatria,Sede Operativa
440,37.0770127,15.2927987,96100,PA,Palermo,Palermo,VIA BELGIO 2A,SOCIETA POLISPORTIVA PALERMO,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
441,37.0802972,15.1574867,96014,PA,Palermo,Palermo,VIA P.PE DI PANTELLERIA 23/25,SPERANZA 2000 COOP SOCIALE A RL,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
442,37.2431863,15.2218315,96012,PA,Palermo,Palermo,VIA RAFFAELLO 9,STUDIIO DERMATOLOGICO DOTT SERGIO RUSIGNUOLO SRL,Dermatologia,Sede Operativa
443,37.0807192,15.2747115,96100,PA,Palermo,Palermo,VIA TESTASECCA 3,STUDIO ANALISI CLINICHE DOTT L MESSINA & C SNC DI GERLANDA GRACEFFA,Medicina di laboratorio,Sede Operativa
444,37.0834195,15.1463892,96014,PA,Palermo,Palermo,VIA LOMBARDIA 20 ,STUDIO CARDIOLOGICO DOTT ALESSIA D'ANTONI SAS,Cardiologia,Sede Operativa
445,45.0642224,7.6374534,10141,PA,Palermo,Bagheria,VIA G. PEPE 30,STUDIO CARDIOLOGICO DOTT ANDREA IMBURGIA SAS,Cardiologia,Sede Operativa
446,37.079871,15.298014,96100,PA,Palermo,Palermo,VIA AGOSTINO GALLO 46,STUDIO CARDIOLOGICO DOTT ANDREA LA ROSA SRL,Cardiologia,Sede Operativa
447,37.1003721,15.2697374,96100,PA,Palermo,Isola delle Femmine,VIA CUTINO 57,STUDIO CARDIOLOGICO DOTT CLAUDIO ALIBANI SAS,Cardiologia,Sede Operativa
448,37.1003721,15.2697374,96100,PA,Palermo,,P.ZZA F. BELLIPANNI 4,STUDIO CARDIOLOGICO DOTT COSIMO MICELI & C SAS,Cardiologia,Sede Operativa
449,37.1003721,15.2697374,96100,PA,Palermo,Villabate,P.ZZA UMBERTO I 61,STUDIO CARDIOLOGICO DOTT DI STEFANO PASQUALE SRL,Cardiologia,Sede Operativa
450,37.0796526,15.2783072,96100,PA,Palermo,Palermo,V.LE MICHELANGELO 1930,STUDIO CARDIOLOGICO DOTT ENRICO SIMONETTI SAS,Cardiologia,Sede Operativa
451,37.092311,15.2732944,96100,PA,Palermo,Partinico,VIA KENNEDY 23,STUDIO CARDIOLOGICO DOTT FRANCESCO GIULIANO,Cardiologia,Sede Operativa
452,37.0651666,15.2891037,96100,PA,Palermo,Palermo,VIA VOLONTARI ITALIANI DEL SANGUE 10,STUDIO CARDIOLOGICO DOTT MARCELLO RAINERI SAS,Cardiologia,Sede Operativa
453,36.8203494,14.946075,96019,PA,Palermo,Bagheria,VIA B. MATTARELLA 138,STUDIO CARDIOLOGICO DOTT MARCO DI FRANCO SAS,Cardiologia,Sede Operativa
454,36.9125482,15.1320464,96011,PA,Palermo,Capaci,VIA J.F.KENNEDY 91,STUDIO CARDIOLOGICO DOTT PIETRO LONGO SAS,Cardiologia,Sede Operativa
455,36.7145172,15.0879156,96018,PA,Palermo,Palermo,VIALE REGIONE SICILIANA 303,STUDIO CARDIOLOGICO DOTT ROSOLINO IMMORDINO,Cardiologia,Sede Operativa
456,36.7174158,15.0984749,96018,PA,Palermo,Palermo,VIA MESSINA MARINE 429/B,STUDIO CARDIOLOGICO MONTAINA DOTT GIOVANNI SAS,Cardiologia,Sede Operativa
457,37.0804598,15.2810705,96100,PA,Palermo,Carini,VIA S. LORENZO 52,STUDIO DENTISTICO DEL DOTT SERGIO PICONE & C SAS,Odontoiatria,Sede Operativa
458,37.1777527,15.1288663,96010,PA,Palermo,Capaci,VIA STEFANO LA MOTTA 45,STUDIO DENTISTICO DOTT ANGELO FRENNA & C SAS,Odontoiatria,Sede Operativa
459,37.2294631,15.2211419,96012,PA,Palermo,Vicari,VIA CANGIALOSI 59,STUDIO DENTISTICO DOTT ANTONINO GUTTILLA,Odontoiatria,Sede Operativa
460,37.2283958,14.8804608,96015,PA,Palermo,Termini Imerese,VIA E. IANNELLI 33,STUDIO DENTISTICO DOTT DANIELE GERVASI,Odontoiatria,Sede Operativa
461,37.0623549,14.90617,96010,PA,Palermo,Bagheria,VIA PAPA GIOVANNI XXIII 9,STUDIO DENTISTICO DOTT SCARDINA ROSA ALBA,Odontoiatria,Sede Operativa
462,37.2879817,14.9980295,96016,PA,Palermo,Palermo,VIA CASTELLANA 39/41,STUDIO DENTISTICO GIACOMO GALIOTO,Odontoiatria,Sede Operativa
463,37.036155,15.0609661,96010,PA,Palermo,Monreale,VIA PROVINCIALE 46,STUDIO DENTISTICO MONREALDENTAL SRL SOCIETA TRA PROFESSIONISTI ,Odontoiatria,Sede Operativa
464,37.2972763,15.0023493,96016,PA,Palermo,Palermo,VIA DEL VESPRO 64,STUDIO DERMATOLOGICO SAS DI TERESI VINCENZO,Dermatologia,Sede Operativa
465,37.0778871,15.2814893,96100,PA,Palermo,Palermo,C.SO CALATAFIMI 961,STUDIO DI CARDIOLOGIA DOTT AURORA GIRGENTI SAS,Cardiologia,Sede Operativa
466,37.0766001,15.283591,96100,PA,Palermo,Monreale,VIA A. MORO 62,STUDIO DI FKT BOBATH SAS DI D'ANTONIO MELUCCIA,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
467,37.2925592,14.9980115,96016,PA,Palermo,Villabate,V.LE EUROPA 188/C ,STUDIO DI FKT BOBATH SAS DI D'ANTONIO MELUCCIA,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
468,36.9127996,15.1443039,96011,PA,Palermo,Palermo,VIA BELGIO 55,STUDIO DI ODONTOIATRIA DEI DOTTORI GIOVANNI ABATE ED EMANUELE FERDINANDO SNC,Odontoiatria,Sede Operativa
469,37.2910911,15.0017414,96016,PA,Palermo,Bolognetta,VIA VITT. EMANUELE 63,STUDIO DI ODONTOIATRIA DOTTSSA SCLAFANI ,Odontoiatria,Sede Operativa
470,37.2266867,14.879958,96015,PA,Palermo,Palermo,"VIA F. CRISPI , 84",STUDIO DI RADIODIAGNOSTICA FINAZZO SRL,Radiologia,Sede Operativa
471,36.8881903,15.0655635,96017,PA,Palermo,Palermo,VIA GIORGIO ARCOLEO 42/C,STUDIO DI RADIOLOGIA DOTT GIORGIO DE MICHELE SRL,Radiologia,Sede Operativa
472,36.8936569,15.0706512,96017,PA,Palermo,Vicari,VIA C.A. DALLA CHIESA 2,STUDIO DI RADIOLOGIA DOTT MARIO FEO SRL,Radiologia,Sede Operativa
473,37.0802848,15.1556897,96014,PA,Palermo,Palermo,VIA MAGG. TOSELLI 87,STUDIO DI RADIOLOGIA DOTTSSA GABRIELLA CAFFARELLI,Radiologia,Sede Operativa
474,36.7161672,15.0908481,96018,PA,Palermo,Palermo,via Sferracavallo 122,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
475,37.2316139,15.2187671,96012,PA,Palermo,Palermo,VIA MESSINA MARINE 431/C,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
476,36.716419,15.0894939,96018,PA,Palermo,Palermo,via Vanvitelli 114,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
477,36.8189138,14.9516134,96019,PA,Palermo,Palermo,via G.le Sirtori 15/17,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
478,37.069883,15.2837889,96100,PA,Palermo,Palermo,via Notarbartolo 35,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
479,37.16217,15.0339313,96010,PA,Palermo,Palermo,via Laurana 115,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
480,37.0847517,15.2810053,96100,PA,Palermo,,via Prestisimone 21,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
481,36.910596,15.1314585,96011,PA,Palermo,Palermo,via Michele Amari 35/37,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
482,37.0753716,15.2815081,96100,PA,Palermo,Palermo,via Roma 118,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
483,37.0753716,15.2815081,96100,PA,Palermo,Palermo,VIA MICHELE AMARI N. 35/37,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL ,Medicina di laboratorio - Aggregazione,Sede Operativa
484,37.1803,15.1287922,96010,PA,Palermo,Partinico,VIA VITTORIO EMANUELE ORLANDO 9,STUDIO MEDICO DIAGNOSTICO OTORINOLARINGOIATRICO SAS DI LOMBARDO FRANCESCO & C.,Otorinolaringoiatria,Sede Operativa
485,37.2739755,15.0170495,96013,PA,Palermo,Palermo,VIA IMPERATORE FEDERICO 66/A-68,STUDIO MEDICO FISIOTERAPIA OLIMPIA SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
486,37.2920921,15.0001419,96016,PA,Palermo,Palermo,VIA CILEA 19,STUDIO MEDICO FKT NIGITO SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
487,37.293106,14.9968529,96016,PA,Palermo,Palermo,VIA EMPEDOCLE RESTIVO 39,STUDIO MEDICO OCULISTICO DOTT FAUSTO BELLINA SAS DI BELLINA FAUSTO & C,Oculistica,Sede Operativa
488,37.3029561,15.0021726,96016,PA,Palermo,Palermo,VIA ANTONIO UGO 29,STUDIO MEDICO ODONTOIATRICO DOTTSSA SCRIMA VINCENZA & C SNC,Odontoiatria,Sede Operativa
489,37.1803,15.1287922,96010,PA,Palermo,Santa Flavia,VIA SOLUNTO 34 E VIA CARLO PATTI 44,STUDIO MEDICO POLISPECIALISTICO,Poliambulatorio,Sede Operativa
490,37.080912,15.1525695,96014,PA,Palermo,Palermo,VIA MESSINA MARINE 429/B,STUDIO OCULISTICO AMODEI DEL DOTT G AMODEI & C SAS,Oculistica e chirurgia ambulatoriale,Sede Operativa
491,37.0610449,14.9101199,96010,PA,Palermo,Palermo,VIA P.PE DI BELMONTE 78,STUDIO OCULISTICO ARCUDI SRL,Oculistica,Sede Operativa
492,36.7174158,15.0984749,96018,PA,Palermo,Palermo,VIA GENERALE STREVA 45,STUDIO OCULISTICO CAMPO DEL DOTT ANTONINO CAMPO & C SAS,Oculistica,Sede Operativa
493,37.2876659,14.9970645,96016,PA,Palermo,Palermo,"Via Giuseppe Gandolfo, n. 21",STUDIO OCULISTICO DELLA DOTTSSA ANTONELLA AGLIALORO & C SRL,Oculistica,Sede Operativa
494,37.2279663,15.2212408,96012,PA,Palermo,Cefal Diana,VIA PRESTISIMONE 17,STUDIO OCULISTICO DOTT GIOVANNI LO BIANCO SAS,Oculistica,Sede Operativa
495,37.2279663,15.2212408,96012,PA,Palermo,Palermo,VIA TORINO 27/G,STUDIO OCULISTICO VACCARO SRL,Oculistica e chirurgia ambulatoriale,Sede Operativa
496,37.0778871,15.2814893,96100,PA,Palermo,Palermo,VIA A. MIRAGLIA 1/3,STUDIO ODONTOIATRICO DELLA DOTT ROMANO ELOISA SAS,Odontoiatria,Sede Operativa
497,37.2773103,15.0125113,96013,PA,Palermo,Palermo,C.SO CALATAFIMI 419,STUDIO ODONTOIATRICO DOTT A VECCHIONI,Odontoiatria,Sede Operativa
498,36.8870576,15.074381,96017,PA,Palermo,Termini Imerese,VIA A. MORO 2,STUDIO ODONTOIATRICO DOTT ALBERTO LOFORTI,Odontoiatria,Sede Operativa
499,37.2891971,14.9993488,96016,PA,Palermo,Bagheria,VIA G.NNI GIRGENTI 115,STUDIO ODONTOIATRICO DOTT ALFONSO BONGIOVANNI SNC,Odontoiatria,Sede Operativa
500,37.0705047,15.2810235,96100,PA,Palermo,Camporeale,C.SO UMBERTO I 184,STUDIO ODONTOIATRICO DOTT CACIOPPO VINCENZO ,Odontoiatria,Sede Operativa
501,37.0816263,15.1494788,96014,PA,Palermo,Palermo,VIA N. MORELLO 3,STUDIO ODONTOIATRICO DOTT ELIO BUZZANCA,Odontoiatria,Sede Operativa
502,37.0818109,15.1524517,96014,PA,Palermo,Palermo,VIA COSTANTINO NIGRA 5,STUDIO ODONTOIATRICO DOTT ERIKA ALONGE SAS,Odontoiatria,Sede Operativa
503,37.0818638,15.2870999,96100,PA,Palermo,Palermo,VIA CATANIA 166,STUDIO ODONTOIATRICO DOTT MICHELE PADERNI,Odontoiatria,Sede Operativa
504,37.0821738,15.2869373,96100,PA,Palermo,Palermo,VIA A. VENEZIANO 120,STUDIO ODONTOIATRICO DOTT RICCIARDI FILIPPO,Odontoiatria,Sede Operativa
505,37.1009392,15.11950826414373,96010,PA,Palermo,Palermo,P.ZZA AMENDOLA 31,STUDIO ODONTOIATRICO DOTT RIZZO SALVATORE,Odontoiatria,Sede Operativa
506,37.1031954,15.2705311,96100,PA,Palermo,Palermo,VIA LIBERO GRASSI 27 - PIANO RIALZATO,STUDIO ODONTOIATRICO DOTT SCAFIDI GIUSEPPE,Odontoiatria,Sede Operativa
507,37.087695,15.2724487,96100,PA,Palermo,Castronovo di Sicilia,VIA KASSAR 48,STUDIO ODONTOIATRICO DOTTSSA TIRRITO M CARMELA,Odontoiatria,Sede Operativa
508,37.0921613,15.2673553,96100,PA,Palermo,Palermo,VIA CONTE FEDERICO 46,STUDIO ORL DI PIETRO LO BUE E C SAS,Otorinolaringoiatria,Sede Operativa
509,37.3029561,15.0021726,96016,PA,Palermo,Palermo,VIA CONTESSA ADELASIA 36,STUDIO ORL SAS DEL DOTTOR PIETRO PECORARO,Otorinolaringoiatria,Sede Operativa
510,37.0702712,15.2838308,96100,PA,Palermo,Palermo,VIA EMILIA 1 E VIA EMPLEDOCLE RESTIVO 17/A,STUDIO OTORINOLARINGOIATRIA DEL DOTT ELIO MANNINO SAS,Otorinolaringoiatria,Sede Operativa
511,37.0841847,15.2523102,96100,PA,Palermo,Palermo,Via Delle Croci 2b/c/d/e/f,STUDIO RADIOLOGICO DEL DOTTOR SALVATORE GARGANO SRL,Endocrinologia - Medicina Nucleare,Sede Operativa
512,37.098724,15.2722638,96100,PA,Palermo,Monreale,VIA VENERO 173,STUDIO RADIOLOGICO DEL DOTTOR SALVATORE GARGANO SRL,Radiologia,Sede Operativa
513,37.0610449,14.9101199,96010,PA,Palermo,Bagheria,VIA I TRAVERSA DI VIA LA MASA 33M,STUDIO RX S GENTILE E C SNC,Radiologia,Sede Operativa
514,37.0923588,15.2768468,96100,PA,Palermo,Palermo,VIA CILEA 15,TAC NUCLEAR SRL,Radiologia,Sede Operativa
515,37.0732968,15.2818004,96100,PA,Palermo,Palermo,via Tasso 30/32,UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
516,37.2892664,14.9993268,96016,PA,Palermo,Palermo,viale delle Magnolie 18/A,UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
517,37.245396,15.2201664,96012,PA,Palermo,Palermo,"Via Ausonia, n.43 -",UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
518,37.0813843,15.2759398,96100,PA,Palermo,Palermo,"VIA AUSONIA, N.43",UNILAB SRL ,Medicina di laboratorio - Aggregazione,Sede Operativa
519,36.8189138,14.9516134,96019,PA,Palermo,Villafrati,"S.P. 77 KM 20,800",VILLA DELLE PALME SRL,Residenza Sanitaria Assistita,Sede Operativa
520,36.9082801,15.1296381,96011,PA,Palermo,Terrasini,VIA PITRE' 3/5,VILLA GLORIA - GESTIONE MEDIGEST SRL,Comunit Terapeutica Assistita,Sede Operativa
521,36.8209389,14.9505099,96019,PA,Palermo,Bagheria,VIA BAGNERA 14,VILLA S TERESA DIAGNOSTICA PER IMMAGINI E RADIOTERAPIA SRL,Radiologia,Sede Operativa
522,37.0619488,14.90449,96010,PA,Palermo,Palermo,VIA GEN.LE CARLO ALBERTO DALLA CHIESA 32,VITAN DEL DOTT BELLAFIORE DARIO SAS,Dermatologia,Sede Operativa
523,37.1192005,14.9396105,96010,PA,Palermo,Palermo,VIA XX SETTEMBRE 64,VITES SRL,Gastroenterologia,Sede Operativa
524,37.1262956,14.8534848,96010,TP,Trapani,Castelvetrano,C.DA STRASATTO CICIRELLO S.S. 115,AIAS ONLUS SEZ DI CASTELVETRANO - CENTRO DI RIABILITAZIONE,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
525,37.027378,15.0718071,96010,TP,Trapani,Marsala,C.DA RAKALIA 220/TER,CENTRO DI SOLIDARIETˇ FARO,Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso,Sede Operativa
526,36.7144729,15.0868999,96018,TP,Trapani,Trapani,VIA V. SEGESTA 1/3 - CORPO B E CORPO C,SANT'ANNA DELLA SALUS SRL,Residenza Sanitaria Assistita,Sede Operativa
527,37.0709196,15.283999,96100,TP,Trapani,Alcamo,VIA DON RIZZO 12,AMBULATORIO DERMATOLOGICO DOTT MURGOLO DOMENICO,Dermatologia,Sede Operativa
528,37.1559098,15.188162492464787,96010,TP,Trapani,Mazara del Vallo,C.SO VITT. VENETO 250/A,AMBULATORIO DERMATOLOGICO DOTT STUPPIA SALVATORE,Dermatologia,Sede Operativa
529,37.0725818,15.2822373,96100,TP,Trapani,Marsala,C.SO A. GRAMSCI 162,AMBULATORIO DI CARDIOLOGIA DEL DOTT MARIO ARINI & C SAS,Cardiologia,Sede Operativa
530,37.08042305,15.150336077257425,96014,TP,Trapani,Trapani,VIA ALCAMO 33 ,AMBULATORIO DI ORTOPEDIA DOTT MARIO MATRAXIA SRL,Ortopedia,Sede Operativa
531,36.8204603,14.9536177,96019,TP,Trapani,Marsala,VIA SAN GIOVANNI BOSCO 70 ,AMBULATORIO DI PATOLOGIA CLINICA SRL ,Medicina di laboratorio,Sede Operativa
532,36.8188049,14.950047,96019,TP,Trapani,Marsala,VIA XIX LUGLIO 27,AMBULATORIO DI RADIODIAGNOSTICA DOTT GRASSELLINO DOMENICO SRL,Radiologia,Sede Operativa
533,37.0336305,15.0633589,96010,TP,Trapani,Mazara del Vallo,VIA FURIA TRANQUILLINA 3,AMBULATORIO GRAFFEO IANNONE GIANLUIGI,Otorinolaringoiatria,Sede Operativa
534,37.0857128,15.2841615,96100,TP,Trapani,Paceco,VIA UGO FOSCOLO 45,AMBULATORIO MEDICO DENTISTICO DEI DOTTORI DE GREGORIO LEONARDO E DE GREGORIO MICHELE,Odontoiatria,Sede Operativa
535,37.0852246,15.2900126,96100,TP,Trapani,Trapani,VIA ORTI 14 ,AMBULATORIO MEDICO DENTISTICO DEI DOTTORI DE GREGORIO LEONARDO E DE GREGORIO MICHELE,Odontoiatria,Sede Operativa
536,37.2960044,15.0043588,96013,TP,Trapani,Marsala,VIA SALINISTI 1,AMBULATORIO NEUROLOGICO DOTT PIETRO RUGGIERI,Neurologia,Sede Operativa
537,37.0859606,15.2732374,96100,TP,Trapani,Mazara del Vallo,VIA HOPPS Nř 7,AMBULATORIO OCULISTICO LA GRUTTA SRL,Oculistica,Sede Operativa
538,37.0722099,15.2807697,96100,TP,Trapani,Salemi,VIA PAOLO OLIVIERI 59,AMBULATORIO ODONTOIATRICO DEL DOTT GAETANO BARBIERA & C SAS,Odontoiatria,Sede Operativa
539,37.0726563,15.2824882,96100,TP,Trapani,Castelvetrano,VIA FRA' GIOVANNI PANTALEO 18,AMBULATORIO ODONTOIATRICO DR GIUSEPPE VINCI DELLA DSSA IGNAZIA DI BLASI E C SAS,Odontoiatria,Sede Operativa
540,37.2891686,14.9976866,96016,TP,Trapani,Mazara del Vallo,VIA S. MARIA DELLE GIUMMARRE 57/A,AMBULATORIO OSTETRICIA E GINECOLOGIA DELLA DOTTSSA MARINO MARIA ROSA & C SAS,Ostetricia e ginecologia,Sede Operativa
541,37.0919955,15.2758793,96100,TP,Trapani,Custonaci,VIA ZARA 128,ANALISI BIOLOGICHE E RADIOIMMUNOLOGICHE DOTT C VENZA SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
542,37.0922437,15.2925175,96100,TP,Trapani,Castellammare del Golfo,VIA MONDELLO 40,ANALISI BIOLOGICHE E RADIOIMMUNOLOGICHE DOTT C VENZA SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
543,37.2357911,15.219964,96012,TP,Trapani,Alcamo,VIA G. MARTINO 49/B,ANALISI BIOLOGICHE E RADIOIMMUNOLOGICHE DOTT C VENZA SRL ,Medicina di laboratorio - Aggregazione,Sede Operativa
544,36.9096903,15.1359057,96011,TP,Trapani,Castellammare del Golfo,VIA ZINGARO 3 ,ANALISI BIOLOGICHE E RADIOIMMUNOLOGICHE DOTT C VENZA SRL ,Medicina di laboratorio - Aggregazione,Sede Operativa
545,37.1567222,15.1825486,96010,TP,Trapani,Castellammare del Golfo,C.SO GARIBALDI 95 ,ANALISI CLINICHE DOTT SSA ESPOSITO ROSALBA SNC,Medicina di laboratorio,Sede Operativa
546,37.0694452,15.2854832,96100,TP,Trapani,Trapani,P.ZZA GEN. SCIO 8,APOLLONIA DI MANGIAPANE ANTONINO & C SAS,Odontoiatria,Sede Operativa
547,37.0778871,15.2814893,96100,TP,Trapani,Mazara del Vallo,CONTRADA DECCARO - BAGLIO LA LOGGETTA,ASSOCIAZIONE CASA DEI GIOVANI ONLUS ,Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso,Sede Operativa
548,37.0796311,15.2780726,96100,TP,Trapani,Alcamo,VIA TURI SERAFINO 15,AUTOS GESTITO DA SOCIETA ATI AEQUITAS SRLS - ASDA SRLS ,Centro diurno per soggetti affetti da disturbo autistico,Sede Operativa
549,37.2463175,15.2203634,96012,TP,Trapani,Alcamo,Contrada Corga,AZIENDA TERMALE TERME DI GORGA ALCAMO,Terme,Sede Operativa
550,37.0729554,15.2828134,96100,TP,Trapani,Castellammare del Golfo,"Contrada Ponte Bagni, 1",AZIENDA TERMALE TERME SEGESTANE,Terme,Sede Operativa
551,37.0802485,15.2776297,96100,TP,Trapani,Petrosino,via Pio La Torre 9,BIOLAB SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
552,37.0757374,15.2856875,96100,TP,Trapani,Marsala,via Sibilla 13 ,BIOLAB SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
553,37.1007668,15.2693275,96100,TP,Trapani,Marsala,via G. Verdi 36/38,BIOLAB SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
554,37.0796526,15.2783072,96100,TP,Trapani,Marsala,via dello Sbarco 78 ,BIOLAB SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
555,36.9052742,15.1278651,96011,TP,Trapani,Petrosino,VIA PIO LA TORRE N. 9,BIOLAB SCARL ,Medicina di laboratorio - Aggregazione,Sede Operativa
556,36.8647269,14.7586788,0,TP,Trapani,Mazara del Vallo,VIA DANTE FIORENTINO 41,BIOMEDICAL SRL,Medicina di laboratorio,Sede Operativa
557,36.9416924,14.5284654,97019,TP,Trapani,Santa Ninfa,VIA GIARDINELLO 23,CAPP COOPERATIVA SOCIALE,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
558,36.7846511,14.9089254,97014,TP,Trapani,Marsala,C.DA DARA 744/D,CASA DI CURA MORANA ,Attivit ambulatoriale case di cura private,Sede Operativa
559,36.7930704,14.7049215,97018,TP,Trapani,Marsala,"CONTRADA DARA, 744/D",CASA DI CURA MORANA ,Casa di cura,Sede Operativa
560,36.8366004,14.7614244,0,TP,Trapani,Marsala,C.DA DARA 744/D,CASA DI CURA MORANA ,Medicina di laboratorio,Sede Operativa
561,37.0477278,14.7964238,97010,TP,Trapani,Trapani,VIA FALCONE BORSELLINO 30,CASA DI CURA MORANA ,Medicina nucleare,Sede Operativa
562,37.08900645,14.7623926216763,97010,TP,Trapani,Marsala,VIA TRAPANI 161,CASA DI CURA MORANA ,Residenza Sanitaria Assistita,Sede Operativa
563,36.9086939,14.7124217,97100,TP,Trapani,Erice,VIA SALITA SANT'ANNA 34,CASA DI CURA SANT'ANNA,Casa di cura,Sede Operativa
564,36.7843571,14.6888925,97018,TP,Trapani,Erice,VIA MANZONI 83,CASA DI CURA VILLA DEI GERANI,Casa di cura,Sede Operativa
565,37.0326228,14.7014948,0,TP,Trapani,Castelvetrano,VIALE DEI TEMPLI 116,CASA DI CURA VITTORIA ,Casa di cura,Sede Operativa
566,36.908952,14.7167435,97100,TP,Trapani,Trapani,VIA DEI VESPRI 118,CASA VERDE SRL - CENTRO CHIRURGICO,Oculistica e chirurgia ambulatoriale,Sede Operativa
567,36.910857,14.7247038,97100,TP,Trapani,Calatafimi Segesta,via G. Garibaldi 56/58 ,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
568,36.9279766,14.7003696,97100,TP,Trapani,Trapani,via Alcamo 13 ,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
569,36.9451019,14.6065385,97013,TP,Trapani,Trapani,via Cap. Sieli 1 ,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
570,36.9257205,14.7131227,97100,TP,Trapani,Mazara del Vallo,via A. Castiglione 27 ,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
571,36.7299662,14.8483219,97016,TP,Trapani,Mazara del Vallo,via Toniolo 13,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
572,36.7962025,14.7065569,97018,TP,Trapani,Marsala,via Alighieri 175,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
573,36.9267289,14.7293225,97100,TP,Trapani,Trapani,VIA CAP. SIELI N. 1 ,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL ,Medicina di laboratorio - Aggregazione,Sede Operativa
574,36.9267289,14.7293225,97100,TP,Trapani,Mazara del Vallo,VIA CASTELVETRANO 37/B,CENTRO AMBULATORIALE DI NEFROLOGIA E DIALISI GALENO SRL,Dialisi,Sede Operativa
575,36.7936211,14.702235,97018,TP,Trapani,Pantelleria,C.SO UMBERTO I 112 ,CENTRO ANALISI CLINICHE CANINO SRL,Medicina di laboratorio,Sede Operativa
576,37.0245981,14.4911971,97011,TP,Trapani,Petrosino,VIA X LUGLIO 4/A- 6,CENTRO BENESSERE PETROSINO SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
577,36.8664654,14.7623896,0,TP,Trapani,Trapani,VIA CONV. SAN F.SCO DI PAOLA 73 ,CENTRO BIOANALITICO DOTTOR AMENTA DI AMENTA & C SAS,Medicina di laboratorio,Sede Operativa
578,37.0245981,14.4911971,97011,TP,Trapani,Alcamo,VIA T. TASSO 37,CENTRO CLINICO E DIAGNOSTICO OFTALMOLOGICO SAS DELLA DOTTSSA MALTESE ANNA,Oculistica,Sede Operativa
579,36.9514715,14.6021169,97013,TP,Trapani,Alcamo,CORSO GEN. MEDICI 148/A,CENTRO DI EMODIALISI DOTT MUCARIA SRL,Dialisi,Sede Operativa
