COMUNE,LATITUDINE,LONGITUDINE,CAP,Indirizzo,Denominazione struttura,Tipo assistenza erogata,Descrizione tipo assistenza erogata,Tipo struttura,Denominazione struttura di ricovero,Mesi di funzionamento,Presenza Apparecchiature,Giorni settimanali di apertura,Ore settimanali di apertura,Partita IVA,E-mail,Sito web,Prefisso,Telefono,Prefisso fax,Numero fax
0,0.0,0.0,92020,VIA MACCACARO; N.1,CONSULTORIO MATERNO INFANTILE,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,36,2570930848.0,consultoriofpalma@libero.it,www.aspag.it,922,790252,,
Agrigento,37.2959199,13.5274047,92014,VIA DON LUIGI STURZO,CONSULTORIO MATERNO INFANTILE,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,consultoriope@virgilio.it,www.aspag.it,922,442501,922.0,435604.0
0,40.1460432,18.4918328,92020,CORSO GARIBALDI,CONSULTORIO MATERNO INFANTILE,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,consultorio.racalmuto@aspag.it,www.aspag.it,922,733828,,
Agrigento,37.4074792,13.5337194,92015,VIA TRAPANI N. 106,CONSULTORIO MATERNO INFANTILE,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,36,2570930848.0,consultorio.raffadali@aspag.it,www.aspag.it,922,472890,922.0,472890.0
0,0.0,0.0,92029,VIALE LAURICELLA; 10,CONSULTORIO MATERNO INFANTILE,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,consultorio.ravanusa@aspag.it,www.aspag.it,922,733850,,
0,0.0,0.0,92016,VIA VERGA N. 14,CONSULTORIO MATERNO INFANTILE,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,consultorio.ribera@gmail.com,www.aspag.it,925,562586,925.0,562588.0
Agrigento,37.6900273,13.0177709,92018,VIA XV GENNAIO,CONSULTORIO MATERNO INFANTILE,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,4,32,2570930848.0,consfam.smb@libero.it,www.aspag.it,925,31603,,
0,0.0,0.0,92019,VIA P. GERARDI N. 2,CONSULTORIO MATERNO INFANTILE,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,consultorio.sciacca@aspag.it,www.aspag.it,925,962800,,
Agrigento,37.5082492,13.5244864,92020,VIA VENEZIANO; N. 1,CONSULTORIO MATERNO INFANTILE,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,consultoriosanbiagio@tiscali.it,www.aspag.it,922,918565,922.0,993003.0
0,0.0,0.0,92100,VIA IMERA N. 55/57,CENTRO DI SALUTE MENTALE DI AGRIGENTO,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,6,66,2570930848.0,dsm.csmagrigento@aspag.it,www.aspag.it,922,407608,922.0,407601.0
0,43.36917575,13.63640225395585,92010,CONTRADA CAPPUCCINI,CENTRO DI SALUTE MENTALE DI BIVONA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,6,48,2570930848.0,dsm.csmbivona@aspag.it,www.aspag.it,922,993043,922.0,993045.0
Agrigento,37.6320753,13.6369864,92022,VIA VITTORIO VENETO N. 54,CENTRO DI SALUTE MENTALE DI SAN GIOVANNI GEMINI,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,6,48,2570930848.0,dsm.csmcasteltermini@aspag.it,www.aspag.it,922,907082,922.0,907087.0
Trapani,37.9765133,12.9538277,92023,VIA VITO LA ROCCA,AMBULATORIO DISTRETTUALE DI CAMPOBELLO DI LICATA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,6,2570930848.0,dsm.csmcanicatti@aspag.it,www.aspag.it,922,877173,,
0,0.0,0.0,92024,VIA E. MEDI,CENTRO DI SALUTE MENTALE DI CANICATTI,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,6,66,2570930848.0,dsm.csmcanicatti@aspag.it,www.aspag.it,922,733596,,
Agrigento,37.5115006,13.5290685,92025,VIA KENNEDY N. 55,AMBULATORIO DISTRETTUALE DI CASTELTERMINI,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,36,2570930848.0,dsm.csmcasteltermini@aspag.it,www.aspag.it,922,929147,,
Agrigento,37.3133966,13.6541639,92026,VIA DELLA SANITA',AMBULATORIO DISTRETTUALE DI FAVARA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,2,12,2570930848.0,dsm.csmagrigento@aspag.it,www.aspag.it,922,429035,,
0,0.0,0.0,92020,VIA CONFINE N. 23,AMBULATORIO DISTRETTUALE DI GROTTE,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,4,2570930848.0,dsm.csmcanicatti@aspag.it,www.aspag.it,922,943139,,
0,0.0,0.0,92027,CONTRADA CANNAVECCHIA C/O OSPEDALE S. GIACOMO D'ALTOPASSO,CENTRO DI SALUTE MENTALE DI LICATA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,6,66,2570930848.0,dsm.csmlicata@aspag.it,www.aspag.it,922,869104,922.0,892644.0
0,45.5975542,9.6872811,92028,VIA DON GUANELLA,AMBULATORIO DISTRETTUALE DI NARO,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,4,2570930848.0,dsm.csmcanicatti@aspag.it,www.aspag.it,922,956026,,
0,0.0,0.0,92014,VICOLO BARRESI,AMBULATORIO DISTRETTUALE DI PORTO EMPEDOCLE,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,2,12,2570930848.0,dsm.csmagrigento@aspag.it,www.aspag.it,922,636488,,
0,0.0,0.0,92029,VIALE LAURICELLA N. 233,AMBULATORIO DISTRETTUALE DI RAVANUSA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,4,2570930848.0,dsm.csmcanicatti@aspag.it,www.aspag.it,922,880222,,
Agrigento,37.4929872,13.2619623,92016,VIA CANOVA N. 32,CENTRO DI SALUTE MENTALE DI RIBERA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,6,66,2570930848.0,dsm.csmribera@aspag.it,www.aspag.it,925,562608,925.0,562609.0
0,0.0,0.0,92019,VIA POMPEI C/DA SENIAZZA C/O OSPEDALE GIOVANNI PAOLO II,CENTRO DI SALUTE MENTALE DI SCIACCA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,6,66,2570930848.0,dsm.csmsciacca@aspag.it,www.aspag.it,925,962651,925.0,962589.0
0,0.0,0.0,92100,VIA IMERA N. 55/57,SER.T. - AGRIGENTO,S06,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,0,0,2570930848.0,sertagrigento@libero.it,www.aspag.it,922,407607,,
Agrigento,37.4946886,13.2636776,92016,VIA CIRCONVALLAZIONE,SER.T. - RIBERA,S06,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,0,0,2570930848.0,sertribera@libero.it,www.aspag.it,925,562264,925.0,544969.0
0,0.0,0.0,92019,VIA PIETRO GERALDI,SER.T. - SCIACCA,S06,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,0,0,2570930848.0,sertsciacca@yahoo.it,www.aspag.it,925,962856,925.0,962857.0
Agrigento,37.305906,13.5926747,92100,VIALE DELLA VITTORIA N. 321,C. T. A. 'A' DI AGRIGENTO,S05,ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,,12,N,7,168,2570930848.0,dsm.ctaagrigento@aspag.it,www.aspag.it,922,21013,922.0,22546.0
Agrigento,37.305906,13.5926747,92100,VIALE DELLA VITTORIA N. 321,C. T. A. 'B' DI AGRIGENTO,S05,ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,,12,N,7,168,2570930848.0,dsm.ctabgrigento@aspag.it,www.aspag.it,922,20725,,
Agrigento,37.3060668,13.5945245,92100,VIA GIOVANNI XXIII N. 182,SERVIZIO DI N.P.I.A. - AGRIGENTO,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,dsm.npi@aspag.it,www.aspag.it,922,407777,,
0,0.0,0.0,92027,C/DA CANNAVECCHIA,SERVIZIO DI N.P.I.A. - LICATA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,dsm.npi@aspag.it,www.aspag.it,922,869425,,
0,0.0,0.0,92020,VIA SOTTOTENENTE PALMA,SERVIZIO DI N.P.I.A. - PALMA DI MONTECHIARO,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,4,20,2570930848.0,dsm.npi@aspag.it,www.aspag.it,922,790256,,
Agrigento,37.3084197,13.6595862,92024,VIA MEDI,SERVIZIO DI N.P.I.A. - CANICATTI',S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,dsm.npi@aspag.it,www.aspag.it,922,733519,,
0,45.5975542,9.6872811,92028,VIA DON GUANELLA,SERVIZIO DI N.P.I.A. - NARO,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,4,2570930848.0,dsm.npi@aspag.it,www.aspag.it,922,956026,,
0,0.0,0.0,92020,VIA CONFINE N. 23,SERVIZIO DI N.P.I.A. - GROTTE,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,2,9,2570930848.0,dsm.npi@aspag.it,www.aspag.it,922,943139,,
Agrigento,37.5115006,13.5290685,92025,VIA KENNEDY N. 55,SERVIZIO DI N.P.I.A. - CASTELTERMINI,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,3,22,2570930848.0,dsm.npi@aspag.it,www.aspag.it,922,929167,,
0,0.0,0.0,92022,C/DA SANTA LUCIA,SERVIZIO DI N.P.I.A. - CAMMARATA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,2,6,2570930848.0,dsm.npi@aspag.it,www.aspag.it,922,907033,,
0,0.0,0.0,92010,C/DA CAPPUCCINI,SERVIZIO DI N.P.I.A. - BIVONA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,dsm.npi@aspag.it,www.aspag.it,922,993043,,
Agrigento,37.4946886,13.2636776,92016,VIA CIRCONVALLAZIONE,SERVIZIO DI N.P.I.A. - RIBERA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,dsm.npi@aspag.it,www.aspag.it,925,562309,,
Agrigento,37.5190713,13.077780074369748,92019,VIA POMPEI,SERVIZIO DI N.P.I.A. - SCIACCA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,dsm.npi@aspag.it,www.aspag.it,925,81729,,
Agrigento,37.305906,13.5926747,92100,VIALE DELLA VITTORIA; 321,R.S.A.,S10,ASSISTENZA AI DISABILI FISICI,STRUTTURA RESIDENZIALE,,12,N,0,0,2570930848.0,rsa@aspag.it,www.aspag.it,922,402162,,
0,0.0,0.0,92012,VIA CINQUEMANI ARCURI,AMBULATORIO DISTRETTUALE DI CIANCIANA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,8,2570930848.0,dsm.csmbivona@aspag.it,www.aspag.it,922,407111,,
0,45.0311547,11.9186791,92020,VIA VENEZIANO,AMBULATORIO DISTRETTUALE DI SAN BIAGIO PLATANI,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,4,2570930848.0,dsm.csmbivona@aspag.it,www.aspag.it,922,407111,,
0,45.3968027,7.8290885,92010,VIA UMBERTO,AMBULATORIO DISTRETTUALE DI ALESSANDRIA DELLA ROCCA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,4,2570930848.0,dsm.csmbivona@aspag.it,www.aspag.it,922,981225,,
0,0.0,0.0,92011,VIA ORETO C/O GUARDIA MEDICA,AMBULATORIO DISTRETTUALE DI CATTOLICA ERACLEA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,4,2570930848.0,dsm.csmribera@aspag.it,www.aspag.it,922,840177,,
Agrigento,37.6029061,12.9659031,92013,CORSO DEI MILLE,AMBULATORIO DISTRETTUALE DI MENFI,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,6,2570930848.0,dsm.csmsciacca@aspag.it,www.aspag.it,925,770111,,
Agrigento,37.6859409,13.0108946,92018,VIA CANNITELLO,AMBULATORIO DISTRETTUALE DI SANTA MARGHERITA BELICE,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,4,2570930848.0,dsm.csmsciacca@aspag.it,www.aspag.it,925,31165,,
Agrigento,37.4002314,13.5339562,92015,VIA MOSCA N. 1,AMBULATORIO DISTRETTUALE DI RAFFADALI,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,6,2570930848.0,dsm.csmagrigento@aspag.it,www.aspag.it,922,39966,,
0,41.8072558,12.7372973,92020,VIA F. VILLA,SERVIZIO DI N.P.I.A. - RACALMUTO,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,2,9,2570930848.0,dsm.npi@aspag.it,www.aspag.it,922,948002,,
0,0.0,0.0,92010,VIA C.BATTISTI N. 24 C/O POLIAMBULATORIO,AMBULATORIO DISTRETTUALE DI MONTALLEGRO,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,4,2570930848.0,dsm.csmribera@aspag.it,www.aspag.it,922,847086,,
0,0.0,0.0,92020,VIA SOTTOTENENTE PALMA,AMBULATORIO DISTRETTUALE DI PALMA DI MONTECHIARO,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,4,24,2570930848.0,dsm.csmlicata@aspag.it,www.aspag.it,922,986156,,
Agrigento,37.3596993,13.8532654,92024,VIA PIETRO MICCA,SER.T. - CANICATTI',S06,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,0,0,2570930848.0,sertcanicatti@virgilio.it,www.aspag.it,922,733629,922.0,733534.0
0,0.0,0.0,92027,CONTRADA CANNAVECCHIA,SER.T. - LICATA,S06,ASSISTENZA PER TOSSICODIPENDENTI,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,0,0,2570930848.0,sertlicata@gmail.com,www.aspag.it,922,869116,922.0,894226.0
0,0.0,0.0,92020,VIA GARIBALDI C/O GUARDIA MEDICA,AMBULATORIO DISTRETTUALE DI RACALMUTO,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,1,4,2570930848.0,dsm.csmcanicatti@aspag.it,www.aspag.it,922,948002,,
0,0.0,0.0,92010,VIA LEONE; N. 14,CONSULTORIO MATERNO INFANTILE,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,consultorioburgio@aspag.it,www.aspag.it,925,562503,925.0,562509.0
0,0.0,0.0,92027,CONTRADA CANNAVECCHIA - C/O P.O. LICATA,CENTRO DIURNO DI LICATA,S05,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,N,6,48,2570930848.0,dsm.csmlicata@aspag.it,www.aspag.it,922,869135,,
0,0.0,0.0,92100,VIA IMERA N. 55/57,CENTRO DIURNO DI AGRIGENTO,S05,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,N,6,48,2570930848.0,dsm.csmagrigento@aspag.it,www.aspag.it,922,407617,922.0,21242.0
Agrigento,37.3084197,13.6595862,92024,VIA MEDI,CENTRO DIURNO DI CANICATTI',S05,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,N,6,48,2570930848.0,dsm.csmcanicatti@aspag.it,www.aspag.it,922,733597,,
Agrigento,37.305906,13.5926747,92100,VIALE DELLA VITTORIA N. 321,UOC MALATTIE PSICHIATRICHE DEGENERATIVE - AGRIGENTO,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,dsm.patologiedegenerative@aspag.it,www.aspag.it,922,407553,922.0,407554.0
Agrigento,37.305906,13.5926747,92100,VIALE DELLA VITTORIA N. 321,CENTRO DIURNO DEMENZE AGRIGENTO,S05,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,N,6,48,2570930848.0,dsm.patologiedegenerative@aspag.it,www.aspag.it,922,407554,,
Agrigento,37.5190713,13.077780074369748,92019,VIA POMPEI,CENTRO DIURNO DEMENZE SCIACCA,S05,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,N,6,48,2570930848.0,dsm.patologiedegenerative@aspag.it,www.aspag.it,925,962419,925.0,962219.0
0,0.0,0.0,92100,CONTRADA CONSOLIDA C/O P.O. SAN GIOVANNI DI DIO,AMBULATORIO METABOLE' - CENTRO PER I DISTURBI COMPORTAMENTO ALIMENTARE,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,metabole@aspag.it,www.aspag.it,922,442261,,
Agrigento,37.5190713,13.077780074369748,92019,VIA POMPEI,AMBULATORIO PSICOGERIATRICO - SCIACCA,S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,38,2570930848.0,dsm.patologiedegenerative@aspag.it,www.aspag.it,925,962419,925.0,962219.0
0,0.0,0.0,92019,VIA POMPEI C.DA SENIAZZA C/O OSPEDALE GIOVANNI PAOLO II,CENTRO DIURNO SCIACCA,S05,ASSISTENZA PSICHIATRICA,STRUTTURA SEMIRESIDENZIALE,,12,N,6,48,2570930848.0,dsm.csmsciacca@aspag.it,www.aspag.it,925,81456,,
Agrigento,37.3084197,13.6595862,92024,VIA MEDI,AMBULATORIO PSICOGERIATRICO - CANICATTI',S05,ASSISTENZA PSICHIATRICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,3,18,2570930848.0,dsm.patologiedegenerative@aspag.it,www.aspag.it,922,733596,922.0,85514.0
Agrigento,37.3105907,13.5795476,92100,VIA EMPEDOCLE; N. 85,CENTRO ITALIANO FEMMINILE CONSULTORIO FAMILIARE,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,N,5,31,80009190846.0,cifconsultorio@libero.it,,922,21984,922.0,21984.0
Agrigento,37.3625373,13.8460964,92028,PIAZZA ROMA N. 2,RSA - CASA SAN CALOGERO - OPERA DON GUANELLA,S09,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,N,0,0,1084241007.0,naro.sancalo@guanelliani.it,,922,956028,922.0,953220.0
0,0.0,0.0,92025,VIA ALDO MORO ; SNC,R.S.A. Societa' Cooperativa Onlus 'GIOMATRIX' a.r.l.,S09,ASSISTENZA AGLI ANZIANI,STRUTTURA RESIDENZIALE,,12,N,0,0,2216790846.0,gioacchinonicastro@libero.it,,922,912026,922.0,611114.0
0,0.0,0.0,92019,VIA DEL GIGLIO N. 190,C.T.A. CASA DI CURA SANTA MARIA DEL GIGLIO,S05,ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,,12,N,7,168,2350330847.0,ctasciacca@lgmail.com,,925,84841,925.0,904982.0
0,44.7515478,7.599713,92024,VIA GIOBERTI 21/P,MEDI.GEST S.R.L.' C.T.A. VILLA OLGA',S05,ASSISTENZA PSICHIATRICA,STRUTTURA RESIDENZIALE,,12,N,7,168,4989310968.0,medigestca@gmail.com,www.medigest.eu,922,662403,922.0,662624.0
0,0.0,0.0,92027,VIA UMBERTO II s.n.c.,PARNASO SOCIETA' COOPERATIVA SOCIALE ONLUS,S10,ASSISTENZA AI DISABILI FISICI,STRUTTURA RESIDENZIALE,,12,N,0,0,1807150840.0,parnasocoop@alice.it,,922,772101,922.0,18350564.0
0,0.0,0.0,92100,CONTRADA CONSOLIDA,S.U.A.P.,S10,ASSISTENZA AI DISABILI FISICI,STRUTTURA RESIDENZIALE,P.O. S. GIOVANNI DI DIO,12,N,0,0,2570930848.0,poagrigento.direttore@aspag.it,www.aspag.it,922,442111,922.0,591246.0
Caltanissetta,37.4998529,14.0638698,93100,VIA FILIPPO PALADINI,AMB.NISSENO EMODIALISI SRL,S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,6,90,168250850.0,rizzarigiuseppe@virgilio.it,,934,26872,934.0,565998.0
Caltanissetta,37.4760222,14.0502386,93100,VIALE STEFANO CANDURA 18,CENTRO DIAG. DR.P.BENZA SRL,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,25,1515340857.0,CentroDiagnBenza@Tiscali.It,,934,26362,934.0,585305.0
0,0.0,0.0,93100,Viale Trieste n°131h,CENTRO MEDICINA DI LABORATORIO TRINACRIA SOCIETà CONSORTILE.A.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,28,1939150858.0,trinacria2014@virgilio.it,,934,563118,934.0,563118.0
Caltanissetta,37.4907031,14.0591861,93100,Via Traversa Elena n°63,MAM ANALISI CLINICHE Dr. Messana Massimo D.M & c.Sas,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,28,1929200853.0,mam.analisi@virgilio.it,,934,576051,,
Caltanissetta,37.4959073,14.0510482,93100,Via Edmondo De Amicis n°41,Studio Oculistico Dott. Silvio Perricone S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,2,N,5,20,1989580855.0,perriconesrl@legamail.it ( Pec),,934,595661,934.0,595661.0
0,0.0,0.0,93100,Contrada Bagno snc,Centro Genetica Medica M.Averna dell'Ass.ne Casa Famiglia Rosetta Onlus,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,N,6,38,1377430853.0,geneticafamiliare@casarosetta.it,wwwcasarosetta.it,934,508011,934.0,508018.0
Caltanissetta,37.4980141,14.0607563,93100,Via Filippo Paladini 81/A,Medicalmed srl,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,2,16,1617510852.0,mary@medicalmed.it,www.medicalmed.it,934,552913,934.0,581300.0
Caltanissetta,37.4874319,14.0591663,93100,Via Napoleone Colajanni n°88,Studio Odontoiatrico D.ssa L. Saccomando,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,3,21,1615640859.0,luciasaccomando@hotmail.it,,934,21291,934.0,21291.0
Caltanissetta,37.4921402,14.04902,93100,Viale Sicilia n°53,Amb. Odontoiatrico Dott.ssa Valentina Graffagnino,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,18,1240740850.0,valegraffagnino@gmail.com,,934,552320,934.0,552320.0
Caltanissetta,37.4939967,14.0547007,93100,Viale Trieste 131/P,Amb. Odontoiatrico. dott. Calogero Palermo,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,3,24,1262440850.0,dott.cpalermo@virgilio.it,,934,595298,934.0,595298.0
Caltanissetta,37.4559138,13.8141685,93010,VIA ALPI 74 A,LABORATORIO ANALISI CLINICHE Dr.MICHELE PIOMBINO s.a.s.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,35,1678880855.0,lab.piombin@virgilio.it,,922,820536,922.0,820536.0
0,0.0,0.0,93012,Via Morselli 73 Pal.C,Studio Oculistico Trainito del Dott.Gaetano Trainito SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,40,1758780850.0,okulista.trainito@gmail.it,,933,821478,933.0,821478.0
Caltanissetta,37.0788042,14.2088749,93012,VIA MINERBIO 3,SO.GE.SA.SPA.C DI C.S.BARBARA,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,SO.GE.SA.SPA.C.DI.C.S.BARBARA,12,N,6,36,514190826.0,info@santabarbarahospital,www.santabarbarahospital.it,933,817111,933.0,817211.0
Caltanissetta,37.0788042,14.2088749,93012,VIA MINERBIO 3,SO.GE.SA.SPA.C DI C.S.BARBARA,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,SO.GE.SA.SPA.C.DI.C.S.BARBARA,12,N,6,36,514190826.0,info@santabarbarahospital,www.santabarbarahospital.it,933,817111,933.0,817211.0
Caltanissetta,37.0742041,14.2317363,93012,VIA EUROPA 113,VILLA ROSALBA SRL,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,40,1583200850.0,villarosalba@tiscali.it,,933,913253,933.0,932844.0
0,0.0,0.0,93012,C.SO S. ALDISIO 295,DR.CARTIA GIACOMO,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,40,1582150858.0,studioradiologico@gmail.com,,933,823219,933.0,823219.0
0,0.0,0.0,93015,VIA BRANCIFORTI N.6,CHIANTIA VINCENZO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,6,36,1259580858.0,enzochiantia@mail.com,,328,6217030,,
Caltanissetta,37.0677917,14.2490133,93012,VIA VENTURA N.8,DR.LONGO GENNARO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,20,1167870854.0,rosario.longo@gmail.com,,345,2290388,,
