CAP,Latitudine,Longitudine,ASP,Provincia,Citta',Indirizzo,Denominazione,Attivita',Tipo sede
0,0.0,0.0,TP,Trapani,Santa Ninfa,VIA GIARDINELLO 23,CAPP COOPERATIVA SOCIALE,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
91025,37.8660815,12.5171361,TP,Trapani,Marsala,CONTRADA DARA 744/D,CASA DI CURA MORANA ,Attività ambulatoriale case di cura private,Sede Operativa
91025,37.8660815,12.5171361,TP,Trapani,Marsala,"CONTRADA DARA, 744/D",CASA DI CURA MORANA ,Casa di cura,Sede Operativa
91025,37.8660815,12.5171361,TP,Trapani,Marsala,CONTRADA DARA 744/D,CASA DI CURA MORANA ,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,TP,Trapani,Trapani,VIA FALCONE BORSELLINO 30,CASA DI CURA MORANA ,Medicina nucleare,Sede Operativa
91025,37.8050045,12.4449739,TP,Trapani,Marsala,VIA TRAPANI 161,CASA DI CURA MORANA ,Residenza Sanitaria Assistita,Sede Operativa
0,0.0,0.0,TP,Trapani,Erice,VIA SALITA SANT'ANNA 34,CASA DI CURA SANT'ANNA,Casa di cura,Sede Operativa
91016,38.0222059,12.5479947,TP,Trapani,Erice,VIA MANZONI 83,CASA DI CURA VILLA DEI GERANI,Casa di cura,Sede Operativa
91022,37.6614253,12.8104933,TP,Trapani,Castelvetrano,VIALE DEI TEMPLI 116,CASA DI CURA VITTORIA ,Casa di cura,Sede Operativa
91026,37.6526288,12.6004993,TP,Trapani,Trapani,VIA DEI VESPRI 118,CASA VERDE SRL - CENTRO CHIRURGICO,Oculistica e chirurgia ambulatoriale,Sede Operativa
0,0.0,0.0,TP,Trapani,Calatafimi Segesta,via G. Garibaldi 56/58 ,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
91100,38.0195934,12.5337626,TP,Trapani,Trapani,via Alcamo 13 ,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Trapani,via Cap. Sieli 1 ,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Mazara del Vallo,via A. Castiglione 27 ,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
91026,37.650356,12.5964524,TP,Trapani,Mazara del Vallo,via Toniolo 13,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Marsala,via Alighieri 175,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Trapani,VIA CAP. SIELI N. 1 ,CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL ,Medicina di laboratorio - Aggregazione,Sede Operativa
91026,37.6499647,12.5985045,TP,Trapani,Mazara del Vallo,VIA CASTELVETRANO 37/B,CENTRO AMBULATORIALE DI NEFROLOGIA E DIALISI GALENO SRL,Dialisi,Sede Operativa
91017,36.830422,11.9461787,TP,Trapani,Pantelleria,C.SO UMBERTO I 112 ,CENTRO ANALISI CLINICHE CANINO SRL,Medicina di laboratorio,Sede Operativa
91020,37.7104057,12.4947628,TP,Trapani,Petrosino,VIA X LUGLIO 4/A- 6,CENTRO BENESSERE PETROSINO SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Trapani,VIA CONV. SAN F.SCO DI PAOLA 73 ,CENTRO BIOANALITICO DOTTOR AMENTA DI AMENTA & C SAS,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,TP,Trapani,Alcamo,VIA T. TASSO 37,CENTRO CLINICO E DIAGNOSTICO OFTALMOLOGICO SAS DELLA DOTTSSA MALTESE ANNA,Oculistica,Sede Operativa
0,0.0,0.0,TP,Trapani,Alcamo,CORSO GEN. MEDICI 148/A,CENTRO DI EMODIALISI DOTT MUCARIA SRL,Dialisi,Sede Operativa
0,0.0,0.0,TP,Trapani,Valderice,VIALE EUROPA 23,CENTRO DI EMODIALISI DOTT MUCARIA SRL,Dialisi,Sede Operativa
0,0.0,0.0,TP,Trapani,Trapani,V.LE FALCONE BORSELLINO 30,CENTRO DI MEDICINA NUCLEARE SRL,Medicina nucleare,Sede Operativa
0,0.0,0.0,TP,Trapani,Alcamo,VIA UMBERTO GIORDANO 84,CENTRO DI RADIOLOGIA MEDICA SRL,Radiologia,Sede Operativa
91100,38.01856,12.520822,TP,Trapani,Trapani,VIA CASCIO CORTESE 9 ,CENTRO DI RICERCHE MEDICHE CANGEMI E DITTA SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Marsala,CDA FONTANELLE 47,CENTRO DI SOLIDARIETˇ FARO,Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso,Sede Operativa
91024,37.7913503,12.9761233,TP,Trapani,Trapani,VIA ALCAMO 24,CENTRO DIAGNOSTICO RADIOLOGICO CAMPIONE SRL,Radiologia,Sede Operativa
0,0.0,0.0,TP,Trapani,Mazara del Vallo,"CONTRADA PONTE SERRONI S.S. 115 KM. 49,300",CENTRO EMODIALISI MAZARESE SRL,Dialisi,Sede Operativa
0,0.0,0.0,TP,Trapani,Valderice,VIA G. FALCONE 8,CENTRO FISIOKINESITERAPIA SALUS VALDERICE SAS,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
91016,38.0222059,12.5479947,TP,Trapani,Erice,VIA MANZONI 74,CENTRO MEDICO CARDIOLOGICO MARANZANO SAS DEL DOTT PIETRO MARANZANO & C,Cardiologia,Sede Operativa
91011,37.98042295,12.974239749999999,TP,Trapani,Alcamo,VIA PORTA PALERMO 123,CENTRO MEDICO DI FISIOTERAPIA ED ESTETICA DI PALAZZOLO CARLO ROMEO & C SNC,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Castelvetrano,VIA L. CENTONZE 7,CENTRO MEDICO DI FKT CANGEMI DI CLAUDIA CARADONNA SAS,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Erice,V.LE DELLE PROVINCE 33,CENTRO MEDICO DI FKT E RIABILITAZIONE SOLARIUM SAS,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
91100,38.0184915,12.5240046,TP,Trapani,Trapani,VIA VESPRI 157,CENTRO MEDICO DOTT BUSCAINO II CUORE PER LA VITA DEL DOTT MASSIMO CASTELLI & C SNC,Cardiologia,Sede Operativa
91025,37.7945782,12.4397485,TP,Trapani,Marsala,VIA S. GIOVANNI BOSCO 48,CENTRO MEDICO SPECIALISTICO CAMMARATA SRL,Oculistica,Sede Operativa
0,0.0,0.0,TP,Trapani,Erice,VIA MANZONI 124 ,CENTRO OCULISTICO DOTT ROMANO SALVATORE & C. SAS,Oculistica,Sede Operativa
0,0.0,0.0,TP,Trapani,Paceco,VIA PLACIDO FARDELLA 65,CENTRO ODONTOIATRICO DR FRANCESCO D'AGATE & C SNC,Odontoiatria,Sede Operativa
0,0.0,0.0,TP,Trapani,Mazara del Vallo,C.SO A. DIAZ 67,CENTRO ODONTOIATRICO TOMMASO CARMELA & C SAS,Odontoiatria,Sede Operativa
91100,38.0164847,12.5037974,TP,Trapani,Trapani,CORSO VITTORIO EMANUELE 60,CENTRO ODONTOSTOMATOLOGICO DI LAUDICINA ANTONINO E CORBASI GIUSEPPA & C SAS,Odontoiatria,Sede Operativa
91022,37.6743688,12.8074163,TP,Trapani,Castelvetrano,VIA SEGGIO 154,CENTRO POLIDIAGNOSTICO MULTIMEDICAL DI LI CAUSI NICOLA & C SRL,Poliambulatorio (Radiologia -Neurologia - Ostetricia e Ginecologia),Sede Operativa
91027,37.9813622,12.561159,TP,Trapani,Paceco,VIA GOLDONI 14,CENTRO SALUS PACHECO SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Mazara del Vallo,CONTRADA SANTA MARIA DI GESU' SN,CENTRO SANVITO SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
91025,37.7968074,12.4324048,TP,Trapani,Marsala,VIA SCIPIONE L'AFRICANO 19,CENTRO SERENA FKT GALANTI SRL,Presidio ambulatoriali recupero riabilitazione - Ortopedia e Traumatologia,Sede Operativa
0,0.0,0.0,TP,Trapani,Marsala,VIA F. ANGILERI 2,CEPAID SOC COOP SOCIALE ONLUS,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
91011,37.9780797,12.9633549,TP,Trapani,Alcamo,VIA VITTORIO VENETO 266 ,CHECK UP ANALISI CLINICHE E RIA DI D CUTINO & C SNC,Medicina di laboratorio,Sede Operativa
91025,37.792824,12.4429928,TP,Trapani,Marsala,via Mario Gandolfo 16,CLERALAB SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
91025,37.8027894,12.4427622,TP,Trapani,Marsala,VIA DEGLI ATLETI N. 16,CLERALAB SCARL,Medicina di laboratorio - Aggregazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Marsala,VIA G.MAZZINI 127/A,CLINICA ODONTOIATRICA PARRINELLO SRL,Odontoiatria,Sede Operativa
91100,38.0184915,12.5240046,TP,Trapani,Trapani,VIA VESPRI 104 ,CLINILAB SRL,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,TP,Trapani,Alcamo,VIA V. GUARRASI 3,CONSORZIO AREA VITA - RSA BONIFATO,Residenza Sanitaria Assistita,Sede Operativa
91011,37.9737306,12.9564469,TP,Trapani,Alcamo,VIA DELLE MAGNOLIE 18/D,CONSORZIO DI COOPERATIVE SOCIALI A RL SISIFO ,Assistenza domiciliare persone in fase terminale,Sede Operativa
91011,37.9759475,12.9554937,TP,Trapani,Alcamo,VIA GAETANO MARTINO N. 22,CONSORZIO LABORATORI RIUNITI ALCAMO ARL,Medicina di laboratorio - Aggregazione,Sede Operativa
91011,37.9777991,12.9670045,TP,Trapani,Alcamo,via Ferrantelli 62 ,CONSORZIO LABORATORI RIUNITI ALCAMO ARL,Medicina di laboratorio - Aggregazione,Punto di accesso
91022,37.6677778,12.7869851,TP,Trapani,Castelvetrano,via Campobello 34/38 ,CONSORZIO LABORATORI RIUNITI ALCAMO ARL,Medicina di laboratorio - Aggregazione,Punto di accesso
91011,37.9804108,12.9602448,TP,Trapani,Alcamo,corso VI Aprile 273 ,CONSORZIO LABORATORI RIUNITI ALCAMO ARL,Medicina di laboratorio - Aggregazione,Punto di accesso
91011,37.9778704,12.9612413,TP,Trapani,Alcamo,via Simone Corleo 12,CONSORZIO LABORATORI RIUNITI ALCAMO ARL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Castellammare del Golfo,via Q. Sella 1,CONSORZIO LABORATORI RIUNITI ALCAMO ARL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Calatafimi Segesta,via Arc. N. Bonaiuto 1/C ,CONSORZIO LABORATORI RIUNITI ALCAMO ARL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Trapani,VIA TEN. ALBERTI 21,CONSULTORIO FAMILIARE CRESCERE INSIEME,Consultorio,Sede Operativa
91025,37.7941709,12.475405,TP,Trapani,Marsala,CONTRADA SAN SILVESTRO 452/A,CSR CONSORZIO SICILIANO DI RIABILITAZIONE A RL,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
0,0.0,0.0,TP,Trapani,Mazara del Vallo,C/DA ALTAVILLA MALPASSO VIA GIACOMO MANZU',CSR CONSORZIO SICILIANO DI RIABILITAZIONE A RL,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
91027,37.9908086,12.5561406,TP,Trapani,Paceco,VIA CAMPO SPORTIVO 5,CSR CONSORZIO SICILIANO DI RIABILITAZIONE A RL,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
0,0.0,0.0,TP,Trapani,Salemi,CONTRADA S.FRANCESCO DI PAOLA,CSR CONSORZIO SICILIANO DI RIABILITAZIONE A RL,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
0,0.0,0.0,TP,Trapani,Alcamo,PIANO S. MARIA C/O CONVENTO SANTA MARIA,CSR CONSORZIO SICILIANO DI RIABILITAZIONE A RL,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
0,0.0,0.0,TP,Trapani,Gibellina,via Archimede n. 1,CTA SALUS SRL,Comunità Terapeutica Assistita,Sede Operativa
0,0.0,0.0,TP,Trapani,Marsala,VIA F. CRISPI 86,DAY HOSPITAL SRL,Poliambulatorio (Medicina di laboratorio e Radiologia),Sede Operativa
91025,37.7932705,12.4450264,TP,Trapani,Marsala,CORSO CALATAFIMI 110,DENTAL SALUS DI AGATA ANNA TUMMINELLO & C. S.N.C.,Odontoiatria,Sede Operativa
91026,37.6495349,12.5951258,TP,Trapani,Mazara del Vallo,VIA VALERIA 40,DERMOESTETICA ZAMBITO SAS DI ZAMBITO SPADARO LUANA & C,Dermatologia,Sede Operativa
91021,37.6373476,12.7365584,TP,Trapani,Campobello di Mazara,VIA S. GIOVANNI BOSCO 3,DIAGNOSTICA DI RADIOLOGIA MEDICA SRL,Radiologia,Sede Operativa
0,0.0,0.0,TP,Trapani,Alcamo,VIA G. MARTINO 49/B ,DIAGNOSTICA INTEGRATA DOTT F RUSSO SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
91014,38.0224316,12.8814042,TP,Trapani,Castellammare del Golfo,VIA ZINGARO 3 ,DIAGNOSTICA INTEGRATA DOTT F RUSSO SRL,Poliambulatorio (Radiologia e Fisiokinesiterapia),Sede Operativa
0,0.0,0.0,TP,Trapani,Alcamo,VIA G. MARTINO 49/B ,DIAGNOSTICA INTEGRATA DOTT F RUSSO SRL ,Poliambulatorio (Radiodiagnostica e Medicina Nucleare),Sede Operativa
0,0.0,0.0,TP,Trapani,Castelvetrano,VIA L. CENTONZE 3,DIAVERUM ITALIA SRL,Dialisi,Sede Operativa
0,0.0,0.0,TP,Trapani,Marsala,VIA F. CRISPI 86,DIAVERUM ITALIA SRL,Dialisi,Sede Operativa
91100,38.0147186,12.510174199978305,TP,Trapani,Trapani,P.ZZA SANT'AGOSTINO 12,DOTT ALBERTO ADRAGNA SRL,Odontoiatria,Sede Operativa
0,0.0,0.0,TP,Trapani,Custonaci,VIA RAGUSA 47,ERACLEA FISIOCENTER DI ANNA PANFALONE & C SAS,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Partanna,VIA FAVARA 2,ERSEMA SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Castelvetrano,VIA G. MAZZINI 35,EYE CARE SYSTEM SRL,Oculistica,Sede Operativa
91100,38.0186963,12.5369974,TP,Trapani,Trapani,VIA GENUARDI 10,FISIOTERAPICA TRAPANESE DI GRECO ANGELINA & C SAS,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Trapani,VIA CAP. S. FONTANA 26,FONDAZIONE AUXILIUM CENTRO AMBULATORIO SPASTICI,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
91019,38.0426809,12.6248444,TP,Trapani,Valderice,VIA RAGOSIA 1,FONDAZIONE AUXILIUM VILLA NAZARET,Centro diurno per soggetti affetti da disturbo autistico,Sede Operativa
91026,37.6617566,12.5981785,TP,Trapani,Mazara del Vallo,VIA DELL'ACQUEDOTTO 5/9/A,GAIA SRL,Residenza Sanitaria Assistita,Sede Operativa
0,0.0,0.0,TP,Trapani,Partanna,VIA VESPRI N. 86,GAMMA INTERLAB SCARL,Medicina di laboratorio - Aggregazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Partanna,VIA VESPRI 86,GAMMA INTERLAB SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Salaparuta,via G. Leopardi 16,GAMMA INTERLAB SCARL,Medicina di laboratorio - Aggregazione,Punto Prelievo
0,0.0,0.0,TP,Trapani,Santa Ninfa,via Ugo Bassi 31 ,GAMMA INTERLAB SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Campobello di Mazara,via G. Garibaldi 56,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Salemi,VIA E. SCIMEMI VI TRAVERSA 9,GINNIC CLUB ALICIA SAS DI CALISTRO GIOVANNA & C,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Castelvetrano,"VIALE DEI TEMPLI 116 (EX S.S.115 KM. 75,200)",GINNIC CLUB VANICO SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
91022,37.6692748,12.7872398,TP,Trapani,Castelvetrano,VIA SAPEGNO 12,HERMES SRL SERVIZI SANITARI SELINUNTINI,Radiologia,Sede Operativa
91100,38.0140941,12.5362382,TP,Trapani,Trapani,VIA SALEMI 88,ISAS ARMONIA ONLUS,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
91021,37.632028,12.7417808,TP,Trapani,Campobello di Mazara,VIA PALERMO S.N.,KINESTATIC DI PUCCIO DIEGO & C SAS,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Gibellina,via Scarlatti 3/5,KOALA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Alcamo,via T. Tasso 120 ,KOALA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Vita,VIA L. MARTIGNONI N.78,KOALA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
91022,37.6754532,12.7926023,TP,Trapani,Castelvetrano,VIA ROSOLINO PILO 111,KOALA SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
91011,37.9817035,12.960104,TP,Trapani,Alcamo,VIA TORQUATO TASSO N. 120 ,KOALA SCARL,Medicina di laboratorio - Aggregazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Calatafimi Segesta,CONTRADA SASI - VIA PIERSANTI MATTARELLA,LA FORZA SOCIETˇ COOPERATIVA SOCIALE ,Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso,Sede Operativa
0,0.0,0.0,TP,Trapani,Campobello di Mazara,VIA V. EMANUELE II 221,LA SVOLTA PER LA RINASCITA,Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso,Sede Operativa
0,0.0,0.0,TP,Trapani,Mazara del Vallo,corso Calatafimi 8/a-c,LABORATORI ANALISI SALVO SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Mazara del Vallo,CORSO CALATAFIMI N. 8/A - 8/C -,LABORATORI ANALISI SALVO SRL,Medicina di laboratorio - Aggregazione,Sede Operativa
91022,37.6828903,12.7964666,TP,Trapani,Castelvetrano,VIA LUCIANO MESSINA 14,LABORATORIO ANALISI ABC SCIMEMI & C SNC,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,TP,Trapani,Mazara del Vallo,VIA A. GRAMSCI 16-18,LABORATORIO ANALISI CLINICHE DELLA DOTTSSA DI LIBERTI ANTONIETTA & C SAS,Medicina di laboratorio,Sede Operativa
91100,38.0111375,12.5538501,TP,Trapani,Trapani,VIA VILLA ROSINA 19,LABORATORIO ANALISI CLINICHE DOTT G SICOMO SRL,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,TP,Trapani,Erice,VIA G. CESARO 6,LABORATORIO ANALISI CLINICHE DOTTSSA LUPARELLO GIOVANNA SRL,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,TP,Trapani,Trapani,VIA G. MAZZINI 20/22 ,LABORATORIO ANALISI CLINICHE DR CASSISA GIUSEPPE SNC,Medicina di laboratorio,Sede Operativa
91025,37.796739099999996,12.434902579630322,TP,Trapani,Marsala,P.ZZA DEL POPOLO 27 ,LABORATORIO ANALISI CLINICHE DR MONTALTO NINFA NADIA DI TOMO ANTONINA & C SAS,Medicina di laboratorio,Sede Operativa
91021,37.6335856,12.7472328,TP,Trapani,Campobello di Mazara,VIA SELINUNTE 41 ,LABORATORIO ANALISI CLINICHE E BATTERIOLOGICHE DOTT SRE ABATE DELLA DOTTSSA BARBERA VITA & C SAS,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,TP,Trapani,Alcamo,PIAZZETTA VESPRI 3,LABORATORIO ANALISI CLINICHE FLEMING SRL,Medicina di laboratorio,Sede Operativa
91022,37.6802224,12.7931418,TP,Trapani,Castelvetrano,VIA CRISPI 67 ,LABORATORIO ANALISI CLINICHE SANILAB DI CLEMENTE ANNA SNC ,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,TP,Trapani,Trapani,VIA P. MATTARELLA 74 ,LABORATORIO ANALISI DOTT F RIZZO SRL,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,TP,Trapani,Salemi,VIA G. GENTILE 18,LABORATORIO ANALISI DOTT LOIACONO GIUSEPPINA & C SAS,Medicina di laboratorio,Sede Operativa
91016,38.018962,12.5583503,TP,Trapani,Erice,VIA ARGENTERIA 1 ,LABORATORIO ANALISI DOTT LUIGI VITALE & C SAS,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,TP,Trapani,Trapani,VIA F. DE ROBERTO 32 ,LABORATORIO ANALISI DOTT RM D'ANGELO & C SAS,Medicina di laboratorio,Sede Operativa
91100,38.0135089,12.5392044,TP,Trapani,Trapani,VIA PLAUTO 22 ,LABORATORIO ANALISI DOTT VINCENZO PERAINO SRL,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,TP,Trapani,Paceco,VIA F. CRISPI 72/74,LABORATORIO ANALISI DR ZICHICHI & C SAS,Medicina di laboratorio,Sede Operativa
91019,38.0426809,12.6248444,TP,Trapani,Valderice,VIA VESPRI 148 ,LABORATORIO DI ANALISI CECAP SRL,Medicina di laboratorio,Sede Operativa
91025,37.7216711,12.5192477,TP,Trapani,Marsala,CONTRADA STRASATTI 424 ,LABORATORIO MEGA SAS DI LICARI VINCENZO & C ,Medicina di laboratorio,Sede Operativa
91025,37.8013292,12.439431,TP,Trapani,Marsala,VIA PASCASINO 63 ,LAC DI BARTOLO SRL,Medicina di laboratorio,Sede Operativa
91100,38.0189092,12.5239275,TP,Trapani,Trapani,via Marino Torre 132/A,LARIT SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
91027,37.9802257,12.5563965,TP,Trapani,Paceco,VIA GIOVANNI AMENDOLA 28,LARIT SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Trapani,VIA VILLA ROSINA 31 F- 33 F,LARIT SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
91100,38.01856,12.520822,TP,Trapani,Trapani,via Cascio Cortese 9,LARIT SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Erice,via G. Cesar 6,LARIT SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
91013,37.9135648,12.8604748,TP,Trapani,Trapani,via Mazzini 22,LARIT SCARL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,TP,Trapani,Trapani,VIA VILLA ROSINA N. 31F-33F ,LARIT SCARL,Medicina di laboratorio - Aggregazione,Sede Operativa
0,0.0,0.0,TP,Trapani,Mazara del Vallo,VIA G.G. ADRIA 44,LAVORATORI AUTONOMI ANALISI CLINICHE ASSOCIATI SNC DI TILONE VINCENZA E RAGOLIA ANTONINA,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,TP,Trapani,Castellammare del Golfo,C.SO UMBERTO I 55/A,LIFE SRL,Comunità Terapeutica Assistita,Sede Operativa
91026,37.6391996,12.6154584,TP,Trapani,Mazara del Vallo,VIALE AFRICA 63,LO RE SRL DIAGNOSTICA PER IMMAGINI,Radiologia,Sede Operativa
0,0.0,0.0,TP,Trapani,Campobello di Mazara,CONTRADA TORRETTA GRANITOLA,L'OASI DI TORRETTA ASSOCIAZIONE ONLUS,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
0,0.0,0.0,TP,Trapani,Campobello di Mazara,CONTRADA CAMPANA S.P. TRE FONTANE,L'OASI DI TORRETTA ASSOCIAZIONE ONLUS,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
91100,38.0157703,12.5356128,TP,Trapani,Trapani,VIA PARTANNA 8,MEDICAL CENTER SRL,Dialisi,Sede Operativa
91020,37.7533624,13.0091847,TP,Trapani,Salaparuta,VIA EMILIA 5,MILLENNIUM CENTRO DI MEDICINA FISICA E RIABILITAZIONE SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
91014,38.0212747,12.8858972,TP,Trapani,Castellammare del Golfo,VIA DUCHESSA 8 ,MOTUS CENTER SNC,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
91100,38.0195934,12.5337626,TP,Trapani,Trapani,VIA SCOPELLO 17,MULTIMEDICA TRAPANESE SRL,Radiologia,Sede Operativa
0,0.0,0.0,TP,Trapani,Salemi,CONTRADA FILCI BAGNITELLI 927,MYRHIAM RINASCITA ONLUS SOC COOP SOCIALE,Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso,Sede Operativa
0,0.0,0.0,TP,Trapani,Partanna,VIA FAVARA 2,POLISPECIALISTICA LEONE SRLS,Poliambulatorio (Radiologia -Neurologia - Ostetricia e Ginecologia),Sede Operativa
91026,37.650356,12.5964524,TP,Trapani,Mazara del Vallo,VIA TONIOLO 13,RADIUS MEDICAL CENTER SRL,Radiologia,Sede Operativa
91025,37.8035835,12.4474936,TP,Trapani,Marsala,VIA DANTE ALIGHIERI 133,RIABILITY GROUP SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
91016,38.0273736,12.550948,TP,Trapani,Erice,VIA EUROPA 21,SALUSTRA CTA,Comunità Terapeutica Assistita,Sede Operativa
0,0.0,0.0,TP,Trapani,Mazara del Vallo,VIA DEI PURITANI 7 - CONTRADA ARCHI SERRONI,SALUTE E BENESSERE ,Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso,Sede Operativa
0,0.0,0.0,TP,Trapani,Erice,VIA G. CLEMENTE 10/A,SAMAN SERVIZI COOP SOCIALE ARL,Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso,Sede Operativa
0,0.0,0.0,TP,Trapani,Marsala,CONTRADA GURGO 45 CORPI A E B,SAMAN SERVIZI COOP SOCIALE ARL,Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso,Sede Operativa
91018,37.8151886,12.8072175,TP,Trapani,Trapani,VIA DEGLI ORTI 118,SAMOT RAGUSA ONLUS,Assistenza domiciliare persone in fase terminale,Sede Operativa
0,0.0,0.0,TP,Trapani,Santa Ninfa,VIA COMPARTO 67,SAN MARCO DI MARCO PIAZZA & C SAS,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
