lat,long,description,name
0.0,0.0,C/DA SALINA SN,CTA NUOVA GENERAZIONE COOPERATIVA SOCIALE A RL
38.1344534,13.3460706,VIA VILLA SPERLINGA 3,CUTIS SAS DI ALFREDO CARUSO
0.0,0.0,VIA PADRE G.PUGLISI 30,DENTAL CARE DI GARGANO SRLS
38.0484136,13.0055283,VIA ROMA 40,DENTAL WORLD DI PALAZZOLO EUGENIO & C SAS
37.8193156,13.2946125,VIA PIERSANTI MATTARELLA 7,DENTIST SURGERY SAS DI ODDO MARIO
0.0,0.0,P.ZZA G.BELLISSIMA 25-29,DIAGNOSTICA BIOMEDICA SRL
37.7910868,14.1120907,VIA VENTICINQUE APRILE 95,"DIAVERUM ITALIA SRL "
0.0,0.0,VIA DANTE 77 CON INGRESSO DA VIA SCARLATTI N.,DIBA SRL
0.0,0.0,P.ZZA GEN. TURBA 76,DOTT MATTEO CARUSO
0.0,0.0,VIA F. FERRI N. 10,"DOTT SERGIO MILAZZO SAS DI MILAZZO SERGIO "
38.1352563,13.3451629,"VIA VANN'ANTO' 18 ",DOTT CAJOZZO GIUSEPPINA LABORATORIO ANALISI CLINICHE SAS
38.1401332,13.3277434,VIA CRUILLAS 2A,DOTT CANESTRO GIUSEPPE
38.13246,13.3501331,VIA MARCHESE UGO 56,DOTT DI GIOVANNI FABRIZIO
38.1221612,13.3542638,VIA VELASQUEZ 38,DOTT FEDERICO INGRIA
0.0,0.0,VIA LIBERTA' 3/A,DOTT FRANCESCO DAVI'
38.1760688,13.2416038,VIA FRATELLI CAIROLI 3/7/9,DOTT GELUARDI GIULIO - STUDIO ORTOPEDICO FISIOTERAPICO SAS
38.1172024,13.346473,VIA VILLA CAPUTO 4,"DOTT LI MULI MARCELLO "
38.1314624,13.1823064,VIA SANSONE 21,DOTT PIETRO CONIGLIARO
0.0,0.0,VIA A. SORDI 12,DOTTSSA ANTONINA SALERNO & C SAS
0.0,0.0,VIA G. SERPOTTA 67/B,DOTTSSA REALE M TERESA
0.0,0.0,via Quasimodo 14,DUOLAB SC A RL
38.0371177,13.4589979,via Papa Leone II 78/80,DUOLAB SC A RL
0.0,0.0,VIA PAPA LEONE II N. 78/80,"DUOLAB SC A RL "
0.0,0.0,VIA DOTTO 12,EMODIALISI PALERMO SRL
0.0,0.0,VIA SCIALABBA 8/10,EMOTEAM LABORATORI ANALISI SC A RL
37.9815981,13.685566,VIA LEONARDO DA VINCI 58,EMOTEAM LABORATORI ANALISI SC A RL
38.1518456,13.3356114,VIA SACRA FAMIGLIA 24,EMOTEAM LABORATORI ANALISI SC A RL
38.1031479,13.3668598,VIA BERGAMO 66,EMOTEAM LABORATORI ANALISI SC A RL
0.0,0.0,"Via San Raffaele Arcangelo 9,9/A e 9/B",EMOTEAM LABORATORI ANALISI SC A RL
37.7037525,13.2591235,via Fiorenza 5/7/9,EMOTEAM LABORATORI ANALISI SC A RL
0.0,0.0,via G. Zappa 142,EMOTEAM LABORATORI ANALISI SC A RL
37.6954635,14.11249765150913,piazza Regina Margherita 20,EMOTEAM LABORATORI ANALISI SC A RL
37.972886,13.1863285,corso Umberto I 133,EMOTEAM LABORATORI ANALISI SC A RL
38.1214741,13.3552022,piazzale Ungheria 84,EMOTEAM LABORATORI ANALISI SC A RL
38.146355,13.3355653,via Liguria 37,EMOTEAM LABORATORI ANALISI SC A RL
38.0968679,13.4254716,via Messina Marine 449/D,EMOTEAM LABORATORI ANALISI SC A RL
0.0,0.0,via Villa Heloise 42,EMOTEAM LABORATORI ANALISI SC A RL
38.0837956,13.3577254,via del Castoro 9,EMOTEAM LABORATORI ANALISI SC A RL
38.0840107,13.503869,via Dante 25,EMOTEAM LABORATORI ANALISI SC A RL
38.0861664,13.5237868,via Del Monaco 37,EMOTEAM LABORATORI ANALISI SC A RL
0.0,0.0,VIA A. BORRELLI N. 1/G -,"EMOTEAM LABORATORI ANALISI SC A RL "
0.0,0.0,CONTRADA S. GUGLIELMO SN,"FAUNI SOCIETA' COOPERATIVA "
0.0,0.0,VIA ORSA MAGGIORE 138/140/142 E 146 CON INGRE,FIDES SRL
0.0,0.0,VIA A. AGOSTINO N. 3-31,FISIOKINESITERAPIA D'ARPA SRL
38.0755204,13.4481711,VIA CATANIA 13,FISIOMEL CENTRO MEDICO DI FKT DI MESSINA A E LAVORO P SNC
0.0,0.0,VIA G. ROCCELLA 143,GAVERING SNC DEI DOTTORI DI FEDE
0.0,0.0,"via G. Pipitone Federico, 129",GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
37.9642444,13.4573788,via Mazzini 33/35,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
0.0,0.0,via G. Palermo 28,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
38.1460787,13.3499448,via Imperatore Federico 28,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
0.0,0.0,via M.se di Villabianca 120,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
0.0,0.0,via G. Puccini 34,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
0.0,0.0,via Vitt. Eman.Orlando 134/136/138,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
37.9058344,13.8138858,via Roma 24,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
37.918545,13.9375252,via Roma 41,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
0.0,0.0,Via D. Cimarosa 15,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
38.1268287,13.3489411,via Sammartino 93,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
38.1347478,13.3418019,via Sciuti 87/C,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
38.1428042,13.3336854,viale delle Alpi 77,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
37.9635601,13.4573547,via Cirrincione 10,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
38.1144917,13.3387792,via Eugenio L'Emiro 20/b.c.,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
37.970956,13.7270664,via Libertà 56,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
38.1523242,13.3335848,via Briuccia 84,GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL
38.1347478,13.3418019,via Sciuti 174,GENERALAB SC A RL
38.1188694,13.3276974,via Lentini 10,GENERALAB SC A RL
38.1099253,13.3791441,via Messina Marine 431/C,GENERALAB SC A RL
38.1347478,13.3418019,via Sciuti 41,GENERALAB SC A RL
0.0,0.0,via Salvatore Santamaura 3 (ex via C n.3),GENERALAB SC A RL
0.0,0.0,VIA REGIONE SICILIANA 1470 (CDC VILLA SERENA),GENESY SRL
38.1101784,13.3663237,PIAZZA GIULIO CESARE 44,GIUGGYDENT SRL
37.9862213,13.6994964,PIAZZA DELLE TERME 2,GRAND HOTEL DELLE TERME
0.0,0.0,VIA PRESTISIMONE 4,IDIM CENTRO TAC SRL
0.0,0.0,VIA SAN LORENZO COLLI 312,IDS ISTITUTO DIAGNOSTICO SICILIANO SRL
37.7888909,14.1062376,VIA DELLA REPUBBLICA,"IL TRIANGOLO DELLA SALUTE DI GANGI LUCIANO & C SAS "
38.1042553,13.3241522,VIA NAVE 51,IMPP VILLA NAVE
38.1022207,13.35364,via Volontari Italiani del Sangue 8,INTERLAB SCARL
38.1025493,13.3886181,"via Alagna 2 ",INTERLAB SCARL
0.0,0.0,"via Pacinotti 16, 18 e 24",INTERLAB SCARL
0.0,0.0,"VIA G. ALAGNA N. 2/C-E ","INTERLAB SCARL "
38.0443009,13.1188574,VIA SIRACUSA 8,IO COMUNICO SRL
0.0,0.0,VIA SARDEGNA 4,IPAB CASA DEL FANCIULLO
38.1229885,13.3569024,VIA RUGGERO SETTIMO 55,ISME ISTITUTO MEDICO EUROPEO
0.0,0.0,VIA G. DAITA 15,ISTITUTO CLINICO LOCOROTONDO SRL
38.1408683,13.3556346,VIA ANGIO' 27,ISTITUTO DEI CIECHI OPERE RIUNITE I FLORIO - FA SALAMONE
0.0,0.0,VIA P.PE DI PATERNO' 128,ISTITUTO DI FISIOKINESITERAPIA CANDIA SAS
38.1223044,13.3447344,VIA DANTE 330,ISTITUTO MERIDIONALE ANGIO TAC SRL
38.0796932,13.5150685,VIA LUIGI CAPUANA 12/14,ISTITUTO ODONTOIATRICO DI GIANNICOLO TOMASELLO & C SNC
0.0,0.0,"VIA PADRE GIUSEPPE PUGLISI N. 74/76 ",ISTITUTO POLISPECIALISTICO CLINICO DIAGNOSTICO DR. GIUSEPPE LIGUORI SCARL
0.0,0.0,via dell'Orsa Minore n. 85/87,ISTITUTO POLISPECIALISTICO CLINICO DIAGNOSTICO DR. GIUSEPPE LIGUORI SCARL
0.0,0.0,VIA PADRE GIUSEPPE PUGLISI N. 74/76,"ISTITUTO POLISPECIALISTICO CLINICO DIAGNOSTICO DR. GIUSEPPE LIGUORI SCARL "
38.0857909,13.5151256,VIA PLAUTO N. 2,KABAT SRL
0.0,0.0,VIA SAN LORENZO COLLI 316,"KAROL "
38.0739445,13.4446963,Via GIBILMANNA 50,"KAROL "
38.0768774,13.4379323,VIA DELLE ALPI N.66,KOALA SCARL
0.0,0.0,via L. Caruso 32,KOALA SCARL
0.0,0.0,CONTRADA CALABRONE VIA CIRCONVALLAZIONE 187,KURHAUS SRL
0.0,0.0,VIA CUBA 24 A-B-C,LABOR SRL (LABORATORIO ANALISI DOTT G VITRANO SRL)
37.8211004,13.8900636,VIA GARIBALDI 51,LABORATORIO ANALISI CLINICHE CALTAVUTURO DI SERRA MARIA & C SAS
37.8472974,13.7620307,VIA ARCIPRETE MILITELLO 10,LABORATORIO ANALISI CLINICHE CASTIGLIA CROCIFISSA & C SNC
38.1724094,13.2399703,VIA ROMA 53/55,LABORATORIO ANALISI CLINICHE DELLA DOTTSSA DI GIOVANNA GRAZIA SNC
38.118134,13.3484234,VIA IMERA 101,LABORATORIO ANALISI CLINICHE DI IMPELLIZZERI MAURIZIO & C SNC
38.0747121,13.5093861,VIA ANGIO' 106,LABORATORIO ANALISI CLINICHE DOTT ANTONINO DI SALVO E C SAS
38.1444484,13.3394432,V.LE CAMPANIA 1B,LABORATORIO ANALISI CLINICHE DOTT P MAIORCA
38.0835566,13.5063183,C.SO BUTERA 289,LABORATORIO ANALISI CLINICHE DOTTSSA BALISTRERI ROSALIA SAS
38.0789373,13.5102457,VIA S. ANGELO 7,LABORATORIO ANALISI CLINICHE DOTTSSA CRIVELLO PAOLA SAS DI TOMASELLO AGOSTINO GABRIELE BENITO
38.1359427,13.3621611,LARGO VILLAURA 5,LABORATORIO ANALISI CLINICHE DOTTSSA SAITO LUCIANA
37.7972742,14.2019264,VIA NAZIONALE 122,LABORATORIO ANALISI CLINICHE DR DAVIDE FORTUNATO SGROI & C SAS
0.0,0.0,VIA UMBERTO 137,LABORATORIO ANALISI CLINICHE DSSA DAINO DOMENICA
37.9890941,13.6978609,VIA BELVEDERE 10,LABORATORIO ANALISI CLINICHE E MICROBIOLOGICHE DOTT LILIANA MORMINO
0.0,0.0,VIA CAVOUR 55 FRAZIONE FINALE DI POLLINA,LABORATORIO ANALISI CLINICHE F PUCCIO E CINQUEGRANI SNC
0.0,0.0,VIA M.SE DI VILLABIANCA 114,LABORATORIO ANALISI CLINICHE IMPASTATO & C DI SERAFINA IMPASTATO SNC
38.0781124,13.2843021,VIA DELLA REPUBBLICA 10,LABORATORIO ANALISI CLINICHE LA MANTIA ROSARIA SRL
37.7485053,13.6002911,P.ZZA UMBERTO I 23,LABORATORIO ANALISI CLINICHE LATTUCA MARIA ASSUNTA & C SAS
37.9815981,13.685566,VIA LEONARDO DA VINCI 282,LABORATORIO ANALISI CLINICHE LEONARDO DA VINCI DI GRILLO MASSIMILIANO VITO SAS
37.9325452,13.6679844,VIA MARGHERITA 41,LABORATORIO ANALISI CLINICHE MARCELLINO SNC
38.19722,13.3121492,VIA IFIGENIA N 27,LABORATORIO ANALISI CLINICHE QUINTINO SELLA SAS DI ARICO' MARIA PIA E C DI CAMPANELLA VIVIANA
37.9152706,13.7618213,VIA GRATONE 9,LABORATORIO ANALISI CLINICHE SNC DI GALBO FRANCESCA E PASSAFIUME LETIZIA & C
37.8118638,13.9993935,VIA MADDALENA 16,LABORATORIO ANALISI DOTT CAMMARATA SALVATORE
38.1488479,13.0869021,V.LE DELLE MAGNOLIE 58,LABORATORIO DI ANALISI CLINICHE DOTT GIUSEPPE ALBEGGIANI SAS DEL DOTT GIUSEPPE RANDAZZO
0.0,0.0,"VIA SEN. BATTAGLIA 36 ",LABORATORIO POLIDIAGNOSTICO SNC
37.972886,13.1863285,C.SO UMBERTO I 346/348,LIFE SNC DI GIGANTI GABRIELLA & C
38.1401377,13.312315,VIA SCAGLIONE 9,LOCOROTONDO LABS SRL
38.1967456,13.2491241,via Roma 57,LOCOROTONDO LABS SRL
0.0,0.0,via O. Arena 19-21-23,LOCOROTONDO LABS SRL
38.125017,13.3536652,via Carducci 3/E,LOCOROTONDO LABS SRL
0.0,0.0,via Nicol Gallo 5/B,LOCOROTONDO LABS SRL
0.0,0.0,VIA G. CARDUCCI N. 3- 3/A-B-C-E,"LOCOROTONDO LABS SRL "
0.0,0.0,V.LE REG.SICILIANA KM1,M MALPIGHI AMBULATORIO DI NEFROLGIA ED EMODIALISI SRL
0.0,0.0,VIA LUIGI CASTIGLIA 5,MADRE DEL DIVINO AMORE
38.1198344,13.3246737,VIA PERPIGNANO 11/F,MARIA SANFILIPPO GESTITO DALLA SOCIETA' MA'MA SRL
0.0,0.0,VIA M. STABILE 151,MEDICINA NUCLEARE SRL
37.9025493,13.4303583,VIA LIBERTA' 171,MEDIDENT DI CAVATAIO GIUSEPPE & C SAS
0.0,0.0,VIA M. STABILE 118/A,MICRO BIOS SRL
0.0,0.0,V.LE REGINA MARGHERITA N. 2/B,MORANA IVANA & ADRAGNA ROSARIO - STUDIO MEDICO DENTISTICO SNC
38.0940072,13.3809474,VIA FICHIDINDIA 33,NEPHROCARE SPA
0.0,0.0,VIA D. COSTANTINO 2,NEPHRON SRL - CENTRO DI DIALISI
38.0581643,13.3163625,VIA ALTOFONTE 81,"NUOVA CASA DI CURA D'ANNA "
38.0581643,13.3163625,VIA ALTOFONTE 81,"NUOVA CASA DI CURA D'ANNA "
38.1202481,13.3431928,V.LE REGINA MARGHERITA 5,"NUOVA CASA DI CURA DEMMA "
38.0341331,13.4519722,VIA TRIESTE 12,NUOVA IMAGING DR PIETRO POLIZZI SRL
38.0854294,13.5075377,VIA EMILIO MURDOLO 16/20,OFTA STUDIO SAS DI GIUSEPPA D'AMICO
38.0854294,13.5075377,Via Murdolo 26,OFTA STUDIO SAS DI GIUSEPPA D'AMICO
0.0,0.0,CONTRADA NOTARMARIO S.N.,OMNIA SERVICES - COOP SOCIALE A RL
37.9064333,13.4854914,VIA TRAINA 36,ORTOKINESIS CENTRO DI FISIOTERPIA SAS DI LICATA VINCENZA & C
0.0,0.0,"Via San Lorenzo, n. 75/B -",PAMAFIR SRL
38.169207,13.3111264,via S.Lorenzo 75/A-B,PAMAFIR SRL
38.1955612,13.280207,via Sferracavallo 214,PAMAFIR SRL
38.169207,13.3111264,VIA S. LORENZO 75/A-B,PAMAFIR SRL POLIAMBULATORIO POLISPECIALISTICO
0.0,0.0,piazza P.pe Camporeale 122,POLILAB SCARL
0.0,0.0,LARGO F. LIONTI N. 8,POLILAB SCARL
38.1518766,13.3312262,viale Strasburgo 167,POLILAB SCARL
0.0,0.0,via P.pe di Villafranca 29,POLILAB SCARL
0.0,0.0,LARGO F. LIONTI N. 8,"POLILAB SCARL "
37.7010508,13.2631058,VIA DECANO DI VINCENTI 91,"POLIMEDICAL CENTER DI COSTA DOTT GIOVANNI MARCELLO E COSTA BENEDETTO SNC "
38.1223044,13.3447344,VIA DANTE 58,"POLIMEDICAL CENTER DI COSTA DOTT GIOVANNI MARCELLO E COSTA BENEDETTO SNC "
38.0774264,13.447093,VIA DE GASPERI 255,POSEIDON SC A RL CENTRO FKT
38.1278874,13.2872909,VIA SPADAFORA 17,"PROSPETTIVA SOCIO SANITARIA SRL - VILLA DEI GLICINI RESIDENCE "
37.8227356,13.2950736,VIA MADRE TERESA CORTIMIGLIA 22,RAL SRL
0.0,0.0,CONTRADA MAGRA,"RIABILIA CENTRO DI FISIOKINESITERAPIA - ORTOPEDIA DI ORLANDO PAOLINA & C SAS "
0.0,0.0,VIA CIMBALI 45/A- 45 - 43/C- 43/B - 43/A,RSA GESTITA DALLA COOPERATIVA AZIONE SOCIALE ARL
38.0208863,14.1600995,VIA EINAUDI 43,RSA MAGI COPERATIVA SOCIALE ARL
38.0806974,13.3066471,VIA AQUINO MOLARA 49,RSA MOLARA GESTITA DALLA SOCIETA EUROMANAGER SANITA SRL
0.0,0.0,VIA DEI QUARTIERI N. 42/46 (PIANO -1 E -2 C,SALUS LAB SC A RL
37.6788466,13.2703506,"VIA UNGHERIA 103 ",SALUS LAB SC A RL
0.0,0.0,via G. Turrisi Colonna 74/76,SALUS LAB SC A RL
0.0,0.0,via Don G. Colletto 74,SALUS LAB SC A RL
38.0845172,13.4250904,corso dei Mille 1306/1308,SALUS LAB SC A RL
0.0,0.0,via G. Pitr 139,SALUS LAB SC A RL
0.0,0.0,largo F. Garufi 10,SALUS LAB SC A RL
0.0,0.0,VIA PADRE CANALE S.N.,SALUSTRA SRL SANTA ROSALIA
0.0,0.0,VIA G. GIUSTI 33,SAMO ONLUS
38.125133,13.3553195,VIA DELLA LIBERTA' 193,SAMOT ONLUS
38.1485081,13.3419027,P.LE DEL FANTE 16-17,SANICAM PALERMO SPA
0.0,0.0,VIA S. SANTA MAURA 3,SANITA' FUTURA SRL
38.1188694,13.3276974,VIA LENTINI 10,SANITA' FUTURA SRL
0.0,0.0,VIA RUGGERO LAURIA 70,SANITA' FUTURA SRL
38.1045379,13.3341653,corso Calatafimi 390,SANITA' FUTURA SRL
37.9729035,13.1863558,via Aiello 1,SANITA' FUTURA SRL
38.1587293,13.1738256,via Pio La Torre 36,SANITA' FUTURA SRL
38.1026997,13.3281167,via Rosina Anselmi 3/C,SANITA' FUTURA SRL
0.0,0.0,VIA VALENTINO COLOMBO N. 6-6/A,"SANITA' FUTURA SRL "
38.1099253,13.3791441,VIA MESSINA MARINE 431 C,SERENI ORIZZONTI 1 SRL
0.0,0.0,CONTRADA S.ONOFRIO SN,SERVIZIO TERAPEUTICO RIABILITATIVO RESIDENZIALE (CONGREGAZIONE DEI POVERI SERVI DELLA DIVINA PROVVIDENZA ISTITUTO DON CALABRIA)
0.0,0.0,CONTRADA CESARELLA SNC,SICANIA MEDICA SRL
38.1517461,13.3311248,VIA BELGIO 2A,"SOCIETA' POLISPORTIVA PALERMO "
38.1278445,13.3493502,VIA CATANIA 17,SOCIETA DENTALIN SRL
38.1247686,13.3547562,P.ZZA CASTELNUOVO 26,SOCIETA DI ODONTOIATRIA DELLA DOTTORESSA MARINA MOTISI & C SAS
38.1517461,13.3311248,VIA BELGIO 2A,SOCIETA POLISPORTIVA PALERMO
0.0,0.0,VIA P.PE DI PANTELLERIA 23/25,SPERANZA 2000 COOP SOCIALE A RL
38.1339236,13.3314564,VIA RAFFAELLO 9,STUDIIO DERMATOLOGICO DOTT SERGIO RUSIGNUOLO SRL
38.0942691,13.4029651,VIA TESTASECCA 3,STUDIO ANALISI CLINICHE DOTT L MESSINA & C SNC DI GERLANDA GRACEFFA
37.79329,14.0369151,"VIA LOMBARDIA 20 ",STUDIO CARDIOLOGICO DOTT ALESSIA D'ANTONI SAS
0.0,0.0,VIA G. PEPE 30,STUDIO CARDIOLOGICO DOTT ANDREA IMBURGIA SAS
38.104431,13.3682749,VIA AGOSTINO GALLO 46,STUDIO CARDIOLOGICO DOTT ANDREA LA ROSA SRL
38.1978311,13.2479322,VIA CUTINO 57,STUDIO CARDIOLOGICO DOTT CLAUDIO ALIBANI SAS
0.0,0.0,P.ZZA F. BELLIPANNI 4,STUDIO CARDIOLOGICO DOTT COSIMO MICELI & C SAS
38.0786006,13.4402923,P.ZZA UMBERTO I 61,STUDIO CARDIOLOGICO DOTT DI STEFANO PASQUALE SRL
38.1304919,13.3032677,V.LE MICHELANGELO 1930,STUDIO CARDIOLOGICO DOTT ENRICO SIMONETTI SAS
38.0442083,13.1212313,VIA KENNEDY 23,STUDIO CARDIOLOGICO DOTT FRANCESCO GIULIANO
38.1022207,13.35364,VIA VOLONTARI ITALIANI DEL SANGUE 10,STUDIO CARDIOLOGICO DOTT MARCELLO RAINERI SAS
0.0,0.0,VIA B. MATTARELLA 138,STUDIO CARDIOLOGICO DOTT MARCO DI FRANCO SAS
0.0,0.0,VIA J.F.KENNEDY 91,STUDIO CARDIOLOGICO DOTT PIETRO LONGO SAS
37.9319815,13.6717657,VIALE REGIONE SICILIANA 303,STUDIO CARDIOLOGICO DOTT ROSOLINO IMMORDINO
38.0968679,13.4254716,VIA MESSINA MARINE 429/B,STUDIO CARDIOLOGICO MONTAINA DOTT GIOVANNI SAS
38.1327427,13.18329,VIA S. LORENZO 52,STUDIO DENTISTICO DEL DOTT SERGIO PICONE & C SAS
38.1776835,13.2390581,VIA STEFANO LA MOTTA 45,STUDIO DENTISTICO DOTT ANGELO FRENNA & C SAS
37.8275099,13.5704395,VIA CANGIALOSI 59,STUDIO DENTISTICO DOTT ANTONINO GUTTILLA
0.0,0.0,VIA E. IANNELLI 33,STUDIO DENTISTICO DOTT DANIELE GERVASI
38.0806929,13.517508,VIA PAPA GIOVANNI XXIII 9,STUDIO DENTISTICO DOTT SCARDINA ROSA ALBA
38.1256693,13.3017156,VIA CASTELLANA 39/41,STUDIO DENTISTICO GIACOMO GALIOTO
38.0492133,13.23435,VIA PROVINCIALE 46,"STUDIO DENTISTICO MONREALDENTAL SRL SOCIETA TRA PROFESSIONISTI "
38.1034223,13.3624757,VIA DEL VESPRO 64,STUDIO DERMATOLOGICO SAS DI TERESI VINCENZO
38.0962263,13.313469,C.SO CALATAFIMI 961,STUDIO DI CARDIOLOGIA DOTT AURORA GIRGENTI SAS
0.0,0.0,VIA A. MORO 62,STUDIO DI FKT BOBATH SAS DI D'ANTONIO MELUCCIA
38.0758007,13.4408703,"V.LE EUROPA 188/C ",STUDIO DI FKT BOBATH SAS DI D'ANTONIO MELUCCIA
38.1517461,13.3311248,VIA BELGIO 55,STUDIO DI ODONTOIATRIA DEI DOTTORI GIOVANNI ABATE ED EMANUELE FERDINANDO SNC
0.0,0.0,VIA VITT. EMANUELE 63,"STUDIO DI ODONTOIATRIA DOTTSSA SCLAFANI "
0.0,0.0,"VIA F. CRISPI , 84",STUDIO DI RADIODIAGNOSTICA FINAZZO SRL
38.1084494,13.3601197,VIA GIORGIO ARCOLEO 42/C,STUDIO DI RADIOLOGIA DOTT GIORGIO DE MICHELE SRL
0.0,0.0,VIA C.A. DALLA CHIESA 2,STUDIO DI RADIOLOGIA DOTT MARIO FEO SRL
0.0,0.0,VIA MAGG. TOSELLI 87,STUDIO DI RADIOLOGIA DOTTSSA GABRIELLA CAFFARELLI
38.1955612,13.280207,via Sferracavallo 122,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL
38.1099253,13.3791441,VIA MESSINA MARINE 431/C,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL
0.0,0.0,via Vanvitelli 114,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL
0.0,0.0,via G.le Sirtori 15/17,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL
37.9048101,13.8157322,via Notarbartolo 35,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL
0.0,0.0,via Laurana 115,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL
0.0,0.0,via Prestisimone 21,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL
38.1248922,13.3597174,via Michele Amari 35/37,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL
37.9955645,13.6546812,via Roma 118,STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL
0.0,0.0,VIA MICHELE AMARI N. 35/37,"STUDIO MEDICO DIAGNOSTICO ALBANESE-DI PIAZZA SCARL "
0.0,0.0,VIA VITTORIO EMANUELE ORLANDO 9,STUDIO MEDICO DIAGNOSTICO OTORINOLARINGOIATRICO SAS DI LOMBARDO FRANCESCO & C.
0.0,0.0,VIA IMPERATORE FEDERICO 66/A-68,STUDIO MEDICO FISIOTERAPIA OLIMPIA SRL
38.1351786,13.3377868,VIA CILEA 19,STUDIO MEDICO FKT NIGITO SRL
38.1419885,13.3371606,VIA EMPEDOCLE RESTIVO 39,STUDIO MEDICO OCULISTICO DOTT FAUSTO BELLINA SAS DI BELLINA FAUSTO & C
38.1116082,13.3712722,VIA ANTONIO UGO 29,STUDIO MEDICO ODONTOIATRICO DOTTSSA SCRIMA VINCENZA & C SNC
0.0,0.0,VIA SOLUNTO 34 E VIA CARLO PATTI 44,STUDIO MEDICO POLISPECIALISTICO
38.0968679,13.4254716,VIA MESSINA MARINE 429/B,STUDIO OCULISTICO AMODEI DEL DOTT G AMODEI & C SAS
0.0,0.0,VIA P.PE DI BELMONTE 78,STUDIO OCULISTICO ARCUDI SRL
38.1382429,13.3511586,VIA GENERALE STREVA 45,STUDIO OCULISTICO CAMPO DEL DOTT ANTONINO CAMPO & C SAS
38.1265367,13.3269717,"Via Giuseppe Gandolfo, n. 21",STUDIO OCULISTICO DELLA DOTTSSA ANTONELLA AGLIALORO & C SRL
0.0,0.0,VIA PRESTISIMONE 17,STUDIO OCULISTICO DOTT GIOVANNI LO BIANCO SAS
37.7948517,14.2053795,VIA TORINO 27/G,STUDIO OCULISTICO VACCARO SRL
0.0,0.0,VIA A. MIRAGLIA 1/3,STUDIO ODONTOIATRICO DELLA DOTT ROMANO ELOISA SAS
38.1063661,13.3381531,C.SO CALATAFIMI 419,STUDIO ODONTOIATRICO DOTT A VECCHIONI
0.0,0.0,VIA A. MORO 2,STUDIO ODONTOIATRICO DOTT ALBERTO LOFORTI
0.0,0.0,VIA G.NNI GIRGENTI 115,STUDIO ODONTOIATRICO DOTT ALFONSO BONGIOVANNI SNC
0.0,0.0,C.SO UMBERTO I 184,"STUDIO ODONTOIATRICO DOTT CACIOPPO VINCENZO "
38.0779371,13.439554,VIA N. MORELLO 3,STUDIO ODONTOIATRICO DOTT ELIO BUZZANCA
38.1290931,13.3485928,VIA COSTANTINO NIGRA 5,STUDIO ODONTOIATRICO DOTT ERIKA ALONGE SAS
38.1259948,13.3456421,VIA CATANIA 166,STUDIO ODONTOIATRICO DOTT MICHELE PADERNI
38.0831503,13.2915284,VIA A. VENEZIANO 120,STUDIO ODONTOIATRICO DOTT RICCIARDI FILIPPO
0.0,0.0,P.ZZA AMENDOLA 31,STUDIO ODONTOIATRICO DOTT RIZZO SALVATORE
0.0,0.0,VIA LIBERO GRASSI 27 - PIANO RIALZATO,STUDIO ODONTOIATRICO DOTT SCAFIDI GIUSEPPE
37.6824057,13.6067791,VIA KASSAR 48,STUDIO ODONTOIATRICO DOTTSSA TIRRITO M CARMELA
38.0908819,13.3922931,VIA CONTE FEDERICO 46,STUDIO ORL DI PIETRO LO BUE E C SAS
38.1172024,13.346473,VIA CONTESSA ADELASIA 36,STUDIO ORL SAS DEL DOTTOR PIETRO PECORARO
0.0,0.0,VIA EMILIA 1 E VIA EMPLEDOCLE RESTIVO 17/A,STUDIO OTORINOLARINGOIATRIA DEL DOTT ELIO MANNINO SAS
