CODICEIDENTIFICATIVOSITO;DENOMINAZIONESITOLOGISTICO;INDIRIZZO;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;LATITUDINE;LONGITUDINE;LOCALIZE
4408;Parafarmacia dott.ssa Maria Carmela Savarino;via Cesare Battisti 24;2506360847;92020;84035;SAN BIAGIO PLATANI;84;AG;AGRIGENTO;190;SICILIA;39448;-;37,5099511;13,5261673;1
4417;parafarmacia dott.ssa lena antonella;via gramsci,7/9;1785150853;92020;84036;SAN GIOVANNI GEMINI;84;AG;AGRIGENTO;190;SICILIA;39448;-;37,61734017;13,64934337;1
4420;Paramed del.dott.VincenzoAntonioAgatinoPappalardo;via Bruno Buozzi 62;4547990871;95045;87029;MISTERBIANCO;87;CT;CATANIA;190;SICILIA;39448;-;37,47575611;14,97389962;1
4422;Salud S.r.l.;via Umberto n.135;4540980879;95129;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39448;40694;37,5689376;15,1133266;1
4428;PARAFARMACIA DELLA DOTT.SSA G. MAIOLINO;PIAZZA DON DIEGO 41;4537830871;95030;87034;PEDARA;87;CT;CATANIA;190;SICILIA;39448;-;37,61890762;15,06083241;1
4430;IL FARMACISTA S.A.S.;VIA MARTOGNA 9;2295820811;91100;81021;TRAPANI;81;TP;TRAPANI;190;SICILIA;41579;44530;38,02217285;12,53709685;1
4430;IL FARMACISTA S.R.L;VIA MARTOGNA 9;2295820811;91100;81021;TRAPANI;81;TP;TRAPANI;190;SICILIA;39448;41578;38,02217285;12,53709685;1
4436;AUCHAN;Contrada Spalla loc.Giardino;3349310965;96010;89012;MELILLI;89;SR;SIRACUSA;190;SICILIA;39448;44074;37,21094156;15,09948545;1
4436;PARAFARMACIA CONAD;#NOME?;1967130541;96010;89012;MELILLI;89;SR;SIRACUSA;190;SICILIA;44075;-;37,21094156;15,09948545;1
4437;AUCHAN;Via Zinirco;3349310965;95100;87029;MISTERBIANCO;87;CT;CATANIA;190;SICILIA;39448;44347;37,47575611;14,97389962;1
4446;ST.S. s.r.l.;via Mazzini n.3;2792510832;96018;89014;PACHINO;89;SR;SIRACUSA;190;SICILIA;39448;41608;36,70565404;15,07685783;1
4467;parafarmacia di dott.essa Adamo Corradina;Via Santi Bonaccorsi, 36/37;4548690876;95022;87003;ACI CATENA;87;CT;CATANIA;190;SICILIA;39479;-;37,57396518;15,14020649;1
4468;PHARMASALUTE S.R.L.;VIALE FRANCESCO DE VITA N.89/91;2291580815;91020;81024;PETROSINO;81;TP;TRAPANI;190;SICILIA;39479;-;37,70990917;12,52512399;1
4479;PARAFARMACIA CALAGNA FABIO;VIA KENNEDY 20;5676270829;90047;82054;PARTINICO;82;PA;PALERMO;190;SICILIA;39479;42490;38,02529476;13,06366578;1
4484;Parafarmacia Dr.ssa Di Gloria S.r.l.;Via Messina, 749;5560040874;95126;87015;CATANIA;87;CT;CATANIA;190;SICILIA;43374;-;37,5324876;15,11310321;1
4484;Parafarmacia Dr.ssa Di Gloria Teresa Maria;Via Messina, 749;4548540873;95126;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39479;43373;37,5324876;15,11310321;1
4510;PIANETA SALUTE;VIA CATANIA,207;3847680877;95031;87006;ADRANO;87;CT;CATANIA;190;SICILIA;39479;43890;37,65939322;14,83693278;1
4513;VINCIGUERRA MAURIZIO;PIAZZA PAPA GIOVANNI XXIII N. 8;4414980872;95131;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39479;41455;37,44220831;15,03582932;1
4530;Parafarmacia Minerva s.r.l.;Via Catira;4516260876;95037;87041;SAN GIOVANNI LA PUNTA;87;CT;CATANIA;190;SICILIA;39479;39813;37,5657145;15,1017353;1
4531;DEPA FARMA;Via I Settembre 165;2948090838;98100;83048;MESSINA;83;ME;MESSINA;190;SICILIA;39479;40086;38,18795622;15,55832255;1
4545;FOX PHARMA ONE SRL;VIA TORRETTA N. 14;5686480822;90044;82021;CARINI;82;PA;PALERMO;190;SICILIA;39479;-;38,12956244;13,16340388;1
4546;PAGANOFARMA SRL;VIA POLA N.11/A;4553620875;95127;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39479;-;37,44220831;15,03582932;1
4547;PARAFARMACIA GUERCIO MASSIMO;VIA REGINA MARGHERITA N.16/18;1237740814;91010;81020;SAN VITO LO CAPO;81;TP;TRAPANI;190;SICILIA;39479;-;38,12391712;12,75897376;1
4566;PARAFARMACIA DOTT. ALONGE;VIA ROMA;2510070846;92010;84020;LAMPEDUSA E LINOSA;84;AG;AGRIGENTO;190;SICILIA;39479;43616;35,5004728;12,6055049;1
4566;PARAFARMACIA DOTT. ALONGE;Via ROMA;2870760846;92010;84020;LAMPEDUSA E LINOSA;84;AG;AGRIGENTO;190;SICILIA;43617;-;35,5004728;12,6055049;1
4605;PARAFARMACIA DON BOSCO DEL DR.FRANCESCO CINA';VIA DEL GRANATIERE N°14;5679700822;90143;82053;PALERMO;82;PA;PALERMO;190;SICILIA;39508;-;38,13022074;13,33094987;1
4607;Parafarmacia Acicastello;via v. brancati 11;4547960874;95021;87002;ACI CASTELLO;87;CT;CATANIA;190;SICILIA;39508;39844;37,5539388;15,1457751;1
4612;Parafarmacia Sant'Andrea;Viale dei Platani 8-10;1786130854;93017;85016;SAN CATALDO;85;CL;CALTANISSETTA;190;SICILIA;39508;42247;37,48942;13,989947;1
4616;UM.AN.CI.SA. SRL;SS 121 C/O CENTRO COMMERCIALE ETNAPOLIS;4536470877;95032;87007;BELPASSO;87;CT;CATANIA;190;SICILIA;39508;-;37,528824;14,93726404;1
4661;FGFarm snc di Fiasconaro S. e Giordano V.;via dei nebrodi 35;5671880820;90146;82053;PALERMO;82;PA;PALERMO;190;SICILIA;39508;41455;38,1532203;13,32721117;1
4670;GIVIFARM;VIA G. DI VITTORIO 102;1378140881;97100;88009;RAGUSA;88;RG;RAGUSA;190;SICILIA;39508;43496;36,90707175;14,66410005;1
4670;GIVIFARM;Via G. DI VITTORIO, 102;1378140881;97100;88009;RAGUSA;88;RG;RAGUSA;190;SICILIA;43497;-;36,90707175;14,66410005;1
4709;Erboristeria -Parafarmacia Artemisia;Termini Imerese;5254130825;90018;82070;TERMINI IMERESE;82;PA;PALERMO;190;SICILIA;39508;42521;37,983651;13,695554;1
4711;Parafarmacia Tivoli;Piazza tivoli 27;2999080878;95030;87051;TREMESTIERI ETNEO;87;CT;CATANIA;190;SICILIA;41821;44043;37,54106938;15,0991911;1
4711;farmapiu;piazza tivoli 27;4648750877;95030;87051;TREMESTIERI ETNEO;87;CT;CATANIA;190;SICILIA;39508;40147;37,54106938;15,0991911;1
4711;parafarmacia dott.ssa treccarichi elisa;piazza tivoli 27;4648750877;95030;87051;TREMESTIERI ETNEO;87;CT;CATANIA;190;SICILIA;40148;41820;37,54106938;15,0991911;1
4712;Ludo farma parafarmacia;c.da rovettazzo;4747780874;95018;87039;RIPOSTO;87;CT;CATANIA;190;SICILIA;40756;-;37,732124;15,2054271;1
4712;farmapiu;c.da rovettazzo;4747780874;95018;87039;RIPOSTO;87;CT;CATANIA;190;SICILIA;39508;40755;37,732124;15,2054271;1
4714;Parafarmacia Dott.ssa Caterina Zichittella;Via Ugo La Malfa n.557;2306630811;91020;81024;PETROSINO;81;TP;TRAPANI;190;SICILIA;39539;42643;37,70990917;12,52512399;1
4717;Esercizio Farmaceutico Del Dott. Gullotta Davide;Piazza Duomo 18/19;4567830874;95016;87023;MASCALI;87;CT;CATANIA;190;SICILIA;39539;-;37,76653982;15,16686771;1
4724;PARAFARMACIA CASA DELLA SALUTE;VIA RENATO IMBRIANI,255;4451000873;95128;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39539;-;37,62288929;15,07848;1
4727;FARMASANITARIA S.R.L.;PIAZZA DENARO N. 1;1594110890;96012;89002;AVOLA;89;SR;SIRACUSA;190;SICILIA;39539;-;36,9272002;15,11904756;1
4742;L'ANGOLO DELLA SALUTE SRL;VIA DELL'OLIMPO 24-26;5660170829;90100;82053;PALERMO;82;PA;PALERMO;190;SICILIA;39539;41973;38,18885577;13,31871063;1
4742;L'ANGOLO DELLA SALUTE SRL;Via DELL'OLIMPO 24-26;6360070822;90100;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41974;-;38,18885577;13,31871063;1
4757;Madonie Veterinaria s.r.l.;Via Nazionale,208/A;4976530826;90024;82036;GANGI;82;PA;PALERMO;190;SICILIA;39539;41547;37,75283778;14,22510568;1
4780;STI.MOR S.R.L;Ppe Di PALAGONIA 12F/G;5684830820;90100;82053;PALERMO;82;PA;PALERMO;190;SICILIA;39539;40268;38,1156879;13,3612671;1
4790;parafarmacia viale liberta';viale liberta' 174;4566760874;95129;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39508;-;37,60132149;15,13963062;1
4817;Parafarmacia Santa Marina,Dott.ssa Cioni Serena;Via Risorgimento n 12;4551190871;98050;83087;SANTA MARINA SALINA;83;ME;MESSINA;190;SICILIA;39539;-;38,55571575;14,85967361;1
4819;profarma srl;via androne,73;4468050879;95124;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39539;-;37,5105983;15,0804197;1
4820;profarma srl;via vittorio emanuele,432;4468050879;95033;87008;BIANCAVILLA;87;CT;CATANIA;190;SICILIA;39539;-;37,66702897;14,8369544;1
4821;profarma srl;via nazionale, 117/119;4468050879;98040;83104;VENETICO;83;ME;MESSINA;190;SICILIA;39539;-;38,2303886;15,4084625;1
4822;profarma srl;via torino,15;4468050879;98045;83080;SAN PIER NICETO;83;ME;MESSINA;190;SICILIA;39539;-;38,13198823;15,36402128;1
4826;AUCHAN;VIA S.GIUSEPPE LA RENA 67;3349310965;95100;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39539;41121;37,48270702;15,07653736;1
4827;PALERMO;VIA UGO LA MALFA 115;3349310965;91100;82053;PALERMO;82;PA;PALERMO;190;SICILIA;39539;-;38,16201535;13,31346298;1
4831;Parafarmacia Dott. Piergiorgio Milazzo;"Via Cappuccini ;163";4549680876;95031;87006;ADRANO;87;CT;CATANIA;190;SICILIA;39539;-;37,6610287;14,83703965;1
4832;TEKNO PHILIAS SNC DI TERRANA CLAUDIO E C.;VIA REGIONE SICILIANA, 5;2436970848;92100;84001;AGRIGENTO;84;AG;AGRIGENTO;190;SICILIA;39539;-;37,32219769;13,56610079;1
4846;PARAFARMACIA DEL DOTT.LEANZA UGO;VIALE REGINA ELENA N 43;2952420830;98033;83017;CESARO';83;ME;MESSINA;190;SICILIA;39569;-;37,8692062;14,6638216;1
4870;Parafarmacia Bongiardo;via V.Emanuele 314;5055090871;95010;87048;SANTA VENERINA;87;CT;CATANIA;190;SICILIA;39569;42735;37,6862801;15,1349601;1
4911;La Sanitaria Luca Maria;via Roma 42;1625720840;92010;84020;LAMPEDUSA E LINOSA;84;AG;AGRIGENTO;190;SICILIA;39569;41425;35,5026923;12,6087667;1
4912;parafarmacia Ciranda Giuseppina;via statale n. 110;1388080887;97014;88005;ISPICA;88;RG;RAGUSA;190;SICILIA;39569;43159;36,75928447;14,93280987;1
4916;Parafarmacia Dott. Farzad Dabiri;via Virgilio 5;977520881;97100;88009;RAGUSA;88;RG;RAGUSA;190;SICILIA;39569;-;36,9168224;14,726306;1
4918;Aliotta Francesca;Via ponte Olivo, 132;1776310854;93015;85013;NISCEMI;85;CL;CALTANISSETTA;190;SICILIA;39569;42460;37,145833;14,392119;1
4921;La Salute di...Ferro Parafarmacia del D. Amico;Corso Garibaldi 96;4483830875;96012;89002;AVOLA;89;SR;SIRACUSA;190;SICILIA;39569;-;36,90467451;15,13655216;1
4934;FARMA PIU' S.N.C.;VIA VAL DI MAZARA 29-29/A;5715470828;90100;82053;PALERMO;82;PA;PALERMO;190;SICILIA;39569;-;38,14922216;13,33873197;1
4944;Germano Andrea parafarmacia etnea;via etnea 322;4591240876;95129;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39600;40237;37,61329663;15,02667227;1
4967;parafarmacia Gela;via venezia 188;1773760853;93012;85007;GELA;85;CL;CALTANISSETTA;190;SICILIA;39600;-;37,071475;14,251775;1
4968;FARMAPOINT;VIA LAZIO N. 9;5596250828;90014;82023;CASTELDACCIA;82;PA;PALERMO;190;SICILIA;39600;39844;38,0555509;13,5300206;1
4970;farmapiu';ipersimply via etnea ang. via degli esportatori;1550890899;96016;89011;LENTINI;89;SR;SIRACUSA;190;SICILIA;39600;-;37,2998767;14,9995246;1
4984;ALBERGO SEBASTIANA;VIALE MARGHERITA 7;3293780874;95049;87054;VIZZINI;87;CT;CATANIA;190;SICILIA;39600;41759;37,16304327;14,75825636;1
4990;IL LEONE S.R.L.;VIA ROMA,44;2524050842;92014;84028;PORTO EMPEDOCLE;84;AG;AGRIGENTO;190;SICILIA;39600;41670;37,31044113;13,50704362;1
5002;D.F.D. FARMACEUTICA S.R.L.;VIA MARTIRI DI VIA FANI N.32;4445580873;95034;87009;BRONTE;87;CT;CATANIA;190;SICILIA;39600;39660;37,7897624;14,8308093;1
5003;D.F.D. FARMACEUTICA S.R.L.;VIA MARTIRI DI VIA FANI N.32;4595920879;95034;87009;BRONTE;87;CT;CATANIA;190;SICILIA;39600;43404;37,7897624;14,8308093;1
5003;D.F.D. FARMACEUTICA S.R.L.;Via MARTIRI DI VIA FANI N.32;4595920879;95034;87009;BRONTE;87;CT;CATANIA;190;SICILIA;43405;-;37,7897624;14,8308093;1
5020;la baby parafarmacia;via canfora, 80;4530840877;95100;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39600;42674;37,519725;15,09203696;1
5056;BANCOFARMACIA PORTODICATANIA;STAZIONE MARITTIMA DEL PORTO DI CATANIA VIA CARDINALE DUSMET 2/P CIRCUM;4046710879;95124;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39630;40968;37,5080386;15,0828512;1
5062;Realfarma di Orazio Reale & C.S.A.S;Via Trieste,49/A III°Trav.;4572480871;95020;87002;ACI CASTELLO;87;CT;CATANIA;190;SICILIA;39630;-;37,55617715;15,13931247;1
5083;PARAFARMACIA NAXOS;VIA NAXOS, 245;2953650831;98035;83032;GIARDINI-NAXOS;83;ME;MESSINA;190;SICILIA;39630;44804;37,8241584;15,26243823;1
5100;parafarmacia;Viale dante alighieri 11;4736801210;96010;89015;PALAZZOLO ACREIDE;89;SR;SIRACUSA;190;SICILIA;43313;44377;37,06680884;14,96023907;1
5100;parafarmacia;viale dante alighieri 11;4736801210;96010;89015;PALAZZOLO ACREIDE;89;SR;SIRACUSA;190;SICILIA;39630;43312;37,06680884;14,96023907;1
5106;FARMASAN SRL;VIA FRANCESCO GUICCIARDINI 21-23;2501420844;92024;84011;CANICATTI';84;AG;AGRIGENTO;190;SICILIA;39630;41547;37,37175426;13,83777524;1
5109;Parafarmacia Galermo & C snc;v.le A. De Gasperi. 173/a;3887590879;95100;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39630;-;37,44220831;15,03582932;1
5124;Parafarmacia Siciclia srl;Via Sicilia, 25;5721120821;90100;82053;PALERMO;82;PA;PALERMO;190;SICILIA;39661;40543;37,78110094;14,04228729;1
5152;PHARMARES S.N.C.;PIAZZA SAN MARCO 31;5735120825;90020;82078;VICARI;82;PA;PALERMO;190;SICILIA;39661;43677;37,79342105;13,56899256;1
5153;Prafarmacia Mozia srl;via Catira S. Lucia c/o parco commerciale;4610860878;95037;87041;SAN GIOVANNI LA PUNTA;87;CT;CATANIA;190;SICILIA;39661;40329;37,5782757;15,0947724;1
5154;A.C.R. di Russo Rosanna S.A.S.;Via Marco Polo n. 32;4675500872;95025;87005;ACI SANT'ANTONIO;87;CT;CATANIA;190;SICILIA;39661;39994;37,606901;15,1275813;1
5154;PARAFARMACIA dott. AUGUSTO RUSSO;Via Marco Polo n. 32;4675500872;95025;87005;ACI SANT'ANTONIO;87;CT;CATANIA;190;SICILIA;39995;40298;37,606901;15,1275813;1
5173;Il Farmacista del dott. Salvatore Rosselli;via Regina Margherita 26;2289120814;91027;81013;PACECO;81;TP;TRAPANI;190;SICILIA;39692;-;37,98045158;12,55926757;1
5180;FARMA IMPRESA S.R.L.;LARGO VILLAURA N.6;5678680827;90100;82053;PALERMO;82;PA;PALERMO;190;SICILIA;39692;-;38,13628212;13,36195682;1
5183;parafarmacia dott,ssa Rita Calafiore;c/so vittorio emanuele n.95;1612300895;96010;89018;SOLARINO;89;SR;SIRACUSA;190;SICILIA;39692;44255;37,0991801;15,1222024;1
5198;Parafarmacia G. Paolo II;Via Settefarine 69;1384900880;93012;85007;GELA;85;CL;CALTANISSETTA;190;SICILIA;39692;42947;37,079603;14,253743;1
5233;DFD ZOOTECNIA e VETERINARIA;VIA SACRAMENTO 93;2438720845;92020;84036;SAN GIOVANNI GEMINI;84;AG;AGRIGENTO;190;SICILIA;39722;-;37,61734017;13,64934337;1
5282;PARAFAMACIA;Via Montalbo 148/150;5657040829;90142;82053;PALERMO;82;PA;PALERMO;190;SICILIA;39722;-;38,13809935;13,36316155;1
5285;PARAFARMACIA dott.ssa Recca G.;via vincenzo giuffrida 174c;1288440876;95128;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39722;-;37,51842722;15,09161359;1
5329;ARTEMISIA;Viale Tenente Lena, 27;1229190887;97100;88009;RAGUSA;88;RG;RAGUSA;190;SICILIA;39753;40663;36,9269273;14,7255129;1
5363;Farmaservices srl;via tripoli 159;4640290872;95021;87002;ACI CASTELLO;87;CT;CATANIA;190;SICILIA;39753;41639;37,55617715;15,13931247;1
5366;parafarmacia Cellura;Via Palma 171;2535920843;92027;84021;LICATA;84;AG;AGRIGENTO;190;SICILIA;39753;-;37,15445221;13,91888255;1
5369;Bancofarmacia Dott.ssa Lazzaro Ida;pzz. Cadorna, 10;4595290877;95034;87009;BRONTE;87;CT;CATANIA;190;SICILIA;39753;-;37,790658;14,83094;1
5376;farmatek srl;V.le Vittorio veneto 46;4515460873;95100;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39753;44773;37,55567037;15,14679719;1
5377;Parafarmacia Dott.E.Zaccone;Via Pascoli 6;1631070891;96017;89013;NOTO;89;SR;SIRACUSA;190;SICILIA;39753;-;36,91237347;15,01984623;1
5383;CARUSO MARIA SANTINA;VIA GIACOMO MATTEOTTI N. 320;3611100870;95045;87029;MISTERBIANCO;87;CT;CATANIA;190;SICILIA;39753;-;37,47575611;14,97389962;1
5423;Faro della Salute di Fazio Salvatore & C. s.a.s.;Via Messina 1H;2992540837;98158;83048;MESSINA;83;ME;MESSINA;190;SICILIA;39783;-;38,1940297;15,554114;1
5462;T&B S.R.L.;Via De Caro 82;1120230865;95126;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39814;-;37,52850899;15,10808285;1
5482;parafarmacia dott.ssa campagnolo;corso italia 452;10211241004;97100;88001;ACATE;88;RG;RAGUSA;190;SICILIA;39814;44196;37,01162981;14,44201662;1
5499;vittoria farma s.r.l.;via G.Matteotti, 262;1393760887;97019;88012;VITTORIA;88;RG;RAGUSA;190;SICILIA;39845;41578;36,95692426;14,49619784;1
5506;PARAFARMACIA DOTT.SSA F.GIORDANO;Via Principe Umberto, 125;5358120870;95039;87050;TRECASTAGNI;87;CT;CATANIA;190;SICILIA;42491;-;37,61511357;15,07937214;1
5506;Parafarmacia Dr.ssa A. Puleo;Via Principe Umberto, 125;4548260878;95039;87050;TRECASTAGNI;87;CT;CATANIA;190;SICILIA;39845;42490;37,61511357;15,07937214;1
5522;PARAFARMACIA;Viale Mario Rapisardi, 418;4256060874;95123;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39845;-;37,56234256;15,07200301;1
5541;MV S.r.l.;Jannuzzo;2915470831;98035;83032;GIARDINI-NAXOS;83;ME;MESSINA;190;SICILIA;39845;-;37,8241584;15,26243823;1
5544;PARAFARMACIA DOTT. AGOSTA ANTONIO;VIA REGINA MARGHERITA 43 - FRAZ. PASSOPISCIARO -;3008260832;95012;87014;CASTIGLIONE DI SICILIA;87;CT;CATANIA;190;SICILIA;39845;44592;37,85593359;15,08380678;1
5565;Raspante Dorotea;C.so La Masa, 80;3336270826;90019;82073;TRABIA;82;PA;PALERMO;190;SICILIA;39845;-;37,99433236;13,6569001;1
5574;AUCHAN;VIA GELSO BIANCO;3349310965;95121;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39845;44196;37,44220831;15,03582932;1
5574;PARAFARMACIA CONAD;Via GELSO BIANCO;1967130541;95121;87015;CATANIA;87;CT;CATANIA;190;SICILIA;44197;-;37,44220831;15,03582932;1
5599;Merkant srl;Via Ettore Fieramosca n. 230;1487880880;97100;88009;RAGUSA;88;RG;RAGUSA;190;SICILIA;40513;40968;36,9085134;14,6961744;1
5599;PARAFARMACIA;Via Ettore Fieramosca n. 230;1487880880;97100;88009;RAGUSA;88;RG;RAGUSA;190;SICILIA;39873;40512;36,9085134;14,6961744;1
5604;Parafarmacia;Via G. La Farina,100;2983650835;98123;83048;MESSINA;83;ME;MESSINA;190;SICILIA;39873;-;38,1940297;15,554114;1
5606;parafarmacia;Via umberto I;3719150835;98063;83033;GIOIOSA MAREA;83;ME;MESSINA;190;SICILIA;44866;-;38,17125454;14,89333011;1
5606;parafarmacia;via umberto I;3008940839;98063;83033;GIOIOSA MAREA;83;ME;MESSINA;190;SICILIA;39873;44865;38,17125454;14,89333011;1
5616;CORSARO CATERINA FAUSTA;PIAZZA GALATEA 1-2;4516900877;95100;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39873;41820;37,5134035;15,1033811;1
5616;CORSARO CATERINA FAUSTA;Piazza GALATEA 1-2;5164130873;95100;87015;CATANIA;87;CT;CATANIA;190;SICILIA;41821;42735;37,5134035;15,1033811;1
5636;Ipercoop Etneo;Via Quasimodo sn;3503411203;95030;87019;GRAVINA DI CATANIA;87;CT;CATANIA;190;SICILIA;43070;44561;37,5606815;15,0609035;1
5636;Ipercoop Etneo;Via Quasimodo sn;5314510826;95030;87019;GRAVINA DI CATANIA;87;CT;CATANIA;190;SICILIA;39873;43069;37,5606815;15,0609035;1
5640;PARAFARMACIA SALVATORE GRASSO;VIA VITTORIO EMANUELE III N94;4679670879;94010;86006;CATENANUOVA;86;EN;ENNA;190;SICILIA;39873;41333;37,57113315;14,69406363;1
5660;PARAFARMACIA CERVELLO DI CERASOLA ROBERTO;VIA TRABUCCO N 170;5778200823;90145;82053;PALERMO;82;PA;PALERMO;190;SICILIA;39873;40056;38,1525952;13,3153642;1
5661;PARAFARMACIA CERVELLO DI CERASOLA ROBERTO;VIA TRABUCCO N 170;5778200823;90145;82053;PALERMO;82;PA;PALERMO;190;SICILIA;39873;40056;38,1525952;13,3153642;1
5675;parafarmacia dott.ssa ciano carmela;via garibaldi 72;3011940834;98122;83048;MESSINA;83;ME;MESSINA;190;SICILIA;39904;-;38,1940297;15,554114;1
5684;Parafarmacia Jonica;via Umberto I n.424/a;2932940832;98027;83072;ROCCALUMERA;83;ME;MESSINA;190;SICILIA;39904;41364;37,9750011;15,3941557;1
5692;Bonvissuto Nunziata;via Campobello,6;1731040844;92027;84021;LICATA;84;AG;AGRIGENTO;190;SICILIA;39904;-;37,15445221;13,91888255;1
5714;La Sanitaria Dr. Maurizio Prestifilippo;Via Gen. Ciancio, 12;382920866;94015;86014;PIAZZA ARMERINA;86;EN;ENNA;190;SICILIA;39934;42490;37,48584659;14,32473163;1
5716;LA PARAFARMACIA  SNC DI GAMBINA MARIANNA & C.;VIA ALESSANDRO MANZONI, N.40/42;2351110818;91016;81008;ERICE;81;TP;TRAPANI;190;SICILIA;39934;-;38,0119388;12,61419424;1
5720;Parafarmacia Pistone;Via Giuseppe Tomasi di Lampedusa, 15 - 17;4700040878;95122;87015;CATANIA;87;CT;CATANIA;190;SICILIA;39934;40359;37,52419289;15,03890015;1
5731;PARAFARMACIA DEL DOTT. FAVUZZA FRANCESCO;VIA MARSALA N. 117;2348730819;91018;81018;SALEMI;81;TP;TRAPANI;190;SICILIA;39934;41517;37,82241714;12,7661971;1
5737;Salupharma sas di Turturici Ignazio;corso La Masa 36;5805310827;90019;82073;TRABIA;82;PA;PALERMO;190;SICILIA;39934;-;37,99433236;13,6569001;1
5740;parafarmacia del viale;viale aldo moro 206;1071740896;96018;89014;PACHINO;89;SR;SIRACUSA;190;SICILIA;39934;-;36,72051272;15,09030048;1
5756;parafarmacia pedemontana;via nuova del convento 18;4620680878;95017;87035;PIEDIMONTE ETNEO;87;CT;CATANIA;190;SICILIA;39934;-;37,80137412;15,13959784;1
5760;NUTRISHOP S.A.S. DI CORRADO MALANDRINO E C.;VIA CORRADO CONFALONIERI N. 8;1538730894;96017;89013;NOTO;89;SR;SIRACUSA;190;SICILIA;39934;-;36,91237347;15,01984623;1
5774;billone salvatore;piazza san francesco,24;1147570863;94014;86012;NICOSIA;86;EN;ENNA;190;SICILIA;39965;-;37,75966862;14,36717728;1
5787;Erboristeria Parafarmacia;via Garibaldi n 30;3247210879;95048;87049;SCORDIA;87;CT;CATANIA;190;SICILIA;39965;39994;37,2944046;14,8424031;1
5814;parafarmacia;via vittorio emanuele n 94;4752850828;90048;82064;SAN GIUSEPPE JATO;82;PA;PALERMO;190;SICILIA;39965;41060;37,9699483;13,1820575;1
5831;Parafarmacia T.M. s.n.c.;C.so Umberto 363;1147720864;94013;86011;LEONFORTE;86;EN;ENNA;190;SICILIA;39965;-;37,64475594;14,36552629;1
5840;MULTIPHARMA S.R.L.;LUNGOMARE DANTE ALIGHIERI S.N.C.;2356570818;91100;81021;TRAPANI;81;TP;TRAPANI;190;SICILIA;39965;-;38,0240885;12,522658;1
5877;PARAFARMACIA LIPIANI SRL;VIA AIDONE 31;1148590860;94100;86009;ENNA;86;EN;ENNA;190;SICILIA;39995;44316;37,48584659;14,32473163;1
5886;PARAFARMACIA LIPIANI SRL;VIA ROSARIO LIVATINO 124;1148590860;94100;86009;ENNA;86;EN;ENNA;190;SICILIA;39995;44227;37,48584659;14,32473163;1
5905;ASSFARMA S.R.L.;VIA PASSO GRAVINA, 81D;4479310874;95125;87015;CATANIA;87;CT;CATANIA;190;SICILIA;40026;41943;37,52164115;15,08217405;1
5922;RITA MORABITO;VIA RISORGIMENTO 160;3036950834;98123;83048;MESSINA;83;ME;MESSINA;190;SICILIA;40026;40298;38,1877342;15,55580164;1
5999;Ipercoop Roccella;Via Pecoraino ang. via Laudicina;3503411203;90124;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43070;44561;38,0925053;13,4099363;1
5999;Ipercoop Roccella;Via Pecoraino ang. via Laudicina;5314510826;90122;82053;PALERMO;82;PA;PALERMO;190;SICILIA;40087;40482;38,0925053;13,4099363;1
5999;Ipercoop Roccella;Via Pecoraino ang. via Laudicina;5314510826;90124;82053;PALERMO;82;PA;PALERMO;190;SICILIA;40483;43069;38,0925053;13,4099363;1
6004;Integra srl;via Papa Giovanni XXIII, 36/38;5249610824;90011;82006;BAGHERIA;82;PA;PALERMO;190;SICILIA;40087;41029;38,07868195;13,51779403;1
6012;Parafarmacia Naturfarma del dott. A. Barone;via Pietro Luna, 157;2278500810;91022;81006;CASTELVETRANO;81;TP;TRAPANI;190;SICILIA;40087;-;37,6842293;12,7887028;1
6014;Parafarmacia Piemonte;Via S. Giuseppe, 21;4732710878;95040;87013;CASTEL DI IUDICA;87;CT;CATANIA;190;SICILIA;40087;-;37,50876938;14,67994134;1
6040;Parafarmacia Dott. Paolo Giordano;Via Libertà s.n.c.;2980450833;98073;83052;MISTRETTA;83;ME;MESSINA;190;SICILIA;40118;-;37,90318433;14,36815817;1
