Anno;Codice Regione;Codice Azienda;Codice struttura;Tipo assistenza erogata;Descrizione tipo assistenza erogata;Denominazione struttura;Partita IVA;Indirizzo;Codice Comune;CAP;E-mail;Sito web;Prefisso;Telefono;Prefisso fax;Numero fax;Tipo struttura;Tipo struttura di ricovero;Codice struttura di ricovero;Denominazione struttura di ricovero;Mesi di funzionamento;Tipo rapporto con il S.S.N.;Titolare della convenzione;Presenza Apparecchiature;Anno apertura;Mese apertura;Anno chiusura;Mese chiusura;Giorni settimanali di apertura;Ore settimanali di apertura;Data aggiornamento;
2018;190;202;801100;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE;1825570854;VIA MINTINA;85018;93010;consultorio.serradifalco@asp.cl.it;;934;931710;;;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1985;12;;;5;36;20180102;
2018;190;202;801200;S01;ATTIVITA' CLINICA;CONSULTORIO FAMILIARE;1825570854;VIA LEONARDO DA VINCI S.N;85021;93010;consultorio.vallelunga@asp.cl.it;;934;814429;934;814429;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;1992;2;;;6;38;20180102;
2018;190;202;801200;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CONSULTORIO FAMILIARE;1825570854;VIA LEONARDO DA VINCI S.N;85021;93010;consultorio.vallelunga@asp.cl.it;;934;814429;934;814429;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;1992;2;;;4;20;20180102;
2018;190;202;801200;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE;1825570854;VIA LEONARDO DA VINCI S.N;85021;93010;consultorio.vallelunga@asp.cl.it;;934;814429;934;814429;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;1992;2;;;6;36;20180102;
2018;190;202;801300;S01;ATTIVITA' CLINICA;CENTRO SALUTE MENTALE;1825570854;VIA MADONNA DEL ROSARIO 7/A;85007;93012;dsmgela@asp.cl.it;;933;901265;933;901265;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1992;4;;;6;66;20180102;
2018;190;202;801300;S05;ASSISTENZA PSICHIATRICA;CENTRO SALUTE MENTALE;1825570854;VIA MADONNA DEL ROSARIO 7/A;85007;93012;dsmgela@asp.cl.it;;933;901265;933;901265;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1992;4;;;6;66;20180102;
2018;190;202;801301;S01;ATTIVITA' CLINICA;NEUROPSICHIATRIA INFANTILE;1825570854;Via Chiarandà n°13;85004;93100;;;934;506800;;;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2012;1;;;6;38;20180102;
2018;190;202;801301;S05;ASSISTENZA PSICHIATRICA;NEUROPSICHIATRIA INFANTILE;1825570854;Via Chiarandà n°13;85004;93100;;;934;506800;;;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2012;1;;;6;38;20180102;
2018;190;202;801302;S01;ATTIVITA' CLINICA;NEUROPSICHIATRIA INFANTILE;1825570854;Via Forlanini n°5;85016;93017;;;934;512111;;;ALTRO TIPO DI STRUTTURA TERRITORIALE;1;190308;P.O.MADDALENA RAIMONDI;12;1;;N;2012;1;;;5;38;20180102;
2018;190;202;801302;S05;ASSISTENZA PSICHIATRICA;NEUROPSICHIATRIA INFANTILE;1825570854;Via Forlanini n°5;85016;93017;;;934;512111;;;ALTRO TIPO DI STRUTTURA TERRITORIALE;1;190308;P.O.MADDALENA RAIMONDI;12;1;;N;2012;1;;;5;38;20180102;
2018;190;202;801303;S01;ATTIVITA' CLINICA;NEUROPSICHIATRIA INFANTILE;1825570854;Via Madonna del Rosario n°7 A;85007;93012;npi.gela@aspcl.it;;933;924707;933;901265;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2012;1;;;6;38;20180102;
2018;190;202;801303;S05;ASSISTENZA PSICHIATRICA;NEUROPSICHIATRIA INFANTILE;1825570854;Via Madonna del Rosario n°7 A;85007;93012;npi.gela@aspcl.it;;933;924707;933;901265;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2012;1;;;6;38;20180102;
2018;190;202;801304;S05;ASSISTENZA PSICHIATRICA;U.O. CENTRO DIURNO;1825570854;Via Chiarandà n°13;85004;93100;cd.caltanisetta@asp.cl.it;;934;506909;934;506900;STRUTTURA SEMIRESIDENZIALE;;;;12;1;;N;2012;1;;;5;38;20180102;
2018;190;202;803600;S01;ATTIVITA' CLINICA;POLIAMBULATORIO;1825570854;VIA MINTINA;85018;93010;presidioserradifalco@asp.cl.it;;934;931025;934;931025;AMBULATORIO E LABORATORIO;;;;12;1;;N;2001;6;;;5;29;20180102;
2018;190;202;805800;S01;ATTIVITA' CLINICA;CENTRO DI SALUTE MENTALE;1825570854;VIA CHIARANDA'13;85004;93100;dsm.caltanissetta@asp.cl.it;;934;506781;934;506783;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1990;11;;;5;60;20180207;
2018;190;202;805800;S05;ASSISTENZA PSICHIATRICA;CENTRO DI SALUTE MENTALE;1825570854;VIA CHIARANDA'13;85004;93100;dsm.caltanissetta@asp.cl.it;;934;506781;934;506783;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1990;11;;;5;60;20180207;
2018;190;202;807600;S01;ATTIVITA' CLINICA;CONSULTORIO FAMILIARE;1825570854;VIA ALDO MORO;85019;93019;consultorio.sommatinoi@asp.cl.it;;922;873643;922;873409;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;1992;3;;;3;18;20180102;
2018;190;202;807600;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CONSULTORIO FAMILIARE;1825570854;VIA ALDO MORO;85019;93019;consultorio.sommatinoi@asp.cl.it;;922;873643;922;873409;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;1992;3;;;2;12;20180102;
2018;190;202;807600;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE;1825570854;VIA ALDO MORO;85019;93019;consultorio.sommatinoi@asp.cl.it;;922;873643;922;873409;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;S;1992;3;;;5;30;20180102;
2018;190;202;807700;S01;ATTIVITA' CLINICA;CONSULTORIO FAMILIARE;1825570854;VIA RISORGIMENTO;85017;93018;consultorio.santa caterina@asp.cl.it;;934;679519;934;671555;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1992;3;;;5;38;20180102;
2018;190;202;807700;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE;1825570854;VIA RISORGIMENTO;85017;93018;consultorio.santa caterina@asp.cl.it;;934;679519;934;671555;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1992;3;;;1;4;20180102;
2018;190;202;807800;S05;ASSISTENZA PSICHIATRICA;COMUNITA'TERAPEUTICA ASSISTITA;1825570854;VIA Forlanini 1;85016;93017;;;934;512310;934;512307;STRUTTURA RESIDENZIALE;1;190308;P.O.MADDALENA RAIMONDI;12;1;;N;1993;2;;;7;168;20180102;
2018;190;202;807801;S05;ASSISTENZA PSICHIATRICA;MEDI.GEST.srl VILLA ISABELLA ( GELA);4989310968;Via Zuppardo 1/3;85007;93012;medigestctagela@gmail.comm;;933;1962203;933;1962203;STRUTTURA RESIDENZIALE;;;;12;2;2;N;2013;5;;;7;168;20180102;
2018;190;202;807802;S05;ASSISTENZA PSICHIATRICA;CTA BUTERA;4779150822;Via Falconara di C/da Scricciolo/Spinello;85003;93011;sentieroperlavita@g.mail.it;;934;1904047;934;1904047;STRUTTURA RESIDENZIALE;;;;12;2;2;N;2013;7;2018;2;7;168;20180102;
2018;190;202;807803;S05;ASSISTENZA PSICHIATRICA;MEDI. GEST. S.R.L. CTA ' VILLA GIULIA';4989310968;Via Carlo Pisacane S.N.;85004;93100;medigestcl@gmail.com;;930;1973010;;;STRUTTURA RESIDENZIALE;;;;12;2;2;N;2014;3;;;7;168;20180102;
2018;190;202;807804;S05;ASSISTENZA PSICHIATRICA;"""C.T.A. Butera""- NEWLIFE S.R.L.";1975700855;Via Falconara snc. C/da Sgricciolo/Spinello;85003;93011;societanewlifesrl@gmail.com;newlife_srl@arubapec.it;934;1904047;934;1904047;STRUTTURA RESIDENZIALE;;;;10;2;2;N;2018;3;;;7;168;20180313;
2018;190;202;808000;S01;ATTIVITA' CLINICA;S.E.R.T.;1825570854;VIA CHIARANDA';85004;93100;sertcl@asp.cl.it;;934;506788;934;506786;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1982;1;;;5;36;20180102;
2018;190;202;808000;S06;ASSISTENZA PER TOSSICODIPENDENTI;S.E.R.T.;1825570854;VIA CHIARANDA';85004;93100;sertcl@asp.cl.it;;934;506788;934;506786;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1982;1;;;0;0;20180102;
2018;190;202;808100;S01;ATTIVITA' CLINICA;SERT;1825570854;Via Dogliotti;85012;93014;sertmussomeli@virgilio.it;;934;962358;934;932353;ALTRO TIPO DI STRUTTURA TERRITORIALE;1;190307;P.O. M. IMMACOLATA LONGO;12;1;;N;1995;8;;;5;38;20180102;
2018;190;202;808100;S06;ASSISTENZA PER TOSSICODIPENDENTI;SERT;1825570854;Via Dogliotti;85012;93014;sertmussomeli@virgilio.it;;934;962358;934;932353;ALTRO TIPO DI STRUTTURA TERRITORIALE;1;190307;P.O. M. IMMACOLATA LONGO;12;1;;N;1995;8;;;0;0;20180102;
2018;190;202;808200;S01;ATTIVITA' CLINICA;ASS.ZA PER TOSSICODIPENDENZA;1825570854;VIA FORLANINI 5;85016;93017;sert.sancataldo@asp.cl.it;;934;512302;934;512302;ALTRO TIPO DI STRUTTURA TERRITORIALE;1;190308;P.O.MADDALENA RAIMONDI;12;1;;N;1994;12;;;5;36;20180102;
2018;190;202;808200;S06;ASSISTENZA PER TOSSICODIPENDENTI;ASS.ZA PER TOSSICODIPENDENZA;1825570854;VIA FORLANINI 5;85016;93017;sert.sancataldo@asp.cl.it;;934;512302;934;512302;ALTRO TIPO DI STRUTTURA TERRITORIALE;1;190308;P.O.MADDALENA RAIMONDI;12;1;;N;1994;12;;;0;0;20180102;
2018;190;202;808300;S01;ATTIVITA' CLINICA;SERT;1825570854;VIA PARIOLI 44;85007;93012;sert.gela@asp.cl.it;;933;832045;933;824158;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1994;12;;;5;21;20180102;
2018;190;202;808300;S06;ASSISTENZA PER TOSSICODIPENDENTI;SERT;1825570854;VIA PARIOLI 44;85007;93012;sert.gela@asp.cl.it;;933;832045;933;824158;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1994;12;;;0;0;20180102;
2018;190;202;808400;S01;ATTIVITA' CLINICA;POLIAMBULATORIO;1825570854;VIA MAZZINI 45;85013;93015;;;933;880257;;;AMBULATORIO E LABORATORIO;;;;12;1;;N;1995;11;;;5;48;20180102;
2018;190;202;808600;S09;ASSISTENZA AGLI ANZIANI;Residenza Sanitaria Assistita;1825570854;Via Luigi Monaco n° 109;85004;93018;rsa@asp.cl.it;;934;506324;;;STRUTTURA RESIDENZIALE;;;;12;1;;N;1999;5;;;0;0;20180102;
2018;190;202;808601;S09;ASSISTENZA AGLI ANZIANI;R.S.A. SO.GE.SA;514190826;Via Minerbio 5;85007;93012;rsa@casadicurasantabarbara.it;wwwsantabarbarahospital.it;933;817111;;;STRUTTURA RESIDENZIALE;5;190506;SO.GE.SA.SPA.C.DI.C.S.BARBARA;12;2;3;N;2014;4;;;0;0;20180102;
2018;190;202;808602;S09;ASSISTENZA AGLI ANZIANI;RSACaposoprano Residence;1491170856;Via Palazzi 217;85007;93012;info@rsacaposoprano.it;www.rsacaposoprano.it;933;930104;933;935270;STRUTTURA RESIDENZIALE;;;;12;2;2;N;2014;5;;;0;0;20180102;
2018;190;202;808700;S05;ASSISTENZA PSICHIATRICA;SERV.PSICHIATRICO DIAG E CURA;1825570854;VIA PALAZZI 99 C/O P.O.V.E.;85007;93012;;;933;831210;933;831578;ALTRO TIPO DI STRUTTURA TERRITORIALE;1;190309;P.O. VITTORIO EMANUELE (ex AO);12;1;;N;1996;10;;;5;10;20180102;
2018;190;202;809000;S03;ATTIVITA' DI LABORATORIO;CENTRO ANAL.CLIN.VITALE SRL;1357890852;VIA KENNEDY 37;85004;93100;info@analisiclinichevitale.it;wwwanalisiclinichevitale.it;934;26002;934;547916;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2001;3;;;6;40;20180209;
2018;190;202;809100;S01;ATTIVITA' CLINICA;CONSULTORIO FAMILIARE;1825570854;VIA DANTE 2;85009;93013;consultorio.mazzarino@asp.cl.it;;934;300255;;;ALTRO TIPO DI STRUTTURA TERRITORIALE;1;190310;P.O. SANTO STEFANO;12;1;;N;1993;12;;;5;30;20180102;
2018;190;202;809100;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO FAMILIARE;1825570854;VIA DANTE 2;85009;93013;consultorio.mazzarino@asp.cl.it;;934;300255;;;ALTRO TIPO DI STRUTTURA TERRITORIALE;1;190310;P.O. SANTO STEFANO;12;1;;N;1993;12;;;5;30;20180102;
2018;190;202;809200;S01;ATTIVITA' CLINICA;C.M.O. CASANOVA SALV.E VAL SNC;1532320858;VIA FRATELLI CERVI N.84;85009;93013;;;934;381798;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1988;6;;;2;12;20180102;
2018;190;202;809300;S01;ATTIVITA' CLINICA;STELLA ODONTOIATRICA S.R.L.;1592700858;VIA BABBAURRA N.42;85016;93017;anusma.lamensa@gmail.com;;934;586851;934;575102;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2002;5;;;4;20;20180102;
2018;190;202;809400;S01;ATTIVITA' CLINICA;POLIAMBULATORIO MED. DI BASE;1825570854;VIA BUTERA N. 88;85007;93012;poliambulatorio.gela@asp.cl.it;;933;905300;933;905323;AMBULATORIO E LABORATORIO;;;;12;1;;S;1984;1;;;6;55;20180102;
2018;190;202;809400;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;POLIAMBULATORIO MED. DI BASE;1825570854;VIA BUTERA N. 88;85007;93012;poliambulatorio.gela@asp.cl.it;;933;905300;933;905323;AMBULATORIO E LABORATORIO;;;;12;1;;S;1984;1;;;6;30;20180102;
2018;190;202;809600;S01;ATTIVITA' CLINICA;CENTRO DIAGTERAPEUTICO'RZR'SRL;1327190854;VIA CAV. VITT. VENETO 162;85018;93010;centrorzr@libero.it;;934;930748;934;930748;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;2;2;S;2002;7;;;6;30;20180102;
2018;190;202;809900;S01;ATTIVITA' CLINICA;ITINERA MEDICA SRL;1631950852;C/DA PEZZA GRANDE 26;85005;93010;ItineraMedica@Tiscali.it;;934;959161;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2003;1;;;2;20;20180102;
2018;190;202;810000;S01;ATTIVITA' CLINICA;DIAVERUM ITALIA SRL;2243300361;VIA PADOVA SNC;85015;93016;diaverum@pec.it;www.diaverum.com;934;928715;934;922489;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;2;2;S;2003;1;;;6;72;20180102;
2018;190;202;810001;S01;ATTIVITA' CLINICA;POLIAMBULATORIO;1825570854;VIA GIACOMO MATTEOTTI;85010;90100;presidio.milena@asp.cl.it;;934;936237;934;933069;AMBULATORIO E LABORATORIO;;;;12;1;;N;2005;3;;;3;14;20180102;
2018;190;202;810002;S01;ATTIVITA' CLINICA;POLIAMBULATORIO;1825570854;C/DA BARONIA;85021;93010;;;934;814144;;;AMBULATORIO E LABORATORIO;;;;12;1;;N;2007;1;;;4;16;20180102;
2018;190;202;810003;S01;ATTIVITA' CLINICA;POLIAMBULATORIO SPEC.;1825570854;Via Mussomeli;85005;93010;;;934;999255;;;AMBULATORIO E LABORATORIO;;;;12;1;;N;2007;11;;;2;11;20180102;
2018;190;203;400500;S03;ATTIVITA' DI LABORATORIO;ANALISI CLINICHE VASTA DOTT. VASTA MARIO & C.;3977100878;VIA IV NOVEMBRE 29;87003;95022;;;95;801770;95;801770;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1975;1;;;6;36;20180118;
2018;190;203;400800;S01;ATTIVITA' CLINICA;IGEA CENTRO MEDICO CORRETTIVO S.A.S. DI BATTIATO MARIA CATENA & C;709690879;VIA MUSMECI 7;87004;95024;igea.fkt@gmail.com;;95;6733592;95;2931679;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;5;40;20180102;
2018;190;203;400900;S03;ATTIVITA' DI LABORATORIO;CENTRO SAEM S.N.C. DOTT. DI CARLO & C;848600870;VIA MARCHESE DI S. GIULIANO 21;87004;95024;centrosaem @gmail.com;;95;604883;95;604883;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1981;7;;;6;45;20180118;
2018;190;203;401000;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;STUDIO DI RADIOLOGIA LIZZIO SAS;4035820879;VIA FELICE PARADISO 78/L;87004;95024;radiologializzio@gmail.com;;95;7647051;95;7647051;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1980;1;;;5;40;20180118;
2018;190;203;401200;S01;ATTIVITA' CLINICA;CARDIOLOGICA DI AJON V. & C. S.A.S.;3769420872;CORSO SAVOIA 172;87004;95024;ajon@hotmail.it;;95;891839;95;891839;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1988;2;;;5;20;20180118;
2018;190;203;401200;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CARDIOLOGICA DI AJON V. & C. S.A.S.;3769420872;CORSO SAVOIA 172;87004;95024;ajon@hotmail.it;;95;891839;95;891839;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1988;2;;;5;20;20180118;
2018;190;203;401300;S01;ATTIVITA' CLINICA;CARDIOMED Dr. G. & D. ARCIDIACONO S.R.L.;3845500879;CORSO PRINCIPE AMEDEO 25;87004;95024;cardiomedarcidiaconosrl@pec.it;;95;7647089;95;7649988;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2002;2;;;5;30;20180118;
2018;190;203;401300;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CARDIOMED Dr. G. & D. ARCIDIACONO S.R.L.;3845500879;CORSO PRINCIPE AMEDEO 25;87004;95024;cardiomedarcidiaconosrl@pec.it;;95;7647089;95;7649988;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2002;2;;;5;30;20180118;
2018;190;203;401500;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;STUDIO DI RADIOLOGIA BUSA' DEI DOTTORI ANTONINO E MARIO;3542410877;VIA P. VASTA 169;87004;95024;radiologi.busa@gmail.it;;95;601407;95;601407;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1980;10;;;5;30;20180102;
2018;190;203;401700;S01;ATTIVITA' CLINICA;ST. MEDICO di MEDICINA FISICA e RIABIL. Dott.COCO G.ppe srl;3568180675;VIA LORETO 16;87004;95024;info@cocostudiomedico.it;www.cocostudiomedico.it;95;891046;95;891046;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1976;1;;;5;60;20180118;
2018;190;203;402000;S03;ATTIVITA' DI LABORATORIO;CENTRO ANALISI Dott. MURABITO & C. SAS;3965920873;Via Kennedy 56 Q/2;87004;95024;ca.angelomurabito@gmail.com;;95;7647276;95;7647276;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1978;8;;;6;34;20180118;
2018;190;203;402200;S01;ATTIVITA' CLINICA;STUDIO DERMATOLOGICO Dott.. RUSSO GIOVANNI & C. SAS;4262450879;VIA VITO D'ANNA 18;87004;95024;info@giovannirusso.biz;www.giovannirusso.biz;95;608235;95;608235;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2004;1;;;4;27;20180118;
2018;190;203;402300;S01;ATTIVITA' CLINICA;STUDIO MEDICO DOTT. SCUDERO ALFIO;3863300871;VIA KENNEDY 39/C;87004;95024;;;95;894580;95;7640396;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2001;7;;;5;30;20180118;
2018;190;203;402600;S01;ATTIVITA' CLINICA;DI STEFANO CELESTINA;1977100872;Via Alcidemde Gasperi 7;87005;95025;celestina.distefano@alice.it;;95;7648541;95;7648541;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1989;1;;;3;9;20180329;
2018;190;203;403300;S03;ATTIVITA' DI LABORATORIO;TIELLE DIAGNOSTYC SRL;3723550871;VIA TAGLIAMENTO n.64;87006;95031;mimmotimpa@yahoo.it;;95;7695866;95;7698866;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1979;7;;;5;32;20190306;
2018;190;203;403500;S01;ATTIVITA' CLINICA;CENTRO MEDICO DERMATOLOGICO ADRANO;4972230876;CORSO SICILIA n.6;87006;95031;dott.francescoreina@libero.it;;95;7694781;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2013;1;;;5;25;20180102;
2018;190;203;403700;S01;ATTIVITA' CLINICA;CMR CENTRO MEDICINA RIABILITATIVA DR. R. SCIACCA & C.;3889360875;VIA IV NOVEMBRE 251 angolo VIA CATANIA;87006;95031;;;95;7695637;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1986;12;;;5;60;20180102;
2018;190;203;403800;S03;ATTIVITA' DI LABORATORIO;EMATOS SNC DR. A. STRANO & C.;3933126879;VIA PIETRO NENNI 5;87006;95031;stranoalfredo@tiscali.it;;95;7693504;;;AMBULATORIO E LABORATORIO;;;;2;2;2;S;2003;3;2018;3;5;35;20180329;
2018;190;203;404700;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;DIAGNOSTICA X IMMAGINI DR. REFORGIATO;4200350876;"VIA VITTORIO VENETO; 72";87009;95034;;;95;692839;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1981;6;;;6;32;20180102;
2018;190;203;404900;S03;ATTIVITA' DI LABORATORIO;LAB. ANALISI CLIN. S. FILIPPO DEL DR. V. CANNISTRACI & C.;4524450873;VIA GARIBALDI 12;87010;95011;vincenzocannistraci@virgilio.it;;95;640154;95;640154;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2007;11;;;6;29;20180102;
2018;190;203;405000;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CENTRO POLIDIAGNOSTICO BIZZINI SRL;3289210878;VIA PIETRO NOVELLI 40;87011;95041;giacomo.bizzini@virgilio.it;;933;57378;933;57378;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2000;3;;;5;40;20180102;
2018;190;203;405900;S01;ATTIVITA' CLINICA;AZZARO DR. RAFFAELE;2527020875;VIA BALDUINO 47;87015;95129;raffaeleazzaro@alice.it;;95;441723;95;441723;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1988;9;;;4;30;20180102;
2018;190;203;406000;S03;ATTIVITA' DI LABORATORIO;ABC ANALISI CLINICHE BIOLOGICHE DEI DOTT.RI S. BONACCORSI E G. MAGORDA S.N.C.;1198390872;VIA SAN VITO 30;87015;95124;abclabo@gmail.com;;95;7151470;95;2245216;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1991;9;;;6;38;20180102;
2018;190;203;406700;S03;ATTIVITA' DI LABORATORIO;LAB.ANALISI CLINICHE DEL DOTT. RENATO CALABRESE & C. s.a.s.;4206890872;VIA DUCA DEGLI ABRUZZI 54;87015;95127;labcalabrese@gmail.com;;95;386864;95;386864;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1980;3;;;6;34;20180102;
2018;190;203;406800;S01;ATTIVITA' CLINICA;DERMATOLOGICA Br02 s.a.s. di Vintrici C. & C.s.a.s.;4753010877;VIA Pola 43/O;87015;95127;dermatologicabro2@gmail.com;;95;388862;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1987;4;;;3;15;20180329;
2018;190;203;407000;S01;ATTIVITA' CLINICA;DOTT. ANGELO CARUSO & c.s.r.l.;4358320879;VIA MONFALCONE 28 A;87015;95127;;;95;373274;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1978;12;;;6;33;20180102;
2018;190;203;407100;S03;ATTIVITA' DI LABORATORIO;CASA CURA MATER DEI DI G. NESI & C.s.r.l.;1129240873;VIALE MARIO RAPISARDI 1;87015;95124;urp@casadicuramaterdei.it;www.casadicuramaterdei.it;95;7369111;95;9707089;AMBULATORIO E LABORATORIO;5;190516;MATER DEI DI G.NESI & C. S.P.A;12;2;3;S;1980;12;;;6;33;20180102;
2018;190;203;407200;S01;ATTIVITA' CLINICA;CENTRO CLINICO E DIAGNOSTICO G.B. MORGAGNI SRL;248620874;VIA DEL BOSCO 105;87015;95125;amministrazione@morgagni.it;www.policlinicomorgagni.it;95;238111;95;238163;AMBULATORIO E LABORATORIO;5;190513;CASA DI CURA G.B. MORGAGNI S.R.L.;12;2;3;S;1971;10;;;6;124;20180102;
2018;190;203;407200;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CENTRO CLINICO E DIAGNOSTICO G.B. MORGAGNI SRL;248620874;VIA DEL BOSCO 105;87015;95125;amministrazione@morgagni.it;www.policlinicomorgagni.it;95;238111;95;238163;AMBULATORIO E LABORATORIO;5;190513;CASA DI CURA G.B. MORGAGNI S.R.L.;12;2;3;S;1971;10;;;6;66;20180102;
2018;190;203;407200;S03;ATTIVITA' DI LABORATORIO;CENTRO CLINICO E DIAGNOSTICO G.B. MORGAGNI SRL;248620874;VIA DEL BOSCO 105;87015;95125;amministrazione@morgagni.it;www.policlinicomorgagni.it;95;238111;95;238163;AMBULATORIO E LABORATORIO;5;190513;CASA DI CURA G.B. MORGAGNI S.R.L.;12;2;3;S;1971;10;;;6;66;20180102;
2018;190;203;407300;S03;ATTIVITA' DI LABORATORIO;CASA DI CURA MADONNA DEL ROSARIO;560610875;VIA BRONTE 44;87015;95100;m.delrosario@tiscali.it;;95;434127;95;446930;AMBULATORIO E LABORATORIO;5;190512;CASA DI CURA MADONNA DEL ROSARIO;12;2;3;S;2000;11;;;6;30;20180102;
2018;190;203;407400;S01;ATTIVITA' CLINICA;CENTRO DYNAMIC SRL;839780871;Via Guardia della Carvana 4-4A;87015;95128;centrodynamicsrl@tiscali.it;;95;508586;95;439608;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1981;6;;;5;60;20180102;
2018;190;203;407500;S01;ATTIVITA' CLINICA;CENTRO DI FISIOTERAPIA E RIABILITAZIONE 'PADRE PIO' DI A. TRINGALI s.r.l.;1797730874;VIALE L. Da Vinci 12/24;87015;95128;centropadrepio@tiscali.it;;95;321388;95;7168269;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1981;6;;;5;45;20180102;
2018;190;203;407600;S01;ATTIVITA' CLINICA;HUMANITAS CENTRO CATANESE DI ONCOLOGIA SPA;288060874;VIA VITTORIO EMANUELE DA BORMIDA 64;87015;95126;salvina.scire@ccocatania.it;www.ccocatania.it;95;7339000;95;336989;AMBULATORIO E LABORATORIO;5;190519;HUMANITAS CENTRO CATANESE DI ONCOLOGIA;12;2;3;S;1968;5;;;5;50;20180102;
2018;190;203;407600;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;HUMANITAS CENTRO CATANESE DI ONCOLOGIA SPA;288060874;VIA VITTORIO EMANUELE DA BORMIDA 64;87015;95126;salvina.scire@ccocatania.it;www.ccocatania.it;95;7339000;95;336989;AMBULATORIO E LABORATORIO;5;190519;HUMANITAS CENTRO CATANESE DI ONCOLOGIA;12;2;3;S;1968;5;;;5;50;20180102;
